quality_check_id,production_id,inspection_date,inspector_id,units_inspected,defective_units,defect_type,result
QC-00000050,PROD-00152681,2026-04-09,EMP-00184,1331,55,Material,Passed
QC-00000051,PROD-00236558,2026-08-22,EMP-00079,1649,38,Surface,Passed
QC-00000052,PROD-00005457,2024-11-25,EMP-00397,1686,72,None,Passed
QC-00000053,PROD-00219473,2026-06-18,EMP-00389,922,85,Assembly,Failed
QC-00000054,PROD-00267682,2025-11-11,EMP-00010,1400,114,Material,Failed
QC-00000055,PROD-00216998,2024-12-20,EMP-00222,2258,207,Material,Failed
QC-00000056,PROD-00109885,2025-05-03,EMP-00053,993,49,None,Passed
QC-00000057,PROD-00270922,2026-06-20,EMP-00155,2432,241,Material,Failed
QC-00000058,PROD-00240606,2025-01-17,EMP-00177,1372,37,None,Passed
QC-00000059,PROD-00291635,2025-05-20,EMP-00242,1478,111,Material,Failed
QC-00000060,PROD-00227577,2025-05-28,EMP-00295,1981,92,None,Passed
QC-00000061,PROD-00110972,2025-05-26,EMP-00386,1479,134,Dimensional,Failed
QC-00000062,PROD-00043611,2024-12-09,EMP-00063,760,22,Dimensional,Passed
QC-00000063,PROD-00068906,2026-03-22,EMP-00253,1195,72,Dimensional,Failed
QC-00000064,PROD-00093342,2026-06-20,EMP-00420,1291,95,Material,Failed
QC-00000065,PROD-00155617,2026-02-08,EMP-00330,2020,144,Assembly,Failed
QC-00000066,PROD-00152733,2025-01-20,EMP-00348,2463,13,None,Passed
QC-00000067,PROD-00259213,2026-04-28,EMP-00377,1452,28,None,Passed
QC-00000068,PROD-00011904,2026-06-15,EMP-00456,1134,105,None,Failed
QC-00000069,PROD-00154395,2025-09-18,EMP-00206,1066,94,Dimensional,Failed
QC-00000070,PROD-00027170,2025-10-04,EMP-00175,1202,81,Surface,Failed
QC-00000071,PROD-00293845,2026-05-19,EMP-00273,1382,88,Material,Failed
QC-00000072,PROD-00205495,2025-05-11,EMP-00166,1926,30,Surface,Passed
QC-00000073,PROD-00173725,2025-11-24,EMP-00263,2629,166,Assembly,Failed
QC-00000074,PROD-00265206,2026-03-24,EMP-00070,525,13,Dimensional,Passed
QC-00000075,PROD-00279774,2025-11-27,EMP-00109,982,87,None,Failed
QC-00000076,PROD-00219779,2026-04-15,EMP-00250,503,25,None,Passed
QC-00000077,PROD-00142988,2026-03-14,EMP-00161,2895,245,Dimensional,Failed
QC-00000078,PROD-00068064,2026-01-19,EMP-00322,2363,80,Material,Passed
QC-00000079,PROD-00119332,2026-05-21,EMP-00305,2195,133,None,Failed
QC-00000080,PROD-00032622,2025-11-17,EMP-00082,1312,53,Dimensional,Passed
QC-00000081,PROD-00253459,2025-09-24,EMP-00045,2031,168,None,Failed
QC-00000082,PROD-00068637,2025-03-09,EMP-00428,2959,217,Assembly,Failed
QC-00000083,PROD-00186802,2024-10-16,EMP-00128,2003,166,None,Failed
QC-00000084,PROD-00091732,2025-10-26,EMP-00341,881,19,Assembly,Passed
QC-00000085,PROD-00129542,2025-08-06,EMP-00014,2883,79,Assembly,Passed
QC-00000086,PROD-00005368,2025-03-05,EMP-00449,2472,36,None,Passed
QC-00000087,PROD-00151688,2025-01-20,EMP-00322,1704,70,Dimensional,Passed
QC-00000088,PROD-00297711,2025-08-05,EMP-00405,1875,142,None,Failed
QC-00000089,PROD-00054856,2026-02-06,EMP-00147,1145,43,None,Passed
QC-00000090,PROD-00191220,2026-08-20,EMP-00109,718,63,None,Failed
QC-00000091,PROD-00000651,2026-05-27,EMP-00465,1776,62,Surface,Passed
QC-00000092,PROD-00216567,2025-12-26,EMP-00201,1184,39,Assembly,Passed
QC-00000093,PROD-00073817,2026-08-01,EMP-00154,2627,159,Dimensional,Failed
QC-00000094,PROD-00074979,2026-06-22,EMP-00254,899,77,Assembly,Failed
QC-00000095,PROD-00174591,2025-05-16,EMP-00240,2729,190,Surface,Failed
QC-00000096,PROD-00074871,2026-06-17,EMP-00242,1551,3,Assembly,Passed
QC-00000097,PROD-00043950,2026-06-04,EMP-00455,2269,201,Assembly,Failed
QC-00000098,PROD-00147675,2025-12-24,EMP-00354,1944,60,Assembly,Passed
QC-00000099,PROD-00293397,2026-04-03,EMP-00185,2927,31,Assembly,Passed
QC-00000100,PROD-00019595,2026-04-24,EMP-00082,2926,252,Assembly,Failed
QC-00000101,PROD-00084250,2024-09-02,EMP-00274,2132,184,Assembly,Failed
QC-00000102,PROD-00014298,2026-02-28,EMP-00130,1590,38,None,Passed
QC-00000103,PROD-00272615,2025-01-02,EMP-00390,2122,107,Material,Failed
QC-00000104,PROD-00032476,2024-09-28,EMP-00119,2404,185,None,Failed
QC-00000105,PROD-00186496,2025-05-16,EMP-00099,2078,121,Dimensional,Failed
QC-00000106,PROD-00178402,2025-09-11,EMP-00401,2379,110,Assembly,Passed
QC-00000107,PROD-00282610,2025-02-17,EMP-00176,776,61,Dimensional,Failed
QC-00000108,PROD-00051288,2026-07-25,EMP-00182,2887,52,Dimensional,Passed
QC-00000109,PROD-00281020,2025-10-09,EMP-00449,2332,115,Surface,Passed
QC-00000110,PROD-00207581,2026-06-13,EMP-00315,590,37,Assembly,Failed
QC-00000111,PROD-00126442,2025-05-25,EMP-00396,2197,174,Surface,Failed
QC-00000112,PROD-00123104,2024-09-21,EMP-00390,1922,118,Dimensional,Failed
QC-00000113,PROD-00089533,2025-06-20,EMP-00112,954,35,Dimensional,Passed
QC-00000114,PROD-00261857,2026-08-19,EMP-00437,1814,127,Assembly,Failed
QC-00000115,PROD-00036373,2025-11-28,EMP-00006,2253,51,Surface,Passed
QC-00000116,PROD-00167984,2025-04-26,EMP-00222,2534,69,Material,Passed
QC-00000117,PROD-00064029,2024-12-25,EMP-00135,2341,182,None,Failed
QC-00000118,PROD-00292435,2024-12-29,EMP-00017,691,37,Surface,Failed
QC-00000119,PROD-00284839,2025-07-09,EMP-00462,1958,49,Surface,Passed
QC-00000120,PROD-00258100,2025-09-30,EMP-00160,2310,231,Material,Failed
QC-00000121,PROD-00044313,2025-04-20,EMP-00158,1204,30,Surface,Passed
QC-00000122,PROD-00232576,2025-03-04,EMP-00378,2670,262,Material,Failed
QC-00000123,PROD-00003891,2025-07-29,EMP-00176,2979,50,Dimensional,Passed
QC-00000124,PROD-00151300,2024-11-10,EMP-00425,2250,185,None,Failed
QC-00000125,PROD-00180019,2026-07-30,EMP-00199,1394,130,Surface,Failed
QC-00000126,PROD-00097722,2025-04-26,EMP-00295,1527,97,Assembly,Failed
QC-00000127,PROD-00017679,2026-04-22,EMP-00104,2204,28,Dimensional,Passed
QC-00000128,PROD-00093026,2025-05-14,EMP-00247,1286,89,None,Failed
QC-00000129,PROD-00021441,2025-02-13,EMP-00465,2774,178,Dimensional,Failed
QC-00000130,PROD-00132312,2026-03-16,EMP-00122,2808,224,Assembly,Failed
QC-00000131,PROD-00266019,2025-07-10,EMP-00096,1759,163,Material,Failed
QC-00000132,PROD-00166373,2025-10-05,EMP-00498,2258,148,None,Failed
QC-00000133,PROD-00043785,2026-04-19,EMP-00498,2692,217,Surface,Failed
QC-00000134,PROD-00165792,2025-03-09,EMP-00059,2477,55,Assembly,Passed
QC-00000135,PROD-00243310,2025-02-03,EMP-00113,655,4,Material,Passed
QC-00000136,PROD-00044857,2025-04-05,EMP-00430,1816,90,Dimensional,Passed
QC-00000137,PROD-00288753,2025-11-07,EMP-00274,1160,104,Surface,Failed
QC-00000138,PROD-00258887,2026-03-27,EMP-00100,2785,59,Surface,Passed
QC-00000139,PROD-00273051,2025-04-12,EMP-00051,1146,13,Material,Passed
QC-00000140,PROD-00116093,2026-08-21,EMP-00445,2157,51,None,Passed
QC-00000141,PROD-00215448,2026-04-13,EMP-00028,2267,11,Dimensional,Passed
QC-00000142,PROD-00157322,2025-05-03,EMP-00193,2387,200,Dimensional,Failed
QC-00000143,PROD-00238063,2026-08-19,EMP-00003,971,84,Assembly,Failed
QC-00000144,PROD-00085854,2026-03-13,EMP-00384,1952,60,Material,Passed
QC-00000145,PROD-00220925,2026-04-09,EMP-00135,2643,123,Dimensional,Passed
QC-00000146,PROD-00131113,2025-06-17,EMP-00131,1870,174,Surface,Failed
QC-00000147,PROD-00178037,2026-08-17,EMP-00481,2524,111,Surface,Passed
QC-00000148,PROD-00077120,2026-08-05,EMP-00361,892,27,Dimensional,Passed
QC-00000149,PROD-00292876,2024-12-11,EMP-00361,1915,107,Assembly,Failed
QC-00000150,PROD-00200698,2026-04-03,EMP-00441,1811,117,Surface,Failed
QC-00000151,PROD-00009371,2026-04-09,EMP-00358,953,33,Surface,Passed
QC-00000152,PROD-00276935,2025-04-25,EMP-00193,2904,83,None,Passed
QC-00000153,PROD-00277645,2024-09-03,EMP-00005,1303,84,Dimensional,Failed
QC-00000154,PROD-00234475,2024-08-29,EMP-00159,2936,138,Material,Passed
QC-00000155,PROD-00160826,2025-12-09,EMP-00021,1483,44,Material,Passed
QC-00000156,PROD-00140669,2024-09-04,EMP-00360,675,61,Dimensional,Failed
QC-00000157,PROD-00220850,2025-10-11,EMP-00133,2830,83,None,Passed
QC-00000158,PROD-00205023,2026-04-14,EMP-00422,2106,172,Dimensional,Failed
QC-00000159,PROD-00069883,2026-07-10,EMP-00015,1194,61,Surface,Failed
QC-00000160,PROD-00103026,2025-06-18,EMP-00276,2897,102,Assembly,Passed
QC-00000161,PROD-00208486,2024-09-08,EMP-00116,2054,30,None,Passed
QC-00000162,PROD-00061820,2026-04-23,EMP-00012,1561,65,Dimensional,Passed
QC-00000163,PROD-00045662,2026-07-12,EMP-00025,2895,210,Material,Failed
QC-00000164,PROD-00011291,2025-05-17,EMP-00306,995,95,Assembly,Failed
QC-00000165,PROD-00265910,2025-10-31,EMP-00135,1410,137,Assembly,Failed
QC-00000166,PROD-00031277,2024-10-07,EMP-00312,2265,4,None,Passed
QC-00000167,PROD-00231010,2025-10-13,EMP-00088,2591,133,Assembly,Failed
QC-00000168,PROD-00090578,2026-01-28,EMP-00041,1875,93,Surface,Passed
QC-00000169,PROD-00273182,2025-11-04,EMP-00315,2801,252,Surface,Failed
QC-00000170,PROD-00239778,2025-12-13,EMP-00080,1873,169,Material,Failed
QC-00000171,PROD-00293771,2024-11-18,EMP-00251,2394,196,Assembly,Failed
QC-00000172,PROD-00149678,2025-06-07,EMP-00487,961,65,Assembly,Failed
QC-00000173,PROD-00070581,2026-05-26,EMP-00088,2567,201,Surface,Failed
QC-00000174,PROD-00040478,2025-10-20,EMP-00291,1005,89,None,Failed
QC-00000175,PROD-00002079,2026-06-17,EMP-00148,1784,7,None,Passed
QC-00000176,PROD-00122442,2026-08-24,EMP-00346,910,59,None,Failed
QC-00000177,PROD-00226097,2025-05-29,EMP-00468,901,87,Dimensional,Failed
QC-00000178,PROD-00130727,2025-11-23,EMP-00022,2216,3,Assembly,Passed
QC-00000179,PROD-00170082,2025-03-04,EMP-00103,680,36,Dimensional,Failed
QC-00000180,PROD-00023443,2025-05-09,EMP-00102,922,54,None,Failed
QC-00000181,PROD-00258839,2024-09-13,EMP-00298,667,19,Dimensional,Passed
QC-00000182,PROD-00156830,2025-02-16,EMP-00219,1013,81,Dimensional,Failed
QC-00000183,PROD-00167035,2025-12-23,EMP-00134,1156,51,Dimensional,Passed
QC-00000184,PROD-00128263,2024-11-13,EMP-00187,655,42,None,Failed
QC-00000185,PROD-00177507,2026-02-21,EMP-00414,580,25,None,Passed
QC-00000186,PROD-00035915,2025-07-23,EMP-00483,665,43,Assembly,Failed
QC-00000187,PROD-00242451,2025-11-27,EMP-00452,2029,180,Material,Failed
QC-00000188,PROD-00255083,2026-06-29,EMP-00023,561,11,None,Passed
QC-00000189,PROD-00238189,2026-01-03,EMP-00335,956,8,None,Passed
QC-00000190,PROD-00126747,2025-04-14,EMP-00376,520,19,Assembly,Passed
QC-00000191,PROD-00261182,2025-07-14,EMP-00450,1382,108,Surface,Failed
QC-00000192,PROD-00176392,2024-12-10,EMP-00234,2912,73,Dimensional,Passed
QC-00000193,PROD-00084175,2025-11-24,EMP-00266,1897,33,Assembly,Passed
QC-00000194,PROD-00174583,2026-02-26,EMP-00164,1900,60,Material,Passed
QC-00000195,PROD-00229885,2024-09-07,EMP-00352,680,34,Material,Passed
QC-00000196,PROD-00228331,2026-07-13,EMP-00256,1741,143,Assembly,Failed
QC-00000197,PROD-00016418,2024-12-02,EMP-00117,1582,92,Surface,Failed
QC-00000198,PROD-00233015,2024-09-12,EMP-00163,2450,156,Dimensional,Failed
QC-00000199,PROD-00147036,2025-10-24,EMP-00492,684,57,Surface,Failed
QC-00000200,PROD-00265054,2026-03-04,EMP-00002,2729,81,Material,Passed
QC-00000201,PROD-00143309,2025-01-13,EMP-00402,2077,131,Dimensional,Failed
QC-00000202,PROD-00090242,2026-06-20,EMP-00140,823,35,Surface,Passed
QC-00000203,PROD-00179499,2026-03-01,EMP-00007,2987,278,Surface,Failed
QC-00000204,PROD-00141320,2025-09-20,EMP-00423,2065,116,Material,Failed
QC-00000205,PROD-00240084,2025-03-14,EMP-00157,2339,229,Surface,Failed
QC-00000206,PROD-00031656,2024-11-11,EMP-00453,2564,12,Material,Passed
QC-00000207,PROD-00090798,2026-03-13,EMP-00400,1096,22,Dimensional,Passed
QC-00000208,PROD-00280196,2026-02-24,EMP-00434,589,56,Assembly,Failed
QC-00000209,PROD-00074929,2024-08-26,EMP-00244,1604,38,Dimensional,Passed
QC-00000210,PROD-00263521,2026-03-31,EMP-00388,738,37,None,Failed
QC-00000211,PROD-00082965,2026-03-18,EMP-00431,2521,185,Surface,Failed
QC-00000212,PROD-00139213,2025-01-18,EMP-00355,1050,79,Surface,Failed
QC-00000213,PROD-00295268,2026-02-07,EMP-00159,2809,100,Dimensional,Passed
QC-00000214,PROD-00089519,2024-10-18,EMP-00212,1085,68,Material,Failed
QC-00000215,PROD-00271841,2026-01-22,EMP-00493,2199,206,None,Failed
QC-00000216,PROD-00081688,2026-05-16,EMP-00028,1717,92,None,Failed
QC-00000217,PROD-00014708,2026-04-16,EMP-00333,1187,65,Material,Failed
QC-00000218,PROD-00116069,2025-07-01,EMP-00368,565,54,Assembly,Failed
QC-00000219,PROD-00150146,2025-02-05,EMP-00284,2920,139,Assembly,Passed
QC-00000220,PROD-00150129,2025-07-31,EMP-00317,2537,4,Material,Passed
QC-00000221,PROD-00049227,2025-09-22,EMP-00219,859,36,None,Passed
QC-00000222,PROD-00026504,2024-12-05,EMP-00027,1410,90,None,Failed
QC-00000223,PROD-00243032,2026-02-06,EMP-00121,2104,79,Surface,Passed
QC-00000224,PROD-00244320,2025-08-26,EMP-00377,1536,93,Surface,Failed
QC-00000225,PROD-00185654,2025-11-03,EMP-00255,2957,76,Material,Passed
QC-00000226,PROD-00278396,2026-08-09,EMP-00447,2915,14,Assembly,Passed
QC-00000227,PROD-00078212,2025-12-15,EMP-00396,1355,107,Material,Failed
QC-00000228,PROD-00258320,2024-11-19,EMP-00215,1364,23,Material,Passed
QC-00000229,PROD-00183262,2024-11-21,EMP-00306,1532,76,None,Passed
QC-00000230,PROD-00066992,2025-05-05,EMP-00053,1461,141,Material,Failed
QC-00000231,PROD-00040138,2024-10-13,EMP-00460,2434,37,Surface,Passed
QC-00000232,PROD-00090556,2026-03-06,EMP-00457,2269,207,Material,Failed
QC-00000233,PROD-00045458,2024-11-20,EMP-00151,1130,105,Material,Failed
QC-00000234,PROD-00051875,2026-04-04,EMP-00066,2493,224,None,Failed
QC-00000235,PROD-00039341,2024-11-13,EMP-00131,1466,99,Surface,Failed
QC-00000236,PROD-00052006,2026-06-02,EMP-00275,602,16,Dimensional,Passed
QC-00000237,PROD-00262775,2026-04-29,EMP-00311,1762,20,Surface,Passed
QC-00000238,PROD-00080186,2025-09-17,EMP-00485,2246,186,Surface,Failed
QC-00000239,PROD-00142348,2026-05-31,EMP-00059,1830,29,Dimensional,Passed
QC-00000240,PROD-00147296,2025-06-16,EMP-00233,2684,221,Dimensional,Failed
QC-00000241,PROD-00287052,2025-07-09,EMP-00248,753,31,Assembly,Passed
QC-00000242,PROD-00081942,2026-08-24,EMP-00205,699,15,Material,Passed
QC-00000243,PROD-00083652,2025-11-07,EMP-00043,889,73,Surface,Failed
QC-00000244,PROD-00096201,2026-05-11,EMP-00386,1129,59,None,Failed
QC-00000245,PROD-00076263,2025-03-22,EMP-00406,922,13,None,Passed
QC-00000246,PROD-00272476,2025-12-14,EMP-00214,1408,15,Material,Passed
QC-00000247,PROD-00148329,2025-08-16,EMP-00016,2625,39,Material,Passed
QC-00000248,PROD-00262715,2026-07-16,EMP-00198,2926,215,Assembly,Failed
QC-00000249,PROD-00255770,2026-01-28,EMP-00066,761,75,None,Failed
QC-00000250,PROD-00206885,2026-07-08,EMP-00275,2192,165,Dimensional,Failed
QC-00000251,PROD-00157554,2026-06-20,EMP-00157,2882,45,Assembly,Passed
QC-00000252,PROD-00286695,2025-08-26,EMP-00077,1132,85,Surface,Failed
QC-00000253,PROD-00017592,2024-08-25,EMP-00105,2029,98,Dimensional,Passed
QC-00000254,PROD-00086911,2025-01-17,EMP-00187,1508,78,None,Failed
QC-00000255,PROD-00094199,2025-02-04,EMP-00066,1174,87,Surface,Failed
QC-00000256,PROD-00217932,2025-10-01,EMP-00453,1452,118,Assembly,Failed
QC-00000257,PROD-00234986,2026-05-01,EMP-00157,2144,53,Assembly,Passed
QC-00000258,PROD-00230127,2026-08-07,EMP-00002,509,17,Dimensional,Passed
QC-00000259,PROD-00105219,2025-09-12,EMP-00280,1080,88,None,Failed
QC-00000260,PROD-00026193,2026-05-07,EMP-00238,2571,246,Material,Failed
QC-00000261,PROD-00234167,2026-01-05,EMP-00345,1704,170,Assembly,Failed
QC-00000262,PROD-00234573,2025-11-30,EMP-00035,895,36,None,Passed
QC-00000263,PROD-00022031,2024-10-29,EMP-00154,1722,15,None,Passed
QC-00000264,PROD-00192747,2025-02-22,EMP-00210,2306,39,Material,Passed
QC-00000265,PROD-00110546,2025-03-28,EMP-00111,2592,230,Dimensional,Failed
QC-00000266,PROD-00122364,2026-06-08,EMP-00327,2066,98,None,Passed
QC-00000267,PROD-00019539,2026-04-27,EMP-00130,1765,50,Material,Passed
QC-00000268,PROD-00243639,2026-05-17,EMP-00067,2286,2,Material,Passed
QC-00000269,PROD-00146638,2024-11-24,EMP-00227,1900,145,Dimensional,Failed
QC-00000270,PROD-00192133,2026-04-01,EMP-00335,2521,68,Surface,Passed
QC-00000271,PROD-00079759,2024-10-27,EMP-00290,2858,68,Dimensional,Passed
QC-00000272,PROD-00068952,2026-02-23,EMP-00435,2017,108,Material,Failed
QC-00000273,PROD-00217935,2026-03-24,EMP-00007,2761,263,None,Failed
QC-00000274,PROD-00045791,2024-12-22,EMP-00382,2982,205,Surface,Failed
QC-00000275,PROD-00183934,2025-03-07,EMP-00022,2485,125,Assembly,Failed
QC-00000276,PROD-00239325,2025-08-16,EMP-00383,1199,4,Material,Passed
QC-00000277,PROD-00237457,2026-02-23,EMP-00428,2663,155,Assembly,Failed
QC-00000278,PROD-00077158,2026-07-28,EMP-00149,2952,285,Assembly,Failed
QC-00000279,PROD-00216383,2024-09-24,EMP-00454,2275,25,None,Passed
QC-00000280,PROD-00083199,2025-06-04,EMP-00041,740,0,Material,Passed
QC-00000281,PROD-00178078,2024-09-01,EMP-00006,736,62,Dimensional,Failed
QC-00000282,PROD-00042906,2025-05-21,EMP-00285,2262,103,Assembly,Passed
QC-00000283,PROD-00242891,2025-10-01,EMP-00023,1893,97,Dimensional,Failed
QC-00000284,PROD-00292202,2025-08-02,EMP-00373,1666,14,None,Passed
QC-00000285,PROD-00218513,2025-12-29,EMP-00287,1645,74,Material,Passed
QC-00000286,PROD-00083160,2025-06-07,EMP-00441,1576,151,Dimensional,Failed
QC-00000287,PROD-00082926,2025-01-14,EMP-00400,2683,149,Surface,Failed
QC-00000288,PROD-00141279,2025-09-14,EMP-00388,2098,158,None,Failed
QC-00000289,PROD-00210178,2025-10-30,EMP-00230,1731,88,Assembly,Failed
QC-00000290,PROD-00082042,2026-08-19,EMP-00303,1531,32,Surface,Passed
QC-00000291,PROD-00195066,2026-07-20,EMP-00063,1666,89,Assembly,Failed
QC-00000292,PROD-00186327,2025-10-09,EMP-00149,2546,111,Material,Passed
QC-00000293,PROD-00013000,2024-10-27,EMP-00194,1755,64,Surface,Passed
QC-00000294,PROD-00074189,2026-05-31,EMP-00125,1188,46,Dimensional,Passed
QC-00000295,PROD-00148832,2025-09-11,EMP-00114,1896,49,Material,Passed
QC-00000296,PROD-00000678,2025-06-20,EMP-00186,1316,122,Dimensional,Failed
QC-00000297,PROD-00114375,2024-10-11,EMP-00265,1366,106,None,Failed
QC-00000298,PROD-00271809,2025-09-28,EMP-00250,2654,167,None,Failed
QC-00000299,PROD-00043588,2026-03-18,EMP-00369,1256,43,None,Passed
QC-00000300,PROD-00089794,2025-04-07,EMP-00200,1359,72,Dimensional,Failed
QC-00000301,PROD-00111762,2026-03-20,EMP-00129,1571,39,Surface,Passed
QC-00000302,PROD-00060297,2026-03-09,EMP-00063,2188,216,Surface,Failed
QC-00000303,PROD-00067703,2026-08-21,EMP-00224,800,21,Assembly,Passed
QC-00000304,PROD-00081768,2025-11-28,EMP-00236,1820,113,Material,Failed
QC-00000305,PROD-00010203,2024-12-15,EMP-00391,1655,59,Material,Passed
QC-00000306,PROD-00294866,2025-07-25,EMP-00175,2201,203,Material,Failed
QC-00000307,PROD-00226451,2026-08-05,EMP-00369,2467,75,Material,Passed
QC-00000308,PROD-00046195,2026-03-17,EMP-00013,1094,12,None,Passed
QC-00000309,PROD-00016275,2025-01-28,EMP-00427,2718,123,Dimensional,Passed
QC-00000310,PROD-00262351,2025-08-21,EMP-00180,2470,191,Material,Failed
QC-00000311,PROD-00035079,2024-10-23,EMP-00424,2509,211,Material,Failed
QC-00000312,PROD-00198168,2025-12-24,EMP-00279,1804,179,Assembly,Failed
QC-00000313,PROD-00163678,2025-12-28,EMP-00130,1992,11,Surface,Passed
QC-00000314,PROD-00029144,2025-04-02,EMP-00124,514,33,Surface,Failed
QC-00000315,PROD-00298100,2025-08-06,EMP-00254,592,32,Surface,Failed
QC-00000316,PROD-00158093,2025-10-16,EMP-00327,1664,109,Surface,Failed
QC-00000317,PROD-00246729,2026-06-26,EMP-00165,1512,127,Surface,Failed
QC-00000318,PROD-00186830,2024-09-05,EMP-00436,1591,29,Dimensional,Passed
QC-00000319,PROD-00142198,2026-01-24,EMP-00240,1775,146,Surface,Failed
QC-00000320,PROD-00279657,2025-05-17,EMP-00042,1973,163,None,Failed
QC-00000321,PROD-00236309,2024-10-03,EMP-00013,846,1,Dimensional,Passed
QC-00000322,PROD-00040885,2024-12-19,EMP-00225,1186,31,Dimensional,Passed
QC-00000323,PROD-00170883,2025-03-13,EMP-00348,1042,23,Assembly,Passed
QC-00000324,PROD-00212118,2026-05-16,EMP-00238,1646,92,Surface,Failed
QC-00000325,PROD-00045107,2025-06-14,EMP-00025,1328,51,Material,Passed
QC-00000326,PROD-00018006,2025-12-12,EMP-00368,2435,5,Material,Passed
QC-00000327,PROD-00211330,2025-06-11,EMP-00427,2144,170,Surface,Failed
QC-00000328,PROD-00062665,2025-07-19,EMP-00403,1593,47,Surface,Passed
QC-00000329,PROD-00034646,2025-05-23,EMP-00433,1967,69,Material,Passed
QC-00000330,PROD-00014330,2026-02-22,EMP-00445,723,47,Surface,Failed
QC-00000331,PROD-00257719,2026-02-08,EMP-00318,1650,34,Assembly,Passed
QC-00000332,PROD-00141014,2024-11-25,EMP-00457,2850,37,None,Passed
QC-00000333,PROD-00157425,2026-06-17,EMP-00007,2522,198,Material,Failed
