production_id,production_date,batch_id,product_id,production_line,machine_id,operator_id,shift,planned_quantity,produced_quantity,good_quantity,defective_quantity,downtime_minutes,production_time_minutes,material_cost,labor_cost,energy_cost,quality_status,maintenance_required
PROD-00000016,2025-11-26,BATCH-00000016,PRD-001,LINE-05,M-019,EMP-00243,Morning,1853,1722,1662,60,18,542,80911.9,8310.39,5853.11,Passed,False
PROD-00000017,2025-07-18,BATCH-00000017,PRD-004,LINE-01,M-004,EMP-00032,Afternoon,886,718,663,55,24,473,125563.44,7344.33,8774.53,Failed,False
PROD-00000018,2024-09-18,BATCH-00000018,PRD-002,LINE-02,M-003,EMP-00227,Night,1518,1470,1333,137,49,350,52753.53,7484.46,3506.91,Failed,True
PROD-00000019,2024-09-17,BATCH-00000019,PRD-009,LINE-04,M-002,EMP-00085,Afternoon,560,323,308,15,23,301,82631.34,8313.33,2923.73,Passed,False
PROD-00000020,2024-11-05,BATCH-00000020,PRD-005,LINE-04,M-005,EMP-00098,Afternoon,2363,2255,2077,178,73,411,67477.18,14940.49,6001.91,Failed,False
PROD-00000021,2025-02-10,BATCH-00000021,PRD-010,LINE-05,M-006,EMP-00030,Night,2720,2529,2449,80,15,341,132772.43,9594.31,5525.65,Passed,False
PROD-00000022,2025-02-21,BATCH-00000022,PRD-002,LINE-05,M-020,EMP-00021,Night,2937,2765,2645,120,17,341,102541.25,14240.75,6127.08,Passed,False
PROD-00000023,2025-09-21,BATCH-00000023,PRD-010,LINE-04,M-005,EMP-00344,Night,2815,2735,2602,133,133,453,152549.47,11310.49,3148.17,Passed,False
PROD-00000024,2025-12-05,BATCH-00000024,PRD-002,LINE-03,M-005,EMP-00478,Afternoon,538,379,343,36,117,335,16954.4,2952.39,2918.39,Failed,False
PROD-00000025,2024-09-14,BATCH-00000025,PRD-006,LINE-05,M-001,EMP-00342,Night,1667,1555,1416,139,40,453,173710.63,9951.81,9885.1,Failed,False
PROD-00000026,2025-11-03,BATCH-00000026,PRD-002,LINE-02,M-011,EMP-00105,Night,1050,1021,1008,13,67,435,45222.41,4020.82,3535.81,Passed,False
PROD-00000027,2025-01-26,BATCH-00000027,PRD-005,LINE-02,M-009,EMP-00083,Night,708,546,519,27,23,526,16064.18,2573.13,4002.01,Passed,False
PROD-00000028,2026-03-04,BATCH-00000028,PRD-007,LINE-01,M-012,EMP-00299,Night,2797,2769,2731,38,2,375,264966.63,10983.26,2341.49,Passed,False
PROD-00000029,2026-01-11,BATCH-00000029,PRD-001,LINE-01,M-012,EMP-00400,Night,1762,1532,1522,10,93,508,96759.92,4730.99,3245.77,Passed,False
PROD-00000030,2026-02-20,BATCH-00000030,PRD-003,LINE-03,M-014,EMP-00411,Night,1469,1220,1118,102,41,427,486700.27,13458.41,1223.08,Failed,False
PROD-00000031,2025-10-22,BATCH-00000031,PRD-002,LINE-03,M-008,EMP-00115,Morning,2066,1847,1727,120,9,398,61315.07,12615.63,5142.73,Failed,False
PROD-00000032,2025-07-16,BATCH-00000032,PRD-005,LINE-01,M-004,EMP-00450,Afternoon,784,695,630,65,71,391,16251.57,14754.95,5825.94,Failed,False
PROD-00000033,2025-02-12,BATCH-00000033,PRD-005,LINE-05,M-004,EMP-00198,Night,656,504,477,27,27,397,11995.71,12223.57,4927.54,Failed,False
PROD-00000034,2025-08-08,BATCH-00000034,PRD-007,LINE-02,M-012,EMP-00221,Morning,506,270,245,25,133,469,20184.15,11352.59,7677.55,Failed,False
PROD-00000035,2025-11-25,BATCH-00000035,PRD-002,LINE-02,M-014,EMP-00341,Afternoon,1730,1651,1547,104,129,389,57813.39,11063.71,5989.71,Failed,False
PROD-00000036,2025-03-29,BATCH-00000036,PRD-005,LINE-05,M-011,EMP-00239,Afternoon,2163,1950,1950,0,140,526,48060.67,4732.37,8071.83,Passed,False
PROD-00000037,2026-05-15,BATCH-00000037,PRD-009,LINE-01,M-008,EMP-00345,Afternoon,2438,2270,2249,21,43,415,640357.99,10630.1,6573.35,Passed,False
PROD-00000038,2026-07-01,BATCH-00000038,PRD-003,LINE-05,M-007,EMP-00368,Night,600,538,508,30,11,496,203919.62,11990.36,5098.75,Failed,False
PROD-00000039,2024-08-30,BATCH-00000039,PRD-004,LINE-04,M-008,EMP-00091,Night,1104,928,928,0,167,565,220714.95,13185.73,8969.19,Passed,False
PROD-00000040,2026-04-06,BATCH-00000040,PRD-009,LINE-05,M-011,EMP-00487,Afternoon,1520,1404,1370,34,31,558,489361.7,10678.51,9891.03,Passed,False
PROD-00000041,2026-05-12,BATCH-00000041,PRD-009,LINE-03,M-017,EMP-00249,Night,2326,2136,2015,121,40,422,620639.68,11773.1,8558.77,Failed,False
PROD-00000042,2024-12-27,BATCH-00000042,PRD-002,LINE-02,M-013,EMP-00356,Morning,1670,1601,1516,85,60,409,56478.23,9021.98,2245.37,Failed,True
PROD-00000043,2026-02-18,BATCH-00000043,PRD-007,LINE-05,M-001,EMP-00439,Night,1855,1736,1630,106,138,494,106343.75,12827.59,4505.29,Failed,False
PROD-00000044,2025-07-19,BATCH-00000044,PRD-006,LINE-02,M-016,EMP-00113,Afternoon,1723,1505,1398,107,99,523,159946.62,11550.24,8198.81,Failed,False
PROD-00000045,2025-05-16,BATCH-00000045,PRD-007,LINE-05,M-018,EMP-00014,Afternoon,1876,1703,1600,103,171,588,142512.85,12926.57,9275.87,Failed,False
PROD-00000046,2025-03-28,BATCH-00000046,PRD-002,LINE-04,M-011,EMP-00173,Afternoon,2255,2034,1916,118,34,442,66621.47,5382.03,3946.17,Failed,False
PROD-00000047,2024-12-23,BATCH-00000047,PRD-007,LINE-02,M-003,EMP-00400,Night,1533,1413,1409,4,20,320,126760.51,2677.11,9567.28,Passed,False
PROD-00000048,2025-02-08,BATCH-00000048,PRD-004,LINE-02,M-015,EMP-00359,Afternoon,1316,1157,1138,19,5,488,203666.77,8156.29,2029.51,Passed,False
PROD-00000049,2026-04-10,BATCH-00000049,PRD-010,LINE-04,M-013,EMP-00483,Night,969,723,684,39,41,401,38128.19,2333.82,3807.62,Failed,True
PROD-00000050,2025-05-13,BATCH-00000050,PRD-004,LINE-05,M-002,EMP-00178,Night,917,720,682,38,178,519,159606.0,9805.35,2089.5,Failed,False
PROD-00000051,2024-11-12,BATCH-00000051,PRD-002,LINE-03,M-015,EMP-00363,Morning,2572,2485,2482,3,165,522,116138.64,12690.3,1949.85,Passed,False
PROD-00000052,2024-11-05,BATCH-00000052,PRD-009,LINE-05,M-009,EMP-00166,Morning,1606,1400,1263,137,157,344,446407.1,8043.36,8431.61,Failed,False
PROD-00000053,2025-06-16,BATCH-00000053,PRD-008,LINE-04,M-007,EMP-00182,Afternoon,1498,1353,1256,97,118,474,209641.13,8425.98,3925.13,Failed,False
PROD-00000054,2024-11-08,BATCH-00000054,PRD-010,LINE-04,M-018,EMP-00389,Morning,1631,1629,1497,132,142,543,121169.99,3112.97,7480.67,Failed,False
PROD-00000055,2025-05-30,BATCH-00000055,PRD-008,LINE-05,M-012,EMP-00243,Night,2335,2312,2237,75,4,571,352836.89,10993.23,3755.85,Passed,False
PROD-00000056,2026-06-14,BATCH-00000056,PRD-009,LINE-02,M-011,EMP-00062,Night,1854,1675,1559,116,90,574,441085.22,5268.25,2085.9,Failed,False
PROD-00000057,2025-05-19,BATCH-00000057,PRD-003,LINE-05,M-010,EMP-00052,Morning,1284,1095,1034,61,55,451,356218.1,9664.63,7841.87,Failed,False
PROD-00000058,2025-12-06,BATCH-00000058,PRD-003,LINE-03,M-005,EMP-00327,Afternoon,1738,1557,1421,136,3,352,453326.15,2591.7,1490.73,Failed,False
PROD-00000059,2025-03-18,BATCH-00000059,PRD-010,LINE-04,M-004,EMP-00421,Morning,1664,1542,1430,112,120,505,89691.28,14551.47,3272.31,Failed,False
PROD-00000060,2026-05-13,BATCH-00000060,PRD-010,LINE-04,M-020,EMP-00306,Night,719,681,643,38,38,415,35400.64,5226.48,6022.66,Failed,False
PROD-00000061,2024-09-27,BATCH-00000061,PRD-007,LINE-01,M-020,EMP-00492,Night,2345,2269,2049,220,113,350,172498.97,7574.79,6117.67,Failed,False
PROD-00000062,2026-03-14,BATCH-00000062,PRD-004,LINE-01,M-014,EMP-00231,Night,1364,1195,1185,10,67,540,203387.64,4259.58,1675.58,Passed,False
PROD-00000063,2025-08-16,BATCH-00000063,PRD-004,LINE-05,M-007,EMP-00218,Morning,1680,1608,1492,116,180,578,244548.02,5034.51,3380.99,Failed,False
PROD-00000064,2025-10-15,BATCH-00000064,PRD-003,LINE-05,M-010,EMP-00225,Morning,1588,1570,1555,15,36,539,506474.19,5998.95,7740.62,Passed,False
PROD-00000065,2024-11-29,BATCH-00000065,PRD-007,LINE-03,M-020,EMP-00129,Morning,1615,1477,1351,126,128,346,106403.84,9774.48,9004.81,Failed,False
PROD-00000066,2026-08-11,BATCH-00000066,PRD-010,LINE-05,M-015,EMP-00470,Afternoon,2904,2709,2572,137,5,392,179493.22,11920.42,2576.72,Failed,False
PROD-00000067,2025-06-15,BATCH-00000067,PRD-007,LINE-02,M-011,EMP-00211,Night,2514,2394,2305,89,23,553,179099.72,6173.76,1941.4,Passed,False
PROD-00000068,2024-10-25,BATCH-00000068,PRD-007,LINE-04,M-017,EMP-00423,Morning,2753,2637,2592,45,9,577,192644.22,6202.56,9731.66,Passed,False
PROD-00000069,2025-10-27,BATCH-00000069,PRD-001,LINE-02,M-009,EMP-00282,Morning,1268,1176,1097,79,132,447,65989.64,10130.31,7839.91,Failed,False
PROD-00000070,2025-04-09,BATCH-00000070,PRD-008,LINE-04,M-003,EMP-00116,Morning,997,748,718,30,7,536,141289.93,6039.75,1123.07,Passed,False
PROD-00000071,2026-05-31,BATCH-00000071,PRD-003,LINE-02,M-015,EMP-00283,Morning,2541,2411,2231,180,74,496,767424.36,12851.41,9822.2,Failed,False
PROD-00000072,2025-12-26,BATCH-00000072,PRD-010,LINE-05,M-009,EMP-00421,Morning,2581,2360,2343,17,34,444,142424.93,12270.08,4734.48,Passed,False
PROD-00000073,2025-12-18,BATCH-00000073,PRD-010,LINE-05,M-013,EMP-00234,Afternoon,2875,2750,2674,76,168,396,176207.03,8296.44,3991.96,Passed,False
PROD-00000074,2026-07-13,BATCH-00000074,PRD-004,LINE-04,M-013,EMP-00340,Night,2842,2783,2573,210,98,377,415354.91,11681.17,7347.05,Failed,False
PROD-00000075,2026-06-25,BATCH-00000075,PRD-001,LINE-01,M-017,EMP-00467,Afternoon,1017,770,695,75,128,307,34727.67,3304.74,8605.35,Failed,False
PROD-00000076,2025-06-01,BATCH-00000076,PRD-007,LINE-01,M-011,EMP-00437,Night,1132,1012,912,100,19,573,89276.89,6401.3,7234.34,Failed,False
PROD-00000077,2025-11-16,BATCH-00000077,PRD-006,LINE-02,M-003,EMP-00223,Morning,2498,2489,2331,158,138,351,211936.94,10205.09,9288.36,Failed,False
PROD-00000078,2025-01-21,BATCH-00000078,PRD-005,LINE-02,M-017,EMP-00211,Night,618,535,485,50,11,392,10511.61,6660.02,4876.18,Failed,False
PROD-00000079,2026-02-23,BATCH-00000079,PRD-002,LINE-03,M-015,EMP-00131,Night,2996,2838,2715,123,97,304,109843.5,9581.04,3089.7,Passed,False
PROD-00000080,2024-10-18,BATCH-00000080,PRD-008,LINE-03,M-014,EMP-00354,Afternoon,1678,1539,1499,40,173,533,218717.52,14288.06,9888.87,Passed,False
PROD-00000081,2024-09-29,BATCH-00000081,PRD-004,LINE-03,M-001,EMP-00425,Night,2075,2048,1988,60,123,502,381343.7,6666.47,3662.85,Passed,False
PROD-00000082,2026-01-20,BATCH-00000082,PRD-010,LINE-02,M-020,EMP-00411,Afternoon,700,510,479,31,155,412,37115.39,13738.15,7981.67,Failed,False
PROD-00000083,2025-02-18,BATCH-00000083,PRD-010,LINE-03,M-015,EMP-00018,Night,1526,1333,1298,35,173,486,92608.98,13744.25,6817.07,Passed,False
PROD-00000084,2026-04-17,BATCH-00000084,PRD-002,LINE-03,M-017,EMP-00257,Afternoon,1708,1517,1411,106,83,384,48907.41,3718.08,5854.67,Failed,False
PROD-00000085,2025-04-06,BATCH-00000085,PRD-008,LINE-02,M-013,EMP-00496,Night,1708,1503,1474,29,86,487,261585.64,2978.89,7787.36,Passed,True
PROD-00000086,2024-10-25,BATCH-00000086,PRD-007,LINE-05,M-013,EMP-00422,Night,557,420,413,7,67,490,32780.76,10746.77,7051.07,Passed,True
PROD-00000087,2026-06-20,BATCH-00000087,PRD-004,LINE-01,M-015,EMP-00466,Night,2431,2273,2047,226,6,454,496162.55,6264.08,6490.74,Failed,False
PROD-00000088,2025-02-21,BATCH-00000088,PRD-002,LINE-05,M-005,EMP-00199,Afternoon,1072,830,826,4,11,489,30544.29,8404.12,1874.73,Passed,False
PROD-00000089,2026-06-29,BATCH-00000089,PRD-009,LINE-04,M-020,EMP-00209,Afternoon,2216,2026,1840,186,150,316,490605.1,7393.5,1891.19,Failed,False
PROD-00000090,2024-11-11,BATCH-00000090,PRD-004,LINE-05,M-012,EMP-00032,Afternoon,2316,2073,2013,60,113,441,472029.41,3291.61,7171.12,Passed,False
PROD-00000091,2025-06-16,BATCH-00000091,PRD-002,LINE-03,M-008,EMP-00065,Night,2362,2193,2139,54,23,405,92085.41,9762.9,1192.22,Passed,True
PROD-00000092,2025-03-28,BATCH-00000092,PRD-009,LINE-01,M-009,EMP-00440,Morning,1348,1293,1234,59,150,366,359091.95,3918.2,9104.78,Passed,False
PROD-00000093,2025-08-12,BATCH-00000093,PRD-003,LINE-05,M-011,EMP-00009,Morning,950,729,726,3,169,435,232252.15,6657.15,8095.88,Passed,True
PROD-00000094,2025-12-31,BATCH-00000094,PRD-007,LINE-01,M-015,EMP-00258,Morning,2654,2464,2448,16,29,322,196194.6,12114.22,5619.14,Passed,False
PROD-00000095,2026-06-03,BATCH-00000095,PRD-009,LINE-01,M-016,EMP-00365,Afternoon,1735,1571,1564,7,117,337,396498.33,8226.76,4614.56,Passed,False
PROD-00000096,2025-06-04,BATCH-00000096,PRD-006,LINE-03,M-013,EMP-00306,Night,2991,2975,2911,64,37,450,294741.08,10230.0,5935.21,Passed,False
PROD-00000097,2024-12-29,BATCH-00000097,PRD-010,LINE-05,M-007,EMP-00221,Afternoon,2262,2059,1880,179,25,416,105152.95,10511.27,8899.36,Failed,False
PROD-00000098,2025-06-08,BATCH-00000098,PRD-008,LINE-02,M-016,EMP-00035,Morning,2133,1947,1923,24,106,343,317302.44,6062.81,3294.01,Passed,True
PROD-00000099,2025-05-27,BATCH-00000099,PRD-002,LINE-01,M-014,EMP-00182,Night,2026,1884,1869,15,33,516,78603.36,9300.62,3966.81,Passed,False
PROD-00000100,2025-02-03,BATCH-00000100,PRD-001,LINE-04,M-008,EMP-00434,Morning,1678,1599,1509,90,153,479,67130.0,8596.36,2392.57,Failed,False
PROD-00000101,2026-01-27,BATCH-00000101,PRD-006,LINE-05,M-020,EMP-00346,Night,970,824,796,28,71,585,101777.41,12987.02,9770.92,Passed,True
PROD-00000102,2025-03-20,BATCH-00000102,PRD-005,LINE-02,M-005,EMP-00290,Night,618,549,505,44,46,505,15225.2,13979.99,4159.21,Failed,True
PROD-00000103,2026-02-21,BATCH-00000103,PRD-001,LINE-03,M-019,EMP-00306,Morning,875,820,772,48,135,326,40202.66,6431.65,4330.48,Failed,False
PROD-00000104,2026-08-22,BATCH-00000104,PRD-010,LINE-04,M-009,EMP-00111,Night,703,683,649,34,172,358,42699.91,7512.19,6463.68,Passed,False
PROD-00000105,2026-02-06,BATCH-00000105,PRD-002,LINE-05,M-002,EMP-00004,Morning,1660,1487,1363,124,173,454,55862.3,6009.45,2984.67,Failed,False
PROD-00000106,2026-01-10,BATCH-00000106,PRD-003,LINE-04,M-018,EMP-00361,Morning,1546,1463,1433,30,74,556,428200.58,11711.18,2581.25,Passed,False
PROD-00000107,2024-10-19,BATCH-00000107,PRD-006,LINE-03,M-019,EMP-00220,Night,795,575,528,47,101,507,47316.78,2243.64,9290.46,Failed,False
PROD-00000108,2025-12-11,BATCH-00000108,PRD-007,LINE-04,M-012,EMP-00046,Afternoon,1685,1582,1577,5,29,354,154204.09,4234.35,9528.53,Passed,False
PROD-00000109,2025-12-31,BATCH-00000109,PRD-010,LINE-02,M-003,EMP-00262,Night,2140,2120,2019,101,134,358,158725.16,11695.46,2994.15,Passed,False
PROD-00000110,2025-01-04,BATCH-00000110,PRD-004,LINE-02,M-006,EMP-00309,Morning,1931,1745,1580,165,89,338,364748.26,5071.5,2318.0,Failed,False
PROD-00000111,2025-10-13,BATCH-00000111,PRD-008,LINE-05,M-011,EMP-00443,Night,2400,2206,2058,148,144,461,362027.76,14014.01,6080.43,Failed,False
PROD-00000112,2026-03-14,BATCH-00000112,PRD-002,LINE-01,M-010,EMP-00237,Afternoon,2420,2259,2182,77,113,319,100009.64,9688.46,4167.48,Passed,True
PROD-00000113,2025-03-03,BATCH-00000113,PRD-005,LINE-05,M-018,EMP-00489,Night,814,593,539,54,165,321,11903.04,9723.04,4460.34,Failed,False
PROD-00000114,2024-12-29,BATCH-00000114,PRD-010,LINE-03,M-003,EMP-00259,Night,1271,1117,1057,60,82,388,71390.86,14450.39,5054.71,Failed,True
PROD-00000115,2025-08-19,BATCH-00000115,PRD-008,LINE-04,M-011,EMP-00348,Night,2299,2166,2010,156,134,326,306926.39,6847.08,3546.04,Failed,False
PROD-00000116,2025-06-15,BATCH-00000116,PRD-006,LINE-05,M-005,EMP-00171,Morning,769,745,674,71,84,598,81836.38,5693.91,7513.6,Failed,False
PROD-00000117,2025-03-22,BATCH-00000117,PRD-006,LINE-05,M-013,EMP-00330,Afternoon,1770,1592,1492,100,167,365,140169.79,11214.84,1762.47,Failed,False
PROD-00000118,2026-08-13,BATCH-00000118,PRD-009,LINE-02,M-011,EMP-00486,Afternoon,882,711,657,54,165,398,207735.77,2237.0,3779.79,Failed,False
PROD-00000119,2026-01-04,BATCH-00000119,PRD-003,LINE-05,M-002,EMP-00339,Afternoon,1134,1059,959,100,19,367,301791.48,12021.37,8516.08,Failed,False
PROD-00000120,2026-02-10,BATCH-00000120,PRD-003,LINE-04,M-002,EMP-00211,Afternoon,1164,952,864,88,46,421,370298.85,12517.57,2489.85,Failed,False
PROD-00000121,2025-10-31,BATCH-00000121,PRD-010,LINE-02,M-012,EMP-00348,Night,1667,1608,1472,136,114,525,87841.68,14552.76,8059.33,Failed,False
PROD-00000122,2025-02-11,BATCH-00000122,PRD-005,LINE-02,M-009,EMP-00027,Night,2064,1929,1822,107,128,546,59388.49,12619.59,8211.33,Failed,False
PROD-00000123,2026-02-07,BATCH-00000123,PRD-009,LINE-05,M-005,EMP-00426,Afternoon,920,703,688,15,132,346,196017.27,11920.52,3455.12,Passed,False
PROD-00000124,2025-05-03,BATCH-00000124,PRD-004,LINE-04,M-003,EMP-00192,Morning,2347,2109,2103,6,89,314,409750.04,7153.9,4365.65,Passed,False
PROD-00000125,2026-06-10,BATCH-00000125,PRD-002,LINE-02,M-016,EMP-00230,Night,1873,1838,1829,9,37,302,67058.14,12786.9,7264.65,Passed,False
PROD-00000126,2026-04-13,BATCH-00000126,PRD-001,LINE-01,M-010,EMP-00122,Afternoon,1548,1335,1297,38,55,362,71557.18,11454.05,5749.94,Passed,True
PROD-00000127,2026-04-19,BATCH-00000127,PRD-007,LINE-05,M-019,EMP-00124,Night,2372,2344,2130,214,16,373,203596.66,9757.61,1147.92,Failed,False
PROD-00000128,2024-10-07,BATCH-00000128,PRD-001,LINE-03,M-003,EMP-00489,Night,1945,1799,1693,106,61,578,78716.94,10686.79,5711.36,Failed,False
PROD-00000129,2025-02-18,BATCH-00000129,PRD-009,LINE-01,M-012,EMP-00404,Morning,2769,2670,2430,240,5,476,610160.41,7029.46,4359.72,Failed,False
PROD-00000130,2026-05-25,BATCH-00000130,PRD-002,LINE-04,M-016,EMP-00324,Morning,2883,2849,2827,22,85,369,106977.59,6401.11,6785.16,Passed,True
PROD-00000131,2024-09-18,BATCH-00000131,PRD-008,LINE-03,M-017,EMP-00204,Night,651,600,598,2,75,542,121566.66,13515.28,3840.36,Passed,False
PROD-00000132,2026-05-12,BATCH-00000132,PRD-004,LINE-03,M-014,EMP-00456,Afternoon,1671,1451,1439,12,91,525,338772.03,6315.02,2120.28,Passed,False
PROD-00000133,2025-04-27,BATCH-00000133,PRD-007,LINE-01,M-014,EMP-00041,Afternoon,1888,1761,1634,127,47,392,124550.82,12364.78,3400.49,Failed,False
PROD-00000134,2025-07-02,BATCH-00000134,PRD-006,LINE-04,M-012,EMP-00229,Morning,920,837,800,37,20,480,82259.83,9834.08,4835.04,Passed,False
PROD-00000135,2025-03-20,BATCH-00000135,PRD-007,LINE-02,M-001,EMP-00074,Night,1624,1374,1360,14,163,524,89354.02,10287.66,4269.8,Passed,True
PROD-00000136,2024-10-15,BATCH-00000136,PRD-002,LINE-04,M-012,EMP-00191,Afternoon,1466,1373,1281,92,165,339,49179.36,9374.18,6445.85,Failed,False
PROD-00000137,2025-02-04,BATCH-00000137,PRD-009,LINE-02,M-016,EMP-00266,Afternoon,2003,1923,1757,166,101,587,499017.11,14486.76,1233.22,Failed,True
PROD-00000138,2026-08-04,BATCH-00000138,PRD-005,LINE-02,M-003,EMP-00232,Morning,2327,2171,2098,73,54,527,61529.66,14982.17,2801.61,Passed,False
PROD-00000139,2025-11-08,BATCH-00000139,PRD-006,LINE-02,M-012,EMP-00261,Morning,1923,1783,1645,138,16,362,167819.8,5899.44,2417.55,Failed,False
PROD-00000140,2026-07-06,BATCH-00000140,PRD-003,LINE-05,M-005,EMP-00314,Morning,1469,1463,1371,92,126,333,536998.28,6795.85,8232.96,Failed,False
PROD-00000141,2026-03-05,BATCH-00000141,PRD-008,LINE-01,M-015,EMP-00239,Night,2653,2457,2353,104,105,564,484405.41,2958.76,9751.42,Passed,False
PROD-00000142,2025-04-26,BATCH-00000142,PRD-009,LINE-01,M-017,EMP-00079,Afternoon,2907,2711,2645,66,46,384,808223.55,13839.26,1498.72,Passed,False
PROD-00000143,2025-02-06,BATCH-00000143,PRD-004,LINE-05,M-009,EMP-00065,Night,1917,1688,1616,72,132,455,377552.6,5257.87,6715.51,Passed,False
PROD-00000144,2026-01-16,BATCH-00000144,PRD-002,LINE-05,M-011,EMP-00432,Night,2558,2515,2364,151,164,321,114533.26,4004.53,6928.6,Failed,False
PROD-00000145,2025-09-16,BATCH-00000145,PRD-001,LINE-05,M-014,EMP-00317,Night,832,590,549,41,11,315,33216.99,5440.53,2897.28,Failed,False
PROD-00000146,2025-06-28,BATCH-00000146,PRD-009,LINE-03,M-015,EMP-00038,Night,1686,1442,1365,77,164,330,426715.75,12460.95,7164.92,Failed,False
PROD-00000147,2026-07-13,BATCH-00000147,PRD-007,LINE-03,M-013,EMP-00067,Afternoon,2483,2431,2344,87,118,563,198864.42,6063.57,7465.27,Passed,False
PROD-00000148,2026-08-05,BATCH-00000148,PRD-006,LINE-04,M-020,EMP-00215,Morning,1490,1459,1391,68,119,381,152981.9,3831.41,1455.45,Passed,False
PROD-00000149,2026-01-06,BATCH-00000149,PRD-010,LINE-03,M-016,EMP-00012,Morning,1780,1585,1545,40,48,501,104207.11,8691.42,5488.84,Passed,False
PROD-00000150,2025-08-16,BATCH-00000150,PRD-004,LINE-04,M-010,EMP-00275,Morning,1381,1291,1279,12,149,355,207260.21,8433.62,8941.06,Passed,False
PROD-00000151,2024-12-13,BATCH-00000151,PRD-005,LINE-05,M-010,EMP-00038,Afternoon,1998,1905,1894,11,103,558,48878.42,9413.66,2751.9,Passed,False
PROD-00000152,2025-03-18,BATCH-00000152,PRD-009,LINE-03,M-018,EMP-00481,Afternoon,1645,1471,1441,30,159,373,379001.55,3256.86,4358.79,Passed,False
PROD-00000153,2024-12-11,BATCH-00000153,PRD-009,LINE-05,M-015,EMP-00077,Night,2144,2134,2123,11,128,563,531701.01,11276.69,8235.69,Passed,True
PROD-00000154,2025-03-04,BATCH-00000154,PRD-010,LINE-05,M-018,EMP-00251,Night,1804,1704,1547,157,41,588,115529.31,5890.05,4027.36,Failed,False
PROD-00000155,2026-03-26,BATCH-00000155,PRD-001,LINE-01,M-020,EMP-00243,Afternoon,2008,1836,1808,28,84,596,118455.74,9588.13,8170.79,Passed,False
PROD-00000156,2025-11-04,BATCH-00000156,PRD-001,LINE-02,M-008,EMP-00017,Night,2890,2847,2579,268,122,356,147252.15,10056.57,8570.5,Failed,False
PROD-00000157,2025-10-17,BATCH-00000157,PRD-008,LINE-04,M-002,EMP-00362,Morning,1784,1746,1641,105,107,565,320388.87,7334.91,7974.75,Failed,False
PROD-00000158,2025-03-17,BATCH-00000158,PRD-006,LINE-05,M-012,EMP-00347,Night,2459,2363,2283,80,134,435,308968.15,7975.63,5798.14,Passed,False
PROD-00000159,2026-03-28,BATCH-00000159,PRD-004,LINE-03,M-007,EMP-00354,Night,1509,1367,1291,76,71,550,229459.8,14647.84,3678.53,Failed,False
