quality_check_id,production_id,inspection_date,inspector_id,units_inspected,defective_units,defect_type,result
QC-00000145,PROD-00148056,2024-12-29,EMP-00127,2383,163,Assembly,Failed
QC-00000146,PROD-00094314,2026-04-06,EMP-00075,1996,118,Surface,Failed
QC-00000147,PROD-00030545,2025-01-02,EMP-00466,1764,5,Material,Passed
QC-00000148,PROD-00058862,2026-07-03,EMP-00109,2477,134,Surface,Failed
QC-00000149,PROD-00049872,2025-05-12,EMP-00174,649,44,Surface,Failed
QC-00000150,PROD-00085520,2025-06-26,EMP-00401,890,17,Surface,Passed
QC-00000151,PROD-00229968,2025-03-20,EMP-00163,2906,124,Assembly,Passed
QC-00000152,PROD-00018072,2025-08-30,EMP-00011,779,36,None,Passed
QC-00000153,PROD-00217161,2025-08-11,EMP-00467,2092,183,None,Failed
QC-00000154,PROD-00213750,2024-11-01,EMP-00012,2981,130,None,Passed
QC-00000155,PROD-00256119,2025-07-17,EMP-00414,1609,12,Assembly,Passed
QC-00000156,PROD-00281397,2025-08-15,EMP-00175,1969,45,Material,Passed
QC-00000157,PROD-00257317,2025-11-20,EMP-00413,2689,113,None,Passed
QC-00000158,PROD-00082614,2026-07-08,EMP-00483,2198,24,Surface,Passed
QC-00000159,PROD-00243510,2026-03-27,EMP-00173,2852,94,None,Passed
QC-00000160,PROD-00234522,2024-11-24,EMP-00272,1134,0,Dimensional,Passed
QC-00000161,PROD-00087134,2025-10-23,EMP-00444,2160,155,Assembly,Failed
QC-00000162,PROD-00030140,2026-03-12,EMP-00134,2105,154,Surface,Failed
QC-00000163,PROD-00062923,2026-03-12,EMP-00466,1026,57,Surface,Failed
QC-00000164,PROD-00028684,2025-05-25,EMP-00279,664,52,Surface,Failed
QC-00000165,PROD-00222441,2024-09-16,EMP-00480,2568,199,Material,Failed
QC-00000166,PROD-00256286,2026-08-09,EMP-00336,592,12,None,Passed
QC-00000167,PROD-00067425,2026-07-27,EMP-00416,510,33,Material,Failed
QC-00000168,PROD-00052830,2026-08-11,EMP-00307,2973,113,Assembly,Passed
QC-00000169,PROD-00238962,2026-06-22,EMP-00287,2347,157,Dimensional,Failed
QC-00000170,PROD-00129208,2026-07-19,EMP-00020,969,22,Material,Passed
QC-00000171,PROD-00231213,2025-04-22,EMP-00335,2571,19,Surface,Passed
QC-00000172,PROD-00029771,2026-02-25,EMP-00467,2979,33,Assembly,Passed
QC-00000173,PROD-00290717,2026-03-25,EMP-00101,2763,266,None,Failed
QC-00000174,PROD-00242236,2026-07-18,EMP-00380,881,73,Dimensional,Failed
QC-00000175,PROD-00196502,2026-03-30,EMP-00238,2172,181,None,Failed
QC-00000176,PROD-00034246,2024-11-16,EMP-00327,2415,213,Material,Failed
QC-00000177,PROD-00287651,2026-05-09,EMP-00401,1113,92,Material,Failed
QC-00000178,PROD-00086993,2026-06-27,EMP-00312,2828,170,Material,Failed
QC-00000179,PROD-00221230,2026-05-13,EMP-00146,2360,91,Material,Passed
QC-00000180,PROD-00262772,2025-08-07,EMP-00204,885,62,Surface,Failed
QC-00000181,PROD-00016368,2025-08-13,EMP-00212,502,27,Material,Failed
QC-00000182,PROD-00292759,2024-11-18,EMP-00045,2907,11,None,Passed
QC-00000183,PROD-00052667,2025-05-22,EMP-00373,2754,186,Dimensional,Failed
QC-00000184,PROD-00209077,2026-08-07,EMP-00038,2552,140,Dimensional,Failed
QC-00000185,PROD-00044917,2026-01-21,EMP-00030,1172,21,Material,Passed
QC-00000186,PROD-00066771,2026-06-21,EMP-00478,2004,108,Dimensional,Failed
QC-00000187,PROD-00141402,2026-05-29,EMP-00048,2119,89,Dimensional,Passed
QC-00000188,PROD-00221587,2024-09-24,EMP-00292,2624,61,Surface,Passed
QC-00000189,PROD-00035058,2026-01-07,EMP-00129,603,10,Surface,Passed
QC-00000190,PROD-00299354,2024-09-26,EMP-00236,996,41,None,Passed
QC-00000191,PROD-00231720,2024-12-07,EMP-00389,1478,138,Material,Failed
QC-00000192,PROD-00022058,2025-11-09,EMP-00020,1130,16,Surface,Passed
QC-00000193,PROD-00211393,2026-03-31,EMP-00144,1541,154,Surface,Failed
QC-00000194,PROD-00108604,2026-06-09,EMP-00496,763,39,Assembly,Failed
QC-00000195,PROD-00040135,2025-12-04,EMP-00186,2800,121,Material,Passed
QC-00000196,PROD-00045345,2025-09-24,EMP-00022,655,35,None,Failed
QC-00000197,PROD-00062957,2026-01-15,EMP-00018,1896,57,Material,Passed
QC-00000198,PROD-00169295,2026-07-05,EMP-00417,1958,30,Material,Passed
QC-00000199,PROD-00209461,2024-10-29,EMP-00419,1346,79,Assembly,Failed
QC-00000200,PROD-00235257,2025-06-16,EMP-00497,1709,109,Assembly,Failed
QC-00000201,PROD-00263612,2024-09-14,EMP-00242,568,31,Assembly,Failed
QC-00000202,PROD-00287745,2025-02-14,EMP-00243,2954,228,Material,Failed
QC-00000203,PROD-00278302,2025-06-01,EMP-00057,2741,227,Material,Failed
QC-00000204,PROD-00163279,2025-08-29,EMP-00201,2886,183,Surface,Failed
QC-00000205,PROD-00058514,2025-01-14,EMP-00486,1293,62,Dimensional,Passed
QC-00000206,PROD-00046279,2026-08-22,EMP-00185,506,37,Assembly,Failed
QC-00000207,PROD-00006178,2025-03-18,EMP-00197,1935,185,Assembly,Failed
QC-00000208,PROD-00013727,2025-10-31,EMP-00371,1684,5,None,Passed
QC-00000209,PROD-00098497,2025-04-29,EMP-00091,1433,69,Surface,Passed
QC-00000210,PROD-00030071,2025-06-17,EMP-00397,1725,45,Surface,Passed
QC-00000211,PROD-00263851,2026-03-06,EMP-00465,2686,184,Assembly,Failed
QC-00000212,PROD-00184544,2025-10-21,EMP-00080,2835,181,None,Failed
QC-00000213,PROD-00015488,2025-09-19,EMP-00158,2894,94,Material,Passed
QC-00000214,PROD-00248226,2026-08-19,EMP-00426,2658,58,Surface,Passed
QC-00000215,PROD-00078684,2025-07-06,EMP-00413,2872,188,None,Failed
QC-00000216,PROD-00074516,2026-02-08,EMP-00241,2777,94,Material,Passed
QC-00000217,PROD-00273932,2025-03-09,EMP-00162,1379,114,Material,Failed
QC-00000218,PROD-00177893,2026-04-22,EMP-00181,614,48,Assembly,Failed
QC-00000219,PROD-00170423,2025-07-27,EMP-00052,2993,64,Dimensional,Passed
QC-00000220,PROD-00290183,2026-03-17,EMP-00315,2133,29,Dimensional,Passed
QC-00000221,PROD-00202064,2026-07-02,EMP-00331,2312,70,None,Passed
QC-00000222,PROD-00128636,2024-10-14,EMP-00348,985,23,Surface,Passed
QC-00000223,PROD-00086602,2025-03-03,EMP-00290,2128,0,None,Passed
QC-00000224,PROD-00121431,2025-07-17,EMP-00206,2428,136,Assembly,Failed
QC-00000225,PROD-00253114,2025-11-05,EMP-00290,1421,25,Material,Passed
QC-00000226,PROD-00191804,2025-04-06,EMP-00262,1913,165,Dimensional,Failed
QC-00000227,PROD-00294130,2025-09-09,EMP-00274,1965,177,Assembly,Failed
QC-00000228,PROD-00265758,2024-12-23,EMP-00454,2307,68,Material,Passed
QC-00000229,PROD-00222581,2025-05-07,EMP-00428,2964,25,Material,Passed
QC-00000230,PROD-00088562,2024-08-28,EMP-00165,1047,26,Dimensional,Passed
QC-00000231,PROD-00212611,2024-09-16,EMP-00435,893,58,Surface,Failed
QC-00000232,PROD-00289173,2026-03-01,EMP-00176,2637,182,None,Failed
QC-00000233,PROD-00245655,2026-07-30,EMP-00404,2161,196,Dimensional,Failed
QC-00000234,PROD-00131044,2024-09-28,EMP-00389,2065,121,Assembly,Failed
QC-00000235,PROD-00149688,2026-07-10,EMP-00345,2428,0,Dimensional,Passed
QC-00000236,PROD-00077169,2025-01-02,EMP-00440,1489,148,None,Failed
QC-00000237,PROD-00023932,2025-10-02,EMP-00477,1864,21,Surface,Passed
QC-00000238,PROD-00196426,2026-01-30,EMP-00112,2122,51,Surface,Passed
QC-00000239,PROD-00086162,2026-01-12,EMP-00278,590,37,Dimensional,Failed
QC-00000240,PROD-00240587,2026-03-06,EMP-00451,1085,45,None,Passed
QC-00000241,PROD-00220733,2026-03-23,EMP-00153,2919,107,Assembly,Passed
QC-00000242,PROD-00081823,2025-11-22,EMP-00094,1684,137,Dimensional,Failed
QC-00000243,PROD-00264262,2025-10-06,EMP-00422,2016,98,None,Passed
QC-00000244,PROD-00246387,2025-06-08,EMP-00295,2479,241,Assembly,Failed
QC-00000245,PROD-00171679,2026-06-21,EMP-00103,1552,69,None,Passed
QC-00000246,PROD-00204902,2026-07-08,EMP-00454,2538,210,Surface,Failed
QC-00000247,PROD-00075757,2025-04-06,EMP-00405,1129,21,Material,Passed
QC-00000248,PROD-00062855,2026-03-23,EMP-00406,2078,195,Surface,Failed
QC-00000249,PROD-00129465,2025-03-30,EMP-00118,610,24,None,Passed
QC-00000250,PROD-00013308,2025-06-13,EMP-00342,777,3,Dimensional,Passed
QC-00000251,PROD-00218226,2025-12-30,EMP-00450,1599,122,Surface,Failed
QC-00000252,PROD-00061864,2026-01-23,EMP-00346,642,9,Material,Passed
QC-00000253,PROD-00123151,2025-02-07,EMP-00078,675,35,Assembly,Failed
QC-00000254,PROD-00051838,2025-05-04,EMP-00413,2699,226,Surface,Failed
QC-00000255,PROD-00006474,2024-11-04,EMP-00476,757,69,Dimensional,Failed
QC-00000256,PROD-00253235,2026-01-23,EMP-00316,1870,22,Dimensional,Passed
QC-00000257,PROD-00159943,2025-07-16,EMP-00469,873,56,None,Failed
QC-00000258,PROD-00036143,2025-04-30,EMP-00038,878,57,Dimensional,Failed
QC-00000259,PROD-00178382,2024-10-30,EMP-00433,2217,108,Material,Passed
QC-00000260,PROD-00035288,2026-05-23,EMP-00041,2817,151,Surface,Failed
QC-00000261,PROD-00213800,2025-02-02,EMP-00168,733,47,Dimensional,Failed
QC-00000262,PROD-00128587,2026-07-24,EMP-00361,1814,48,None,Passed
QC-00000263,PROD-00238151,2025-07-07,EMP-00247,2557,72,Material,Passed
QC-00000264,PROD-00267122,2025-05-07,EMP-00158,2025,153,Assembly,Failed
QC-00000265,PROD-00058217,2025-10-07,EMP-00462,606,50,Material,Failed
QC-00000266,PROD-00111834,2025-10-30,EMP-00262,2244,10,Material,Passed
QC-00000267,PROD-00258738,2025-08-29,EMP-00257,902,18,Assembly,Passed
QC-00000268,PROD-00099345,2024-12-30,EMP-00267,2556,54,Material,Passed
QC-00000269,PROD-00274114,2026-05-26,EMP-00469,1757,25,Assembly,Passed
QC-00000270,PROD-00240990,2025-03-16,EMP-00388,2189,113,Material,Failed
QC-00000271,PROD-00031839,2026-02-23,EMP-00495,2230,106,Assembly,Passed
QC-00000272,PROD-00093609,2026-02-03,EMP-00097,560,13,None,Passed
QC-00000273,PROD-00185526,2025-07-03,EMP-00225,2162,204,Material,Failed
QC-00000274,PROD-00100899,2026-03-26,EMP-00357,518,45,Assembly,Failed
QC-00000275,PROD-00010364,2025-09-15,EMP-00098,1643,24,Surface,Passed
QC-00000276,PROD-00150208,2024-09-26,EMP-00224,591,8,Material,Passed
QC-00000277,PROD-00043841,2025-03-31,EMP-00209,1009,95,Dimensional,Failed
QC-00000278,PROD-00271980,2026-04-05,EMP-00045,2442,87,None,Passed
QC-00000279,PROD-00047086,2025-05-19,EMP-00336,2396,8,Dimensional,Passed
QC-00000280,PROD-00038876,2025-04-03,EMP-00377,630,15,Assembly,Passed
QC-00000281,PROD-00249927,2025-10-12,EMP-00083,1979,101,Dimensional,Failed
QC-00000282,PROD-00009704,2024-11-26,EMP-00035,2986,208,Dimensional,Failed
QC-00000283,PROD-00221440,2024-11-06,EMP-00336,1016,99,Material,Failed
QC-00000284,PROD-00296854,2025-03-15,EMP-00420,1126,12,None,Passed
QC-00000285,PROD-00273855,2024-10-11,EMP-00354,1490,74,None,Passed
QC-00000286,PROD-00249782,2025-03-09,EMP-00223,808,1,Dimensional,Passed
QC-00000287,PROD-00003175,2025-03-22,EMP-00332,1452,36,Assembly,Passed
QC-00000288,PROD-00124949,2024-12-06,EMP-00453,1510,123,Dimensional,Failed
QC-00000289,PROD-00226310,2024-11-23,EMP-00020,621,17,Dimensional,Passed
QC-00000290,PROD-00092590,2026-06-10,EMP-00454,878,27,Material,Passed
QC-00000291,PROD-00095367,2024-09-05,EMP-00345,1667,93,None,Failed
QC-00000292,PROD-00054208,2026-04-11,EMP-00016,1346,84,Surface,Failed
QC-00000293,PROD-00278867,2025-01-10,EMP-00247,849,21,Assembly,Passed
QC-00000294,PROD-00274451,2024-09-09,EMP-00142,2592,184,Dimensional,Failed
QC-00000295,PROD-00044068,2024-09-25,EMP-00025,586,29,Material,Passed
QC-00000296,PROD-00141620,2025-06-13,EMP-00424,1649,161,None,Failed
QC-00000297,PROD-00214613,2025-05-01,EMP-00487,549,18,Dimensional,Passed
QC-00000298,PROD-00004293,2026-01-22,EMP-00408,1806,73,None,Passed
QC-00000299,PROD-00055286,2026-03-10,EMP-00393,1244,103,Assembly,Failed
QC-00000300,PROD-00012983,2025-12-09,EMP-00010,2671,42,Material,Passed
QC-00000301,PROD-00070383,2025-10-08,EMP-00180,2440,19,Material,Passed
QC-00000302,PROD-00246371,2025-08-14,EMP-00211,954,31,Material,Passed
QC-00000303,PROD-00275854,2025-03-27,EMP-00456,2116,155,Material,Failed
QC-00000304,PROD-00054757,2025-06-05,EMP-00210,1426,80,Dimensional,Failed
QC-00000305,PROD-00272708,2024-10-15,EMP-00335,1863,134,None,Failed
QC-00000306,PROD-00257523,2026-02-01,EMP-00436,738,43,Material,Failed
QC-00000307,PROD-00053324,2025-08-01,EMP-00331,2616,23,Assembly,Passed
QC-00000308,PROD-00159769,2024-09-14,EMP-00246,2775,202,Assembly,Failed
QC-00000309,PROD-00175510,2025-03-29,EMP-00267,2490,146,Material,Failed
QC-00000310,PROD-00282794,2025-04-22,EMP-00058,2572,213,None,Failed
QC-00000311,PROD-00203278,2026-08-05,EMP-00487,1785,60,Material,Passed
QC-00000312,PROD-00274275,2026-06-13,EMP-00299,2692,216,Dimensional,Failed
QC-00000313,PROD-00019578,2025-10-06,EMP-00294,1910,87,Dimensional,Passed
QC-00000314,PROD-00110179,2025-04-09,EMP-00343,709,45,Material,Failed
QC-00000315,PROD-00206313,2025-03-31,EMP-00043,1407,63,Dimensional,Passed
QC-00000316,PROD-00207898,2025-03-20,EMP-00308,738,39,Material,Failed
QC-00000317,PROD-00237197,2026-02-11,EMP-00092,1354,77,Surface,Failed
QC-00000318,PROD-00063583,2025-05-29,EMP-00205,2846,206,None,Failed
QC-00000319,PROD-00041689,2025-05-04,EMP-00391,1535,20,Assembly,Passed
QC-00000320,PROD-00232506,2026-07-25,EMP-00291,2337,47,Dimensional,Passed
QC-00000321,PROD-00189193,2026-02-05,EMP-00087,753,48,Dimensional,Failed
QC-00000322,PROD-00047913,2025-03-13,EMP-00212,1576,8,None,Passed
QC-00000323,PROD-00183726,2025-12-09,EMP-00209,2746,125,Assembly,Passed
QC-00000324,PROD-00170354,2024-12-09,EMP-00038,968,62,Material,Failed
QC-00000325,PROD-00224742,2024-09-06,EMP-00292,1965,71,Material,Passed
QC-00000326,PROD-00221531,2025-12-20,EMP-00278,973,62,Material,Failed
QC-00000327,PROD-00178461,2025-03-05,EMP-00226,2444,75,Assembly,Passed
QC-00000328,PROD-00236563,2026-03-25,EMP-00270,2740,79,Material,Passed
QC-00000329,PROD-00208477,2026-04-02,EMP-00215,2155,91,Dimensional,Passed
QC-00000330,PROD-00078536,2024-11-02,EMP-00221,1166,6,Surface,Passed
QC-00000331,PROD-00086684,2025-06-12,EMP-00374,1327,59,Surface,Passed
QC-00000332,PROD-00106083,2025-01-09,EMP-00135,1395,22,Material,Passed
QC-00000333,PROD-00007634,2026-04-11,EMP-00162,2619,235,Surface,Failed
