production_id,production_date,batch_id,product_id,production_line,machine_id,operator_id,shift,planned_quantity,produced_quantity,good_quantity,defective_quantity,downtime_minutes,production_time_minutes,material_cost,labor_cost,energy_cost,quality_status,maintenance_required
PROD-00000055,2024-11-22,BATCH-00000055,PRD-009,LINE-02,M-010,EMP-00294,Morning,2624,2388,2291,97,125,582,777237.19,7042.68,7303.22,Passed,False
PROD-00000056,2026-05-02,BATCH-00000056,PRD-005,LINE-05,M-004,EMP-00341,Afternoon,519,354,340,14,177,394,10892.54,7633.42,3153.87,Passed,False
PROD-00000057,2026-03-20,BATCH-00000057,PRD-003,LINE-03,M-008,EMP-00488,Night,2342,2253,2099,154,37,593,666993.34,10290.23,7015.22,Failed,False
PROD-00000058,2025-12-10,BATCH-00000058,PRD-009,LINE-02,M-001,EMP-00113,Afternoon,1478,1377,1312,65,132,578,421297.81,13577.48,4286.53,Passed,False
PROD-00000059,2024-09-14,BATCH-00000059,PRD-009,LINE-02,M-019,EMP-00307,Night,1228,1198,1094,104,129,339,294964.39,6987.49,2348.45,Failed,False
PROD-00000060,2025-12-14,BATCH-00000060,PRD-005,LINE-02,M-018,EMP-00410,Night,2759,2652,2540,112,31,538,72883.59,13417.05,5502.86,Passed,False
PROD-00000061,2024-09-04,BATCH-00000061,PRD-007,LINE-04,M-012,EMP-00279,Afternoon,1975,1892,1841,51,132,350,176752.06,8543.24,9743.53,Passed,False
PROD-00000062,2025-01-09,BATCH-00000062,PRD-009,LINE-05,M-014,EMP-00401,Morning,832,597,539,58,19,458,139379.42,10221.99,6776.79,Failed,False
PROD-00000063,2026-08-12,BATCH-00000063,PRD-010,LINE-03,M-017,EMP-00344,Afternoon,643,411,387,24,178,542,25001.18,12602.12,5621.8,Failed,False
PROD-00000064,2025-12-25,BATCH-00000064,PRD-004,LINE-04,M-008,EMP-00076,Night,2173,2145,2052,93,115,494,412666.33,11137.52,6216.77,Passed,False
PROD-00000065,2024-12-04,BATCH-00000065,PRD-009,LINE-02,M-014,EMP-00138,Night,2644,2557,2545,12,130,499,967433.54,3337.89,9343.07,Passed,False
PROD-00000066,2025-05-29,BATCH-00000066,PRD-003,LINE-01,M-013,EMP-00429,Morning,1632,1492,1476,16,171,435,626544.01,6608.81,8759.69,Passed,False
PROD-00000067,2025-04-15,BATCH-00000067,PRD-007,LINE-04,M-018,EMP-00183,Afternoon,936,855,828,27,137,443,81553.44,6199.44,7541.56,Passed,False
PROD-00000068,2026-08-02,BATCH-00000068,PRD-008,LINE-05,M-001,EMP-00018,Night,519,405,381,24,62,344,64589.24,8496.21,9580.62,Failed,True
PROD-00000069,2025-03-29,BATCH-00000069,PRD-004,LINE-01,M-013,EMP-00090,Morning,2518,2463,2300,163,129,539,461310.83,9445.87,2923.18,Failed,False
PROD-00000070,2025-07-04,BATCH-00000070,PRD-009,LINE-01,M-014,EMP-00096,Afternoon,2770,2736,2675,61,94,471,889529.56,7333.87,7462.19,Passed,False
PROD-00000071,2026-02-23,BATCH-00000071,PRD-002,LINE-03,M-011,EMP-00320,Afternoon,2318,2080,1897,183,146,571,82094.17,10891.08,3602.55,Failed,False
PROD-00000072,2026-07-07,BATCH-00000072,PRD-005,LINE-04,M-005,EMP-00322,Morning,1544,1427,1409,18,10,516,38681.73,5643.31,9758.9,Passed,False
PROD-00000073,2025-07-07,BATCH-00000073,PRD-006,LINE-03,M-001,EMP-00054,Night,2323,2296,2164,132,118,345,230250.23,4320.28,2186.25,Failed,False
PROD-00000074,2025-10-10,BATCH-00000074,PRD-003,LINE-04,M-015,EMP-00112,Morning,1643,1523,1388,135,121,359,602461.96,9949.16,4719.1,Failed,False
PROD-00000075,2025-06-15,BATCH-00000075,PRD-001,LINE-02,M-018,EMP-00231,Morning,919,859,783,76,69,387,51413.39,6959.98,1775.13,Failed,False
PROD-00000076,2025-07-14,BATCH-00000076,PRD-010,LINE-02,M-003,EMP-00131,Morning,530,397,362,35,75,458,19471.59,4240.75,4496.37,Failed,False
PROD-00000077,2026-05-10,BATCH-00000077,PRD-004,LINE-05,M-016,EMP-00014,Morning,1316,1276,1276,0,171,448,202449.84,2971.79,2401.68,Passed,False
PROD-00000078,2026-07-04,BATCH-00000078,PRD-010,LINE-02,M-020,EMP-00447,Afternoon,2747,2539,2309,230,159,565,140278.25,5305.89,3923.87,Failed,False
PROD-00000079,2025-11-21,BATCH-00000079,PRD-004,LINE-05,M-009,EMP-00001,Night,750,674,615,59,90,305,114999.54,4591.57,2616.78,Failed,False
PROD-00000080,2026-03-20,BATCH-00000080,PRD-010,LINE-02,M-019,EMP-00060,Afternoon,2575,2568,2406,162,127,362,150596.3,13009.76,3053.43,Failed,True
PROD-00000081,2026-04-01,BATCH-00000081,PRD-009,LINE-02,M-011,EMP-00060,Night,926,831,755,76,98,432,267069.27,13811.62,5002.76,Failed,False
PROD-00000082,2025-01-19,BATCH-00000082,PRD-007,LINE-01,M-018,EMP-00431,Afternoon,643,503,467,36,31,401,43028.67,7518.14,5257.75,Failed,False
PROD-00000083,2024-12-21,BATCH-00000083,PRD-006,LINE-02,M-002,EMP-00450,Night,1043,909,883,26,145,510,120399.82,13550.32,4981.01,Passed,False
PROD-00000084,2025-04-20,BATCH-00000084,PRD-007,LINE-05,M-014,EMP-00066,Afternoon,2050,1854,1821,33,119,570,168602.47,8277.25,4061.03,Passed,False
PROD-00000085,2025-09-17,BATCH-00000085,PRD-007,LINE-02,M-018,EMP-00168,Night,2301,2136,1923,213,153,551,148678.06,5737.07,6867.84,Failed,False
PROD-00000086,2026-01-15,BATCH-00000086,PRD-003,LINE-03,M-003,EMP-00059,Morning,605,435,425,10,145,456,161026.39,8407.59,1060.55,Passed,True
PROD-00000087,2025-05-01,BATCH-00000087,PRD-004,LINE-03,M-001,EMP-00286,Morning,2299,2172,2103,69,157,466,428515.4,3071.34,6649.07,Passed,False
PROD-00000088,2025-05-30,BATCH-00000088,PRD-009,LINE-03,M-009,EMP-00338,Morning,2383,2234,2105,129,110,365,669757.14,5635.6,4989.2,Failed,False
PROD-00000089,2026-08-19,BATCH-00000089,PRD-005,LINE-02,M-005,EMP-00323,Afternoon,888,643,581,62,154,418,19024.73,11840.08,2766.12,Failed,False
PROD-00000090,2026-04-09,BATCH-00000090,PRD-010,LINE-04,M-014,EMP-00419,Night,1780,1613,1456,157,171,416,81502.75,8677.14,9899.34,Failed,False
PROD-00000091,2025-07-25,BATCH-00000091,PRD-008,LINE-04,M-016,EMP-00475,Afternoon,735,616,591,25,74,538,103780.44,11833.97,1926.1,Passed,True
PROD-00000092,2025-03-11,BATCH-00000092,PRD-008,LINE-02,M-016,EMP-00243,Afternoon,1744,1662,1590,72,127,458,311137.57,8682.65,3305.22,Passed,False
PROD-00000093,2025-04-30,BATCH-00000093,PRD-002,LINE-01,M-020,EMP-00227,Afternoon,2986,2962,2678,284,175,369,109904.07,3129.2,6364.22,Failed,False
PROD-00000094,2026-03-11,BATCH-00000094,PRD-009,LINE-04,M-017,EMP-00313,Night,2484,2245,2170,75,156,353,713281.44,8921.58,1970.9,Passed,False
PROD-00000095,2025-12-28,BATCH-00000095,PRD-008,LINE-04,M-004,EMP-00200,Morning,2469,2298,2211,87,52,570,351297.15,13616.3,5089.95,Passed,False
PROD-00000096,2025-07-27,BATCH-00000096,PRD-005,LINE-02,M-018,EMP-00240,Morning,1055,903,827,76,170,518,22382.56,14364.99,8061.29,Failed,False
PROD-00000097,2026-05-14,BATCH-00000097,PRD-006,LINE-05,M-014,EMP-00008,Night,1905,1880,1775,105,72,595,214394.49,9465.6,6426.21,Failed,False
PROD-00000098,2025-10-11,BATCH-00000098,PRD-006,LINE-05,M-012,EMP-00433,Night,1718,1505,1365,140,16,420,121603.27,7370.01,3153.41,Failed,False
PROD-00000099,2026-01-31,BATCH-00000099,PRD-001,LINE-04,M-003,EMP-00173,Afternoon,2170,1972,1819,153,59,358,84875.29,5605.74,2790.65,Failed,True
PROD-00000100,2025-11-17,BATCH-00000100,PRD-004,LINE-02,M-012,EMP-00403,Night,1475,1454,1324,130,163,584,283310.19,7634.12,1769.91,Failed,False
PROD-00000101,2025-04-18,BATCH-00000101,PRD-008,LINE-02,M-020,EMP-00163,Afternoon,2118,2066,2002,64,75,535,398904.71,10401.36,7530.27,Passed,False
PROD-00000102,2024-12-20,BATCH-00000102,PRD-006,LINE-04,M-012,EMP-00426,Afternoon,1179,1076,1067,9,92,521,127634.59,12803.93,8846.02,Passed,True
PROD-00000103,2025-05-14,BATCH-00000103,PRD-005,LINE-03,M-004,EMP-00127,Night,2414,2175,2110,65,166,540,59336.33,3156.97,9993.71,Passed,False
PROD-00000104,2025-11-09,BATCH-00000104,PRD-001,LINE-02,M-013,EMP-00296,Night,1952,1851,1771,80,127,586,108540.88,11641.08,4394.44,Passed,False
PROD-00000105,2025-12-11,BATCH-00000105,PRD-005,LINE-01,M-008,EMP-00001,Afternoon,791,588,577,11,72,457,14700.66,8155.27,2828.25,Passed,True
PROD-00000106,2025-02-04,BATCH-00000106,PRD-004,LINE-04,M-007,EMP-00273,Night,505,301,289,12,101,410,46783.81,2955.28,9048.3,Passed,True
PROD-00000107,2026-04-10,BATCH-00000107,PRD-006,LINE-03,M-005,EMP-00010,Night,1846,1730,1609,121,84,332,205420.28,11167.83,8492.03,Failed,False
PROD-00000108,2024-09-04,BATCH-00000108,PRD-010,LINE-03,M-002,EMP-00307,Afternoon,1771,1583,1535,48,102,300,96336.83,11352.28,9339.98,Passed,False
PROD-00000109,2025-07-28,BATCH-00000109,PRD-004,LINE-04,M-014,EMP-00193,Morning,2632,2506,2441,65,156,309,525271.59,7836.05,8300.55,Passed,False
PROD-00000110,2026-08-04,BATCH-00000110,PRD-004,LINE-02,M-003,EMP-00323,Night,2476,2247,2120,127,75,525,411607.04,7566.28,8484.99,Failed,False
PROD-00000111,2025-11-16,BATCH-00000111,PRD-002,LINE-05,M-017,EMP-00483,Afternoon,1359,1315,1206,109,159,339,51909.89,4139.4,6994.85,Failed,False
PROD-00000112,2025-12-28,BATCH-00000112,PRD-002,LINE-03,M-004,EMP-00140,Night,2994,2962,2882,80,73,348,137671.22,4816.76,6606.15,Passed,False
PROD-00000113,2024-09-22,BATCH-00000113,PRD-002,LINE-02,M-019,EMP-00454,Morning,664,505,478,27,21,490,22248.52,5593.33,1412.28,Failed,False
PROD-00000114,2025-10-12,BATCH-00000114,PRD-008,LINE-01,M-011,EMP-00068,Night,653,569,567,2,2,348,114957.29,13029.03,3302.3,Passed,False
PROD-00000115,2026-06-19,BATCH-00000115,PRD-003,LINE-03,M-004,EMP-00452,Morning,504,424,396,28,5,336,147767.84,3435.14,4541.13,Failed,False
PROD-00000116,2025-01-08,BATCH-00000116,PRD-007,LINE-02,M-008,EMP-00433,Afternoon,564,333,315,18,16,473,22078.02,2833.67,2118.97,Failed,False
PROD-00000117,2026-02-08,BATCH-00000117,PRD-009,LINE-02,M-009,EMP-00115,Afternoon,1978,1854,1752,102,20,461,594807.95,14864.73,2294.97,Failed,False
PROD-00000118,2025-03-05,BATCH-00000118,PRD-006,LINE-05,M-005,EMP-00033,Night,936,773,740,33,51,457,96471.05,10801.86,6421.23,Passed,False
PROD-00000119,2025-04-12,BATCH-00000119,PRD-005,LINE-04,M-018,EMP-00274,Morning,619,402,387,15,162,302,10588.53,12835.62,1449.96,Passed,False
PROD-00000120,2025-05-12,BATCH-00000120,PRD-006,LINE-01,M-018,EMP-00311,Afternoon,2716,2631,2631,0,177,600,344381.71,2109.38,5441.77,Passed,False
PROD-00000121,2025-01-20,BATCH-00000121,PRD-006,LINE-04,M-002,EMP-00243,Afternoon,792,717,649,68,51,506,75487.77,10854.04,2294.43,Failed,False
PROD-00000122,2025-01-12,BATCH-00000122,PRD-005,LINE-02,M-012,EMP-00256,Afternoon,1032,904,818,86,24,473,25912.13,13581.47,9139.93,Failed,False
PROD-00000123,2026-02-03,BATCH-00000123,PRD-010,LINE-02,M-007,EMP-00300,Morning,1159,1074,1045,29,34,313,81279.49,3711.35,9558.22,Passed,False
PROD-00000124,2024-11-19,BATCH-00000124,PRD-009,LINE-02,M-009,EMP-00439,Afternoon,1306,1286,1255,31,48,561,343505.75,13156.11,1357.13,Passed,False
PROD-00000125,2025-11-17,BATCH-00000125,PRD-010,LINE-03,M-019,EMP-00308,Night,1268,1256,1197,59,10,517,90870.44,5601.71,2991.69,Passed,False
PROD-00000126,2024-10-26,BATCH-00000126,PRD-006,LINE-05,M-002,EMP-00200,Afternoon,2704,2564,2500,64,171,443,248133.81,3269.52,9510.15,Passed,False
PROD-00000127,2025-09-16,BATCH-00000127,PRD-008,LINE-05,M-020,EMP-00003,Night,2424,2240,2065,175,154,332,426764.99,5743.82,5069.84,Failed,True
PROD-00000128,2025-03-09,BATCH-00000128,PRD-006,LINE-01,M-005,EMP-00047,Afternoon,1898,1850,1711,139,1,452,229183.83,10604.8,8201.53,Failed,False
PROD-00000129,2025-10-19,BATCH-00000129,PRD-008,LINE-01,M-014,EMP-00385,Night,2287,2125,2123,2,1,443,326505.86,2216.76,7944.76,Passed,True
PROD-00000130,2025-09-19,BATCH-00000130,PRD-003,LINE-04,M-012,EMP-00313,Afternoon,2858,2753,2710,43,123,326,812038.92,2376.03,6463.65,Passed,False
PROD-00000131,2025-10-07,BATCH-00000131,PRD-006,LINE-01,M-006,EMP-00243,Night,825,730,665,65,142,439,83233.81,4318.71,2149.35,Failed,False
PROD-00000132,2026-01-31,BATCH-00000132,PRD-004,LINE-05,M-004,EMP-00475,Night,1801,1698,1589,109,112,518,342442.8,6995.89,8428.61,Failed,True
PROD-00000133,2024-12-25,BATCH-00000133,PRD-009,LINE-04,M-009,EMP-00116,Morning,648,398,386,12,87,590,113100.69,4825.15,8588.4,Passed,False
PROD-00000134,2026-04-23,BATCH-00000134,PRD-003,LINE-01,M-018,EMP-00284,Night,2565,2363,2151,212,29,407,716697.84,5725.71,1790.33,Failed,False
PROD-00000135,2025-02-08,BATCH-00000135,PRD-002,LINE-03,M-003,EMP-00289,Morning,534,398,389,9,53,337,19062.2,5153.61,7916.19,Passed,False
PROD-00000136,2025-12-17,BATCH-00000136,PRD-005,LINE-02,M-006,EMP-00499,Morning,1782,1762,1606,156,75,409,50393.55,5437.35,4606.17,Failed,False
PROD-00000137,2025-04-20,BATCH-00000137,PRD-005,LINE-02,M-010,EMP-00181,Night,1549,1531,1440,91,78,575,39447.59,3932.3,2095.75,Failed,False
PROD-00000138,2025-09-08,BATCH-00000138,PRD-004,LINE-02,M-006,EMP-00051,Morning,1962,1737,1707,30,120,345,365725.95,9402.76,5428.9,Passed,True
PROD-00000139,2025-03-30,BATCH-00000139,PRD-009,LINE-02,M-018,EMP-00198,Morning,585,344,341,3,141,386,92000.4,7817.38,4933.1,Passed,False
PROD-00000140,2025-01-12,BATCH-00000140,PRD-003,LINE-02,M-011,EMP-00023,Morning,1358,1181,1091,90,12,402,332624.16,10019.79,8309.81,Failed,False
PROD-00000141,2025-07-17,BATCH-00000141,PRD-008,LINE-01,M-018,EMP-00142,Afternoon,1486,1421,1398,23,0,384,304776.36,12116.3,6518.3,Passed,False
PROD-00000142,2025-09-12,BATCH-00000142,PRD-003,LINE-05,M-015,EMP-00136,Afternoon,1676,1630,1581,49,7,319,519370.55,8399.84,9344.18,Passed,False
PROD-00000143,2025-08-14,BATCH-00000143,PRD-003,LINE-03,M-006,EMP-00283,Morning,1446,1314,1273,41,177,374,475448.04,3467.81,4592.34,Passed,False
PROD-00000144,2026-04-14,BATCH-00000144,PRD-010,LINE-03,M-001,EMP-00279,Afternoon,2623,2590,2459,131,31,399,202435.78,8146.72,5891.54,Failed,False
PROD-00000145,2024-11-06,BATCH-00000145,PRD-004,LINE-04,M-013,EMP-00478,Night,1145,903,849,54,169,370,167080.68,8633.41,3241.03,Failed,False
PROD-00000146,2026-08-17,BATCH-00000146,PRD-001,LINE-03,M-002,EMP-00059,Night,2396,2300,2115,185,139,494,94238.0,6896.73,9336.75,Failed,True
PROD-00000147,2025-08-11,BATCH-00000147,PRD-005,LINE-02,M-017,EMP-00072,Morning,2597,2466,2422,44,75,431,76533.1,11886.66,5925.85,Passed,False
PROD-00000148,2025-07-21,BATCH-00000148,PRD-004,LINE-05,M-006,EMP-00240,Afternoon,1648,1492,1425,67,28,360,244863.34,13068.3,3110.95,Passed,False
PROD-00000149,2026-04-26,BATCH-00000149,PRD-004,LINE-04,M-015,EMP-00205,Night,954,838,795,43,50,515,128783.29,14885.6,1584.09,Failed,False
PROD-00000150,2025-10-26,BATCH-00000150,PRD-010,LINE-05,M-004,EMP-00371,Night,2686,2573,2363,210,124,374,157529.31,5202.9,6222.59,Failed,False
PROD-00000151,2025-07-04,BATCH-00000151,PRD-010,LINE-02,M-010,EMP-00329,Afternoon,1326,1257,1135,122,21,336,71150.36,11612.42,2884.6,Failed,True
PROD-00000152,2026-03-28,BATCH-00000152,PRD-002,LINE-03,M-005,EMP-00361,Afternoon,2887,2843,2743,100,169,588,87944.87,6006.42,5805.98,Passed,False
PROD-00000153,2026-06-17,BATCH-00000153,PRD-004,LINE-04,M-011,EMP-00173,Morning,576,450,415,35,169,543,78012.54,11713.74,3460.96,Failed,False
PROD-00000154,2025-09-07,BATCH-00000154,PRD-005,LINE-05,M-018,EMP-00361,Night,2400,2302,2180,122,142,495,71422.72,7548.26,6237.54,Failed,False
PROD-00000155,2025-03-03,BATCH-00000155,PRD-003,LINE-05,M-019,EMP-00370,Afternoon,1738,1685,1576,109,160,376,600266.6,2725.67,3357.88,Failed,False
PROD-00000156,2024-12-06,BATCH-00000156,PRD-005,LINE-05,M-014,EMP-00229,Morning,724,579,556,23,10,458,13310.69,5263.35,8322.07,Passed,False
PROD-00000157,2024-08-25,BATCH-00000157,PRD-005,LINE-01,M-006,EMP-00110,Night,822,659,658,1,29,537,20214.07,11548.09,3450.88,Passed,False
PROD-00000158,2025-08-19,BATCH-00000158,PRD-008,LINE-01,M-011,EMP-00441,Afternoon,727,613,588,25,19,437,89348.09,6086.38,2179.58,Passed,False
PROD-00000159,2025-09-07,BATCH-00000159,PRD-004,LINE-02,M-014,EMP-00267,Afternoon,1464,1332,1236,96,97,463,206235.44,8011.87,6332.51,Failed,False
