usage_id,production_id,material_id,quantity_used,unit_cost,usage_date
USE-00000035,PROD-00008173,MAT-008,480.4,267.14,2026-08-10
USE-00000036,PROD-00018862,MAT-001,442.35,403.8,2024-11-05
USE-00000037,PROD-00170994,MAT-004,783.07,457.82,2026-05-28
USE-00000038,PROD-00205288,MAT-005,106.45,23.27,2026-06-12
USE-00000039,PROD-00250433,MAT-001,686.52,224.15,2026-08-18
USE-00000040,PROD-00296377,MAT-009,405.31,293.13,2025-01-30
USE-00000041,PROD-00227893,MAT-008,320.6,375.57,2025-01-12
USE-00000042,PROD-00128041,MAT-007,778.33,437.72,2025-10-08
USE-00000043,PROD-00179943,MAT-001,236.15,246.98,2026-07-13
USE-00000044,PROD-00271160,MAT-003,651.3,54.64,2025-02-25
USE-00000045,PROD-00231834,MAT-005,367.64,31.29,2025-08-21
USE-00000046,PROD-00125216,MAT-001,612.97,154.58,2025-11-21
USE-00000047,PROD-00178452,MAT-006,218.71,298.26,2026-08-15
USE-00000048,PROD-00209403,MAT-005,398.93,478.76,2026-06-24
USE-00000049,PROD-00097436,MAT-005,488.85,167.36,2025-11-28
USE-00000050,PROD-00208971,MAT-002,492.31,492.33,2025-05-31
USE-00000051,PROD-00215419,MAT-003,847.68,412.44,2026-04-18
USE-00000052,PROD-00099844,MAT-010,933.5,149.96,2025-10-27
USE-00000053,PROD-00114126,MAT-007,200.54,332.4,2025-07-15
USE-00000054,PROD-00119756,MAT-010,773.28,376.04,2024-09-21
USE-00000055,PROD-00071205,MAT-003,856.77,342.03,2025-10-21
USE-00000056,PROD-00270677,MAT-001,190.09,36.8,2025-08-23
USE-00000057,PROD-00295783,MAT-008,17.39,292.35,2024-10-13
USE-00000058,PROD-00186691,MAT-009,420.37,437.27,2024-12-18
USE-00000059,PROD-00298886,MAT-006,261.23,93.64,2025-05-16
USE-00000060,PROD-00079717,MAT-010,284.29,133.87,2026-07-02
USE-00000061,PROD-00050796,MAT-010,862.85,300.36,2026-07-28
USE-00000062,PROD-00036277,MAT-008,225.99,253.35,2026-07-11
USE-00000063,PROD-00276548,MAT-003,227.76,105.48,2026-03-04
USE-00000064,PROD-00155172,MAT-008,566.76,349.8,2026-06-26
USE-00000065,PROD-00299501,MAT-004,613.9,394.8,2026-07-02
USE-00000066,PROD-00116277,MAT-009,629.87,78.88,2025-09-30
USE-00000067,PROD-00040184,MAT-008,108.26,29.81,2025-08-21
USE-00000068,PROD-00061725,MAT-002,899.65,238.47,2024-09-27
USE-00000069,PROD-00014865,MAT-008,280.7,286.37,2026-05-14
USE-00000070,PROD-00027137,MAT-001,113.13,370.45,2026-03-06
USE-00000071,PROD-00202853,MAT-005,556.73,404.89,2025-11-15
USE-00000072,PROD-00046519,MAT-002,66.58,319.0,2025-01-19
USE-00000073,PROD-00099707,MAT-006,100.1,62.91,2025-01-09
USE-00000074,PROD-00165677,MAT-010,543.85,305.6,2026-07-28
USE-00000075,PROD-00025559,MAT-002,103.17,449.74,2025-04-26
USE-00000076,PROD-00089525,MAT-003,10.32,206.83,2025-09-11
USE-00000077,PROD-00290572,MAT-001,57.59,109.91,2026-06-25
USE-00000078,PROD-00238806,MAT-009,267.25,29.81,2024-08-27
USE-00000079,PROD-00003133,MAT-007,95.99,227.19,2026-01-05
USE-00000080,PROD-00233157,MAT-001,147.76,252.99,2025-12-21
USE-00000081,PROD-00106961,MAT-001,600.86,334.91,2025-06-01
USE-00000082,PROD-00012509,MAT-008,691.08,226.11,2025-03-22
USE-00000083,PROD-00274657,MAT-008,504.94,243.8,2025-04-20
USE-00000084,PROD-00010801,MAT-007,782.19,371.34,2025-02-16
USE-00000085,PROD-00054827,MAT-008,828.95,355.97,2025-02-20
USE-00000086,PROD-00110903,MAT-009,756.51,477.17,2026-05-20
USE-00000087,PROD-00184277,MAT-007,821.82,181.13,2026-06-17
USE-00000088,PROD-00149995,MAT-008,745.92,215.54,2026-01-19
USE-00000089,PROD-00203996,MAT-006,415.12,79.76,2026-01-31
USE-00000090,PROD-00172165,MAT-010,896.87,324.31,2026-07-11
USE-00000091,PROD-00243931,MAT-008,363.31,194.82,2024-10-17
USE-00000092,PROD-00266046,MAT-007,745.32,119.46,2024-10-26
USE-00000093,PROD-00075362,MAT-006,164.34,350.59,2025-03-18
USE-00000094,PROD-00283660,MAT-005,156.32,335.5,2025-08-12
USE-00000095,PROD-00153655,MAT-008,210.66,453.87,2026-05-18
USE-00000096,PROD-00196987,MAT-005,618.88,306.87,2025-10-13
USE-00000097,PROD-00210735,MAT-006,377.78,430.55,2026-04-05
USE-00000098,PROD-00084491,MAT-010,218.79,223.32,2025-05-02
USE-00000099,PROD-00274510,MAT-007,435.83,78.11,2024-09-10
USE-00000100,PROD-00248115,MAT-010,927.44,352.25,2025-03-05
USE-00000101,PROD-00239644,MAT-010,991.63,316.41,2026-04-13
USE-00000102,PROD-00129626,MAT-006,887.5,43.39,2025-08-11
USE-00000103,PROD-00146601,MAT-003,110.76,158.97,2025-08-20
USE-00000104,PROD-00137806,MAT-009,172.26,371.77,2025-09-28
USE-00000105,PROD-00003476,MAT-010,431.71,483.71,2026-02-03
USE-00000106,PROD-00043959,MAT-006,364.36,211.14,2025-06-18
USE-00000107,PROD-00247692,MAT-010,620.03,127.34,2025-05-31
USE-00000108,PROD-00129709,MAT-007,925.86,392.37,2025-11-07
USE-00000109,PROD-00105422,MAT-002,206.33,86.69,2024-11-14
USE-00000110,PROD-00049623,MAT-006,156.16,144.65,2025-06-20
USE-00000111,PROD-00187467,MAT-005,394.44,291.14,2024-12-08
USE-00000112,PROD-00158809,MAT-010,983.8,93.6,2024-12-19
USE-00000113,PROD-00249439,MAT-010,576.51,181.18,2024-12-18
USE-00000114,PROD-00232078,MAT-003,397.65,420.23,2025-12-29
USE-00000115,PROD-00079141,MAT-002,913.15,294.42,2026-06-26
USE-00000116,PROD-00292759,MAT-010,262.25,199.32,2026-06-16
USE-00000117,PROD-00298358,MAT-009,345.85,371.58,2024-12-26
USE-00000118,PROD-00131068,MAT-009,908.04,220.58,2024-09-02
USE-00000119,PROD-00031845,MAT-003,369.92,467.13,2024-11-15
USE-00000120,PROD-00132541,MAT-003,48.31,213.65,2026-04-08
USE-00000121,PROD-00054784,MAT-009,807.42,313.0,2025-04-25
USE-00000122,PROD-00206023,MAT-004,418.53,205.52,2025-06-10
USE-00000123,PROD-00203314,MAT-001,598.91,255.98,2025-07-30
USE-00000124,PROD-00187201,MAT-006,704.94,151.23,2025-08-18
USE-00000125,PROD-00137027,MAT-003,491.56,210.66,2025-01-17
USE-00000126,PROD-00102672,MAT-008,824.94,379.1,2026-07-23
USE-00000127,PROD-00294837,MAT-006,927.16,181.66,2025-08-21
USE-00000128,PROD-00256189,MAT-007,56.87,31.98,2026-07-22
USE-00000129,PROD-00251106,MAT-004,521.94,482.43,2025-11-15
USE-00000130,PROD-00188870,MAT-005,329.38,321.29,2025-07-02
USE-00000131,PROD-00105823,MAT-008,862.79,414.31,2026-01-20
USE-00000132,PROD-00207477,MAT-006,252.1,403.56,2025-12-30
USE-00000133,PROD-00094781,MAT-008,781.38,428.45,2025-10-22
USE-00000134,PROD-00151931,MAT-003,956.4,314.61,2024-11-06
USE-00000135,PROD-00262090,MAT-010,222.57,125.24,2025-02-03
USE-00000136,PROD-00028315,MAT-008,978.72,198.94,2024-12-06
USE-00000137,PROD-00258421,MAT-010,849.3,124.09,2025-02-18
USE-00000138,PROD-00128264,MAT-010,231.63,351.21,2024-10-10
USE-00000139,PROD-00287247,MAT-003,322.55,337.1,2026-06-13
USE-00000140,PROD-00080946,MAT-004,949.41,90.58,2024-11-07
USE-00000141,PROD-00240264,MAT-010,555.75,288.72,2026-03-10
USE-00000142,PROD-00180643,MAT-009,829.1,415.38,2026-02-12
USE-00000143,PROD-00187888,MAT-002,874.27,83.84,2024-10-02
USE-00000144,PROD-00145122,MAT-002,606.09,326.33,2025-06-07
USE-00000145,PROD-00245807,MAT-008,281.05,382.67,2025-07-13
USE-00000146,PROD-00180943,MAT-007,93.3,380.59,2025-08-15
USE-00000147,PROD-00078941,MAT-009,815.27,29.69,2025-05-10
USE-00000148,PROD-00184724,MAT-004,588.26,340.13,2025-09-23
USE-00000149,PROD-00165951,MAT-002,751.36,278.5,2025-09-25
USE-00000150,PROD-00004571,MAT-004,404.24,84.06,2026-03-05
USE-00000151,PROD-00172976,MAT-006,22.18,170.86,2024-09-30
USE-00000152,PROD-00141129,MAT-004,104.69,334.9,2025-08-29
USE-00000153,PROD-00047619,MAT-001,512.28,382.49,2026-04-04
USE-00000154,PROD-00219935,MAT-005,678.92,383.18,2026-03-18
USE-00000155,PROD-00131688,MAT-009,731.92,345.36,2025-09-11
USE-00000156,PROD-00093860,MAT-008,504.11,122.16,2026-05-04
USE-00000157,PROD-00148350,MAT-002,967.07,480.9,2026-03-29
USE-00000158,PROD-00195209,MAT-010,578.59,383.73,2025-06-02
USE-00000159,PROD-00232670,MAT-003,54.49,477.46,2025-11-14
USE-00000160,PROD-00021640,MAT-004,855.82,333.39,2025-07-20
USE-00000161,PROD-00225977,MAT-004,642.32,159.84,2025-11-17
USE-00000162,PROD-00003151,MAT-004,808.95,309.32,2026-03-23
USE-00000163,PROD-00022640,MAT-007,287.86,37.29,2024-09-18
USE-00000164,PROD-00111158,MAT-010,580.34,334.66,2025-08-31
USE-00000165,PROD-00004220,MAT-008,982.92,227.71,2025-07-04
USE-00000166,PROD-00117781,MAT-008,690.74,123.0,2025-05-14
USE-00000167,PROD-00247875,MAT-007,955.73,154.39,2025-05-28
USE-00000168,PROD-00165968,MAT-001,392.0,470.98,2026-01-13
USE-00000169,PROD-00166594,MAT-001,124.36,413.0,2026-02-18
USE-00000170,PROD-00226473,MAT-008,612.04,100.71,2024-11-11
USE-00000171,PROD-00161371,MAT-006,403.65,280.55,2025-07-06
USE-00000172,PROD-00085166,MAT-006,11.71,485.05,2026-07-13
USE-00000173,PROD-00044942,MAT-001,772.73,222.3,2025-12-28
USE-00000174,PROD-00140227,MAT-002,626.92,402.12,2024-10-12
USE-00000175,PROD-00098629,MAT-009,877.37,209.15,2026-07-13
USE-00000176,PROD-00144658,MAT-003,927.3,481.87,2025-12-28
USE-00000177,PROD-00228427,MAT-005,406.59,452.05,2025-02-09
USE-00000178,PROD-00293584,MAT-001,181.03,242.66,2025-05-13
USE-00000179,PROD-00204337,MAT-010,686.76,251.81,2025-07-19
USE-00000180,PROD-00286388,MAT-008,897.12,464.85,2025-03-12
USE-00000181,PROD-00258210,MAT-008,523.14,356.87,2025-07-18
USE-00000182,PROD-00143571,MAT-001,535.22,78.1,2024-11-25
USE-00000183,PROD-00171807,MAT-003,414.36,98.28,2026-02-23
USE-00000184,PROD-00200322,MAT-001,16.35,304.18,2026-01-09
USE-00000185,PROD-00093498,MAT-006,787.21,414.14,2024-09-04
USE-00000186,PROD-00138750,MAT-001,540.64,176.54,2026-01-28
USE-00000187,PROD-00025053,MAT-005,726.71,54.96,2024-11-03
USE-00000188,PROD-00285503,MAT-008,285.65,148.21,2024-10-05
USE-00000189,PROD-00094373,MAT-010,734.19,76.87,2025-02-11
USE-00000190,PROD-00087517,MAT-006,50.56,177.02,2024-08-30
USE-00000191,PROD-00298219,MAT-007,323.31,25.0,2025-12-11
USE-00000192,PROD-00289860,MAT-001,357.8,335.52,2026-04-25
USE-00000193,PROD-00281850,MAT-001,20.78,407.33,2025-06-21
USE-00000194,PROD-00291061,MAT-009,527.73,343.46,2025-05-28
USE-00000195,PROD-00235565,MAT-008,439.04,103.14,2025-10-01
USE-00000196,PROD-00235952,MAT-007,274.79,340.5,2025-07-06
USE-00000197,PROD-00022283,MAT-008,21.81,467.06,2026-06-20
USE-00000198,PROD-00062887,MAT-010,739.88,336.17,2025-12-25
USE-00000199,PROD-00183057,MAT-008,262.22,317.07,2025-02-05
USE-00000200,PROD-00083146,MAT-001,874.91,185.06,2024-11-13
USE-00000201,PROD-00209778,MAT-008,443.2,19.01,2025-01-05
USE-00000202,PROD-00104709,MAT-003,851.77,118.99,2025-05-18
USE-00000203,PROD-00142937,MAT-002,708.21,222.1,2026-01-13
USE-00000204,PROD-00149421,MAT-009,873.39,360.94,2024-09-13
USE-00000205,PROD-00014229,MAT-010,775.88,238.73,2025-08-20
USE-00000206,PROD-00169805,MAT-007,586.03,297.26,2025-06-09
USE-00000207,PROD-00238853,MAT-001,837.38,482.73,2025-10-03
USE-00000208,PROD-00101903,MAT-009,367.87,449.21,2025-05-03
USE-00000209,PROD-00180625,MAT-003,177.78,201.69,2024-09-20
USE-00000210,PROD-00234148,MAT-005,310.76,190.54,2026-01-17
USE-00000211,PROD-00163997,MAT-009,12.84,238.96,2025-01-14
USE-00000212,PROD-00165152,MAT-002,751.1,493.0,2025-03-09
USE-00000213,PROD-00069805,MAT-009,775.38,283.48,2025-07-25
USE-00000214,PROD-00276422,MAT-006,753.73,341.07,2026-07-14
USE-00000215,PROD-00232667,MAT-002,611.41,28.5,2025-02-24
USE-00000216,PROD-00115211,MAT-008,123.82,274.97,2026-01-13
USE-00000217,PROD-00118952,MAT-003,151.15,416.71,2025-12-20
USE-00000218,PROD-00280318,MAT-003,704.05,385.22,2024-09-18
USE-00000219,PROD-00050349,MAT-006,512.78,29.47,2026-07-07
USE-00000220,PROD-00228504,MAT-007,468.47,269.04,2025-04-15
USE-00000221,PROD-00014564,MAT-010,901.51,390.1,2024-12-25
USE-00000222,PROD-00146483,MAT-006,569.19,305.15,2024-10-11
USE-00000223,PROD-00175247,MAT-010,643.67,478.39,2025-03-05
USE-00000224,PROD-00228982,MAT-009,413.35,155.45,2025-08-13
USE-00000225,PROD-00067494,MAT-010,525.8,83.77,2026-02-18
USE-00000226,PROD-00192670,MAT-007,960.27,217.58,2025-03-28
USE-00000227,PROD-00114969,MAT-001,464.93,406.28,2024-09-09
USE-00000228,PROD-00037928,MAT-010,735.88,299.38,2025-07-08
USE-00000229,PROD-00232387,MAT-007,914.31,476.89,2025-04-18
USE-00000230,PROD-00129888,MAT-006,605.47,435.43,2025-10-15
USE-00000231,PROD-00093227,MAT-007,848.67,158.05,2025-11-19
USE-00000232,PROD-00148253,MAT-005,981.99,412.79,2026-08-11
USE-00000233,PROD-00152415,MAT-002,26.39,196.18,2026-02-16
USE-00000234,PROD-00065745,MAT-002,878.51,116.99,2025-06-04
USE-00000235,PROD-00167288,MAT-006,528.24,438.26,2025-08-11
USE-00000236,PROD-00199786,MAT-002,764.39,429.15,2025-08-17
USE-00000237,PROD-00015243,MAT-003,919.5,249.97,2025-08-15
USE-00000238,PROD-00268847,MAT-006,647.19,250.49,2024-12-04
USE-00000239,PROD-00053309,MAT-003,416.15,454.94,2025-12-22
USE-00000240,PROD-00170242,MAT-002,921.89,152.32,2025-10-17
USE-00000241,PROD-00286899,MAT-010,478.72,350.12,2025-07-31
USE-00000242,PROD-00186256,MAT-009,218.84,341.91,2026-05-04
USE-00000243,PROD-00165937,MAT-005,246.0,257.82,2024-09-27
USE-00000244,PROD-00034356,MAT-001,507.18,321.98,2024-10-10
USE-00000245,PROD-00092318,MAT-006,412.8,426.2,2025-07-23
USE-00000246,PROD-00006009,MAT-009,332.25,291.35,2026-03-24
USE-00000247,PROD-00154723,MAT-008,995.92,474.28,2026-03-01
USE-00000248,PROD-00082038,MAT-008,539.4,208.42,2026-08-16
USE-00000249,PROD-00257646,MAT-003,702.22,151.62,2026-02-05
USE-00000250,PROD-00009220,MAT-004,704.61,493.19,2025-06-09
USE-00000251,PROD-00242634,MAT-007,17.4,212.59,2025-11-08
USE-00000252,PROD-00110494,MAT-007,702.41,229.78,2025-04-14
USE-00000253,PROD-00213659,MAT-007,351.25,148.05,2025-10-21
USE-00000254,PROD-00290314,MAT-009,232.1,195.66,2025-03-13
USE-00000255,PROD-00111374,MAT-003,203.75,157.7,2024-09-25
USE-00000256,PROD-00137334,MAT-008,90.38,111.1,2026-05-29
USE-00000257,PROD-00013671,MAT-010,140.0,257.78,2026-07-29
USE-00000258,PROD-00207123,MAT-008,712.07,180.88,2024-11-29
USE-00000259,PROD-00197244,MAT-004,324.46,372.06,2025-01-25
USE-00000260,PROD-00022037,MAT-005,42.33,82.85,2024-10-10
USE-00000261,PROD-00126083,MAT-010,124.89,195.49,2025-10-27
USE-00000262,PROD-00035390,MAT-004,121.52,136.21,2025-05-24
USE-00000263,PROD-00288597,MAT-007,250.03,270.39,2026-03-05
USE-00000264,PROD-00189452,MAT-004,270.54,77.56,2025-06-20
USE-00000265,PROD-00129494,MAT-001,447.97,96.67,2025-09-13
USE-00000266,PROD-00207122,MAT-004,394.36,122.11,2024-09-12
USE-00000267,PROD-00260983,MAT-001,261.78,144.48,2026-04-28
USE-00000268,PROD-00277410,MAT-010,148.36,252.59,2025-12-13
USE-00000269,PROD-00191486,MAT-009,134.89,95.64,2026-02-18
USE-00000270,PROD-00255573,MAT-004,444.31,174.6,2026-07-22
USE-00000271,PROD-00122934,MAT-001,942.6,448.77,2025-10-03
USE-00000272,PROD-00092747,MAT-003,111.8,218.28,2025-08-01
USE-00000273,PROD-00291652,MAT-007,416.22,245.31,2025-03-17
USE-00000274,PROD-00139800,MAT-007,761.95,200.36,2024-12-11
USE-00000275,PROD-00208792,MAT-007,83.63,423.86,2025-02-08
USE-00000276,PROD-00084991,MAT-010,703.72,12.8,2024-10-11
USE-00000277,PROD-00274957,MAT-006,574.2,441.7,2024-11-29
USE-00000278,PROD-00170648,MAT-007,881.15,368.28,2026-01-07
USE-00000279,PROD-00122029,MAT-010,549.74,95.79,2026-03-11
USE-00000280,PROD-00266321,MAT-003,560.06,214.63,2025-05-18
USE-00000281,PROD-00170121,MAT-003,398.1,294.01,2025-01-11
USE-00000282,PROD-00212079,MAT-003,883.1,152.43,2026-04-20
USE-00000283,PROD-00295854,MAT-010,269.38,146.96,2024-11-10
USE-00000284,PROD-00293682,MAT-009,98.56,387.09,2024-09-16
USE-00000285,PROD-00021848,MAT-001,266.64,242.82,2026-01-19
USE-00000286,PROD-00266226,MAT-010,918.96,176.93,2026-02-22
USE-00000287,PROD-00299767,MAT-010,249.62,41.49,2026-04-17
USE-00000288,PROD-00191914,MAT-001,782.58,262.33,2026-04-04
USE-00000289,PROD-00211430,MAT-005,147.87,228.68,2025-01-13
USE-00000290,PROD-00133318,MAT-006,18.47,484.26,2026-02-20
USE-00000291,PROD-00173336,MAT-006,583.35,161.77,2026-04-07
USE-00000292,PROD-00176141,MAT-003,360.88,276.8,2025-12-28
USE-00000293,PROD-00058513,MAT-003,309.64,42.45,2026-08-14
USE-00000294,PROD-00150543,MAT-003,890.84,422.35,2025-07-11
USE-00000295,PROD-00179284,MAT-008,117.99,84.75,2025-02-02
USE-00000296,PROD-00048378,MAT-002,876.65,499.5,2025-10-04
USE-00000297,PROD-00208653,MAT-001,982.95,68.84,2024-09-18
USE-00000298,PROD-00082393,MAT-007,32.77,382.62,2025-12-01
USE-00000299,PROD-00012891,MAT-009,342.91,30.0,2025-10-07
USE-00000300,PROD-00043053,MAT-007,414.45,301.81,2025-10-29
USE-00000301,PROD-00027076,MAT-004,560.96,489.48,2025-08-14
USE-00000302,PROD-00237636,MAT-009,498.89,239.39,2025-06-07
USE-00000303,PROD-00141288,MAT-001,898.35,40.52,2025-11-06
USE-00000304,PROD-00118558,MAT-005,654.39,38.85,2026-01-08
USE-00000305,PROD-00016798,MAT-002,959.43,299.77,2024-10-31
USE-00000306,PROD-00190855,MAT-010,684.02,320.28,2026-01-27
USE-00000307,PROD-00193768,MAT-009,934.07,415.57,2026-01-08
USE-00000308,PROD-00239047,MAT-005,189.6,451.15,2024-09-17
USE-00000309,PROD-00272243,MAT-009,554.5,208.09,2026-08-23
USE-00000310,PROD-00240336,MAT-005,608.56,305.37,2024-08-29
USE-00000311,PROD-00274589,MAT-006,637.62,359.44,2025-06-05
USE-00000312,PROD-00163777,MAT-010,118.95,392.69,2025-12-09
USE-00000313,PROD-00163064,MAT-006,939.77,376.08,2025-10-03
USE-00000314,PROD-00016223,MAT-002,34.9,149.35,2024-09-10
USE-00000315,PROD-00097775,MAT-007,809.29,382.75,2025-05-15
USE-00000316,PROD-00139565,MAT-003,427.23,170.8,2026-03-09
USE-00000317,PROD-00157743,MAT-002,413.14,22.98,2025-02-24
USE-00000318,PROD-00227369,MAT-006,596.47,118.03,2025-06-01
USE-00000319,PROD-00008557,MAT-008,756.93,259.03,2025-11-27
USE-00000320,PROD-00122977,MAT-003,375.01,281.25,2025-06-24
USE-00000321,PROD-00264502,MAT-008,976.83,367.09,2025-05-27
USE-00000322,PROD-00207176,MAT-007,19.47,179.18,2026-08-11
USE-00000323,PROD-00175433,MAT-006,191.47,248.67,2025-07-16
USE-00000324,PROD-00165312,MAT-007,919.01,239.9,2025-11-11
USE-00000325,PROD-00071557,MAT-010,871.23,134.35,2025-02-15
USE-00000326,PROD-00117123,MAT-003,486.62,302.48,2026-05-21
USE-00000327,PROD-00230134,MAT-010,560.98,92.19,2025-05-17
USE-00000328,PROD-00280852,MAT-005,23.33,29.1,2024-09-12
USE-00000329,PROD-00072126,MAT-002,943.2,250.71,2025-02-12
USE-00000330,PROD-00296141,MAT-001,125.44,377.5,2026-07-25
USE-00000331,PROD-00287286,MAT-009,666.25,165.3,2025-06-29
USE-00000332,PROD-00209902,MAT-010,785.36,445.16,2026-04-07
USE-00000333,PROD-00107695,MAT-010,278.7,300.06,2025-09-02
USE-00000334,PROD-00160921,MAT-004,311.93,239.37,2025-05-02
USE-00000335,PROD-00143619,MAT-007,667.04,333.58,2026-06-24
USE-00000336,PROD-00250635,MAT-006,92.41,90.39,2026-04-16
USE-00000337,PROD-00107668,MAT-009,391.16,290.17,2026-08-15
USE-00000338,PROD-00085935,MAT-003,475.91,230.95,2024-11-17
USE-00000339,PROD-00053553,MAT-005,414.34,31.93,2025-07-30
USE-00000340,PROD-00014845,MAT-007,18.17,335.74,2026-03-19
USE-00000341,PROD-00000398,MAT-004,827.73,41.73,2025-01-28
USE-00000342,PROD-00089704,MAT-010,594.17,444.3,2026-03-27
USE-00000343,PROD-00239237,MAT-002,894.42,427.43,2025-08-14
USE-00000344,PROD-00047940,MAT-003,312.95,334.86,2026-02-02
USE-00000345,PROD-00143762,MAT-002,792.96,49.81,2024-11-24
USE-00000346,PROD-00292178,MAT-006,430.18,252.28,2026-02-25
USE-00000347,PROD-00205034,MAT-002,769.25,370.17,2025-03-01
USE-00000348,PROD-00267715,MAT-010,377.58,426.64,2025-05-28
USE-00000349,PROD-00101471,MAT-006,549.84,254.55,2026-03-15
USE-00000350,PROD-00271846,MAT-006,751.07,424.78,2025-11-02
USE-00000351,PROD-00108437,MAT-007,930.93,109.5,2025-05-28
USE-00000352,PROD-00271666,MAT-003,829.55,231.8,2025-11-09
USE-00000353,PROD-00140202,MAT-007,499.29,280.62,2025-07-28
USE-00000354,PROD-00032258,MAT-001,208.85,394.45,2024-10-25
USE-00000355,PROD-00073527,MAT-007,903.7,260.09,2025-07-20
USE-00000356,PROD-00270876,MAT-003,101.19,447.86,2025-11-15
USE-00000357,PROD-00069005,MAT-008,637.03,246.09,2026-04-25
USE-00000358,PROD-00274115,MAT-007,919.77,100.7,2026-06-24
USE-00000359,PROD-00048602,MAT-007,949.59,252.39,2025-04-06
USE-00000360,PROD-00232514,MAT-010,425.61,243.36,2026-02-27
USE-00000361,PROD-00041898,MAT-005,254.26,315.9,2024-08-28
USE-00000362,PROD-00124852,MAT-008,852.95,197.74,2026-05-08
USE-00000363,PROD-00162840,MAT-003,107.53,488.34,2024-10-27
USE-00000364,PROD-00282570,MAT-002,545.96,249.18,2026-06-01
USE-00000365,PROD-00104709,MAT-009,133.08,138.93,2026-06-09
USE-00000366,PROD-00132444,MAT-003,259.46,81.37,2024-10-15
USE-00000367,PROD-00063051,MAT-002,217.83,335.32,2026-01-29
USE-00000368,PROD-00204771,MAT-008,159.81,82.12,2026-03-11
USE-00000369,PROD-00280902,MAT-003,94.75,426.99,2026-07-16
USE-00000370,PROD-00209577,MAT-009,973.26,315.43,2025-10-08
USE-00000371,PROD-00035374,MAT-007,351.22,107.25,2025-01-22
USE-00000372,PROD-00061149,MAT-005,389.82,181.67,2026-04-17
USE-00000373,PROD-00065724,MAT-007,598.56,289.23,2026-05-19
USE-00000374,PROD-00134837,MAT-010,630.79,66.37,2026-01-10
USE-00000375,PROD-00252475,MAT-007,855.37,65.08,2025-12-03
USE-00000376,PROD-00128302,MAT-004,405.36,397.9,2024-09-16
USE-00000377,PROD-00238536,MAT-007,684.34,220.96,2026-05-18
USE-00000378,PROD-00063139,MAT-004,41.65,371.89,2026-02-09
USE-00000379,PROD-00253511,MAT-004,686.84,170.14,2024-10-24
USE-00000380,PROD-00243290,MAT-002,139.64,162.95,2025-10-03
USE-00000381,PROD-00046310,MAT-004,555.61,262.28,2026-08-21
USE-00000382,PROD-00124613,MAT-004,517.52,141.44,2026-01-12
USE-00000383,PROD-00246256,MAT-005,613.25,244.88,2025-04-14
USE-00000384,PROD-00255618,MAT-004,951.24,170.83,2025-03-30
USE-00000385,PROD-00017174,MAT-010,637.59,290.93,2026-05-02
USE-00000386,PROD-00152006,MAT-007,48.69,396.52,2024-10-06
USE-00000387,PROD-00062770,MAT-002,774.35,242.53,2025-05-07
