production_id,production_date,batch_id,product_id,production_line,machine_id,operator_id,shift,planned_quantity,produced_quantity,good_quantity,defective_quantity,downtime_minutes,production_time_minutes,material_cost,labor_cost,energy_cost,quality_status,maintenance_required
PROD-00000021,2026-08-03,BATCH-00000021,PRD-010,LINE-03,M-004,EMP-00207,Night,1284,1135,1065,70,80,339,61426.58,9668.84,4682.67,Failed,False
PROD-00000022,2024-11-10,BATCH-00000022,PRD-004,LINE-05,M-017,EMP-00169,Afternoon,1808,1772,1757,15,123,481,354040.58,6880.29,7078.51,Passed,True
PROD-00000023,2026-02-03,BATCH-00000023,PRD-001,LINE-04,M-017,EMP-00455,Night,2162,2050,1897,153,0,300,94213.31,9378.31,6464.73,Failed,False
PROD-00000024,2025-05-09,BATCH-00000024,PRD-004,LINE-03,M-019,EMP-00125,Night,1419,1373,1306,67,131,390,226803.79,9776.49,8039.96,Passed,False
PROD-00000025,2024-12-18,BATCH-00000025,PRD-002,LINE-05,M-004,EMP-00306,Night,528,389,373,16,123,364,13459.82,6698.33,6447.44,Passed,False
PROD-00000026,2025-08-22,BATCH-00000026,PRD-001,LINE-01,M-012,EMP-00099,Morning,2170,2001,1991,10,107,567,102502.35,5950.52,2764.81,Passed,False
PROD-00000027,2025-02-28,BATCH-00000027,PRD-002,LINE-02,M-010,EMP-00295,Night,1473,1374,1366,8,96,384,67263.54,4339.16,6183.01,Passed,False
PROD-00000028,2024-11-17,BATCH-00000028,PRD-004,LINE-05,M-019,EMP-00253,Night,2019,1930,1760,170,84,511,387680.41,7988.27,3311.76,Failed,True
PROD-00000029,2026-02-28,BATCH-00000029,PRD-009,LINE-04,M-015,EMP-00461,Night,1907,1673,1599,74,174,482,494031.82,13933.76,4646.49,Passed,False
PROD-00000030,2024-11-21,BATCH-00000030,PRD-008,LINE-04,M-009,EMP-00260,Night,616,536,529,7,87,453,113212.54,12760.5,7140.88,Passed,False
PROD-00000031,2026-04-01,BATCH-00000031,PRD-007,LINE-01,M-001,EMP-00436,Morning,2616,2568,2404,164,154,301,161483.35,13255.18,1876.28,Failed,False
PROD-00000032,2025-08-17,BATCH-00000032,PRD-007,LINE-02,M-005,EMP-00380,Afternoon,760,673,630,43,171,395,57605.66,8401.13,8453.12,Failed,False
PROD-00000033,2025-01-15,BATCH-00000033,PRD-006,LINE-03,M-010,EMP-00043,Morning,1325,1168,1135,33,147,475,149382.17,5020.96,3226.84,Passed,False
PROD-00000034,2026-05-23,BATCH-00000034,PRD-001,LINE-03,M-009,EMP-00483,Afternoon,1210,1160,1072,88,133,336,69208.76,3446.9,2324.19,Failed,False
PROD-00000035,2025-01-13,BATCH-00000035,PRD-007,LINE-04,M-002,EMP-00105,Afternoon,551,401,365,36,11,377,26936.74,2651.74,3706.82,Failed,False
PROD-00000036,2025-06-28,BATCH-00000036,PRD-009,LINE-05,M-004,EMP-00291,Morning,2176,2148,1986,162,171,422,715143.77,5435.23,2258.92,Failed,False
PROD-00000037,2025-04-23,BATCH-00000037,PRD-003,LINE-02,M-012,EMP-00029,Morning,2654,2435,2318,117,107,330,1033715.32,5723.76,7042.81,Passed,False
PROD-00000038,2026-08-02,BATCH-00000038,PRD-003,LINE-05,M-003,EMP-00482,Afternoon,1206,1042,1034,8,68,425,345037.06,11761.95,3677.06,Passed,False
PROD-00000039,2024-10-15,BATCH-00000039,PRD-005,LINE-04,M-008,EMP-00116,Night,621,374,347,27,128,446,11189.33,7586.28,8654.26,Failed,True
PROD-00000040,2025-03-13,BATCH-00000040,PRD-003,LINE-01,M-004,EMP-00095,Morning,2609,2424,2407,17,74,309,1008829.63,14929.02,7078.68,Passed,False
PROD-00000041,2025-09-10,BATCH-00000041,PRD-002,LINE-05,M-006,EMP-00297,Morning,2940,2714,2551,163,173,442,104585.27,10977.35,8085.37,Failed,False
PROD-00000042,2026-06-28,BATCH-00000042,PRD-002,LINE-02,M-006,EMP-00033,Night,1355,1200,1149,51,159,583,48014.43,3868.39,5632.62,Passed,False
PROD-00000043,2025-05-06,BATCH-00000043,PRD-005,LINE-01,M-004,EMP-00189,Afternoon,2010,1824,1690,134,88,527,54668.7,8704.87,1068.26,Failed,False
PROD-00000044,2025-07-18,BATCH-00000044,PRD-009,LINE-04,M-016,EMP-00364,Morning,2371,2158,2072,86,114,547,688570.46,10316.98,9213.4,Passed,False
PROD-00000045,2025-11-11,BATCH-00000045,PRD-007,LINE-05,M-014,EMP-00267,Afternoon,1872,1727,1698,29,94,340,109136.02,5241.86,1471.87,Passed,False
PROD-00000046,2026-04-29,BATCH-00000046,PRD-008,LINE-01,M-014,EMP-00349,Afternoon,582,442,423,19,12,462,84232.59,4692.34,7598.07,Passed,False
PROD-00000047,2024-09-03,BATCH-00000047,PRD-002,LINE-04,M-009,EMP-00324,Night,2786,2751,2482,269,121,463,80399.22,10207.62,1252.63,Failed,False
PROD-00000048,2026-07-08,BATCH-00000048,PRD-009,LINE-05,M-006,EMP-00195,Morning,1589,1362,1263,99,78,472,323087.76,12406.34,2201.82,Failed,False
PROD-00000049,2024-09-02,BATCH-00000049,PRD-009,LINE-01,M-008,EMP-00039,Morning,2478,2435,2369,66,23,435,709359.5,5478.78,6101.1,Passed,False
PROD-00000050,2025-12-30,BATCH-00000050,PRD-002,LINE-05,M-012,EMP-00208,Morning,561,367,332,35,71,532,15113.13,7015.63,5285.49,Failed,False
PROD-00000051,2024-10-15,BATCH-00000051,PRD-006,LINE-01,M-014,EMP-00444,Morning,2498,2384,2185,199,35,340,296613.44,13435.27,5958.61,Failed,False
PROD-00000052,2025-10-04,BATCH-00000052,PRD-010,LINE-01,M-015,EMP-00422,Night,1897,1744,1630,114,122,324,118546.22,9397.47,5958.41,Failed,False
PROD-00000053,2025-03-19,BATCH-00000053,PRD-008,LINE-03,M-010,EMP-00163,Morning,2513,2480,2353,127,61,374,463740.74,7954.85,1073.49,Failed,False
PROD-00000054,2024-11-30,BATCH-00000054,PRD-002,LINE-02,M-007,EMP-00163,Morning,2986,2783,2611,172,132,367,110245.56,3509.64,9635.69,Failed,False
PROD-00000055,2026-08-08,BATCH-00000055,PRD-006,LINE-04,M-018,EMP-00296,Morning,2395,2298,2139,159,104,564,292675.96,3259.53,4993.43,Failed,True
PROD-00000056,2025-12-12,BATCH-00000056,PRD-002,LINE-04,M-017,EMP-00388,Night,2758,2553,2343,210,166,507,105334.09,4883.86,7213.06,Failed,False
PROD-00000057,2026-05-06,BATCH-00000057,PRD-005,LINE-04,M-020,EMP-00204,Night,2616,2481,2337,144,138,524,65510.67,4525.48,8313.63,Failed,False
PROD-00000058,2025-02-14,BATCH-00000058,PRD-004,LINE-03,M-004,EMP-00500,Afternoon,1189,966,910,56,105,370,183313.26,4390.18,8721.29,Failed,False
PROD-00000059,2025-02-09,BATCH-00000059,PRD-009,LINE-03,M-014,EMP-00272,Night,1321,1304,1276,28,111,443,385648.34,12168.79,9030.21,Passed,False
PROD-00000060,2025-05-08,BATCH-00000060,PRD-003,LINE-01,M-005,EMP-00110,Night,2372,2332,2310,22,6,572,850192.89,5404.48,3564.48,Passed,False
PROD-00000061,2025-12-12,BATCH-00000061,PRD-002,LINE-01,M-020,EMP-00373,Morning,998,841,804,37,1,502,28843.01,5659.88,2008.86,Passed,False
PROD-00000062,2025-10-08,BATCH-00000062,PRD-003,LINE-04,M-018,EMP-00463,Afternoon,1651,1495,1438,57,130,491,545361.61,4668.8,3288.98,Passed,False
PROD-00000063,2026-03-20,BATCH-00000063,PRD-003,LINE-03,M-002,EMP-00058,Night,2826,2748,2535,213,60,565,1111424.05,5867.77,2639.85,Failed,False
PROD-00000064,2025-03-24,BATCH-00000064,PRD-007,LINE-04,M-009,EMP-00444,Night,1729,1694,1648,46,179,466,149208.16,7291.78,7414.35,Passed,False
PROD-00000065,2025-08-08,BATCH-00000065,PRD-009,LINE-03,M-008,EMP-00464,Afternoon,1652,1444,1314,130,164,477,386273.82,12615.82,1372.06,Failed,False
PROD-00000066,2026-05-09,BATCH-00000066,PRD-005,LINE-03,M-007,EMP-00320,Morning,2920,2714,2478,236,163,426,64624.41,6041.07,7753.14,Failed,False
PROD-00000067,2025-04-19,BATCH-00000067,PRD-007,LINE-05,M-002,EMP-00409,Morning,2304,2277,2175,102,106,308,166782.22,3559.04,6889.12,Passed,False
PROD-00000068,2024-12-30,BATCH-00000068,PRD-004,LINE-04,M-012,EMP-00303,Afternoon,2979,2826,2777,49,40,584,590438.45,11564.28,8643.96,Passed,True
PROD-00000069,2024-12-25,BATCH-00000069,PRD-003,LINE-03,M-013,EMP-00014,Afternoon,1673,1607,1454,153,82,332,598338.3,3376.93,2957.45,Failed,False
PROD-00000070,2025-11-14,BATCH-00000070,PRD-004,LINE-02,M-012,EMP-00383,Night,1772,1556,1434,122,160,445,322573.16,3252.79,3368.67,Failed,False
PROD-00000071,2025-10-17,BATCH-00000071,PRD-008,LINE-01,M-002,EMP-00359,Morning,1095,1047,956,91,178,505,199372.99,3043.09,2188.82,Failed,False
PROD-00000072,2026-01-02,BATCH-00000072,PRD-010,LINE-03,M-020,EMP-00028,Night,780,586,539,47,101,580,39320.53,7449.95,8360.21,Failed,False
PROD-00000073,2025-03-01,BATCH-00000073,PRD-009,LINE-03,M-005,EMP-00221,Night,719,473,442,31,169,587,155609.75,13122.77,9676.91,Failed,False
PROD-00000074,2026-06-03,BATCH-00000074,PRD-004,LINE-01,M-018,EMP-00297,Night,2616,2615,2577,38,116,443,413958.23,8726.82,6008.9,Passed,False
PROD-00000075,2026-05-03,BATCH-00000075,PRD-010,LINE-03,M-019,EMP-00133,Afternoon,1360,1336,1227,109,121,325,73466.66,4038.96,1479.15,Failed,False
PROD-00000076,2026-04-08,BATCH-00000076,PRD-003,LINE-03,M-009,EMP-00352,Afternoon,1756,1642,1486,156,10,342,561422.35,2719.18,3472.71,Failed,False
PROD-00000077,2026-01-09,BATCH-00000077,PRD-008,LINE-01,M-006,EMP-00196,Morning,1222,1012,956,56,47,515,146323.1,10924.33,9827.6,Failed,False
PROD-00000078,2026-04-08,BATCH-00000078,PRD-002,LINE-04,M-004,EMP-00296,Night,2312,2284,2238,46,57,471,100693.75,3696.26,6656.83,Passed,False
PROD-00000079,2025-05-02,BATCH-00000079,PRD-002,LINE-03,M-004,EMP-00095,Night,742,657,628,29,59,522,29439.16,11167.14,9180.78,Passed,False
PROD-00000080,2025-12-16,BATCH-00000080,PRD-003,LINE-04,M-019,EMP-00380,Afternoon,1503,1464,1442,22,109,366,667549.18,4478.27,5490.45,Passed,False
PROD-00000081,2025-07-15,BATCH-00000081,PRD-002,LINE-05,M-018,EMP-00305,Night,2791,2623,2540,83,7,571,81249.52,11823.9,4312.01,Passed,False
PROD-00000082,2026-02-07,BATCH-00000082,PRD-006,LINE-03,M-020,EMP-00143,Night,2667,2436,2283,153,91,384,202599.46,8677.04,2901.44,Failed,False
PROD-00000083,2025-07-13,BATCH-00000083,PRD-001,LINE-05,M-008,EMP-00388,Night,1112,1001,911,90,177,366,54828.65,12678.62,8776.09,Failed,False
PROD-00000084,2026-08-03,BATCH-00000084,PRD-007,LINE-02,M-005,EMP-00356,Morning,1471,1346,1325,21,41,431,91188.57,12321.93,6311.56,Passed,False
PROD-00000085,2026-02-14,BATCH-00000085,PRD-008,LINE-01,M-008,EMP-00075,Morning,1134,1076,973,103,26,310,157626.6,12627.18,6407.7,Failed,False
PROD-00000086,2025-09-02,BATCH-00000086,PRD-003,LINE-02,M-003,EMP-00283,Afternoon,2301,2210,2203,7,43,442,669117.9,8826.2,8570.51,Passed,False
PROD-00000087,2026-04-28,BATCH-00000087,PRD-003,LINE-02,M-015,EMP-00010,Afternoon,1507,1421,1282,139,147,435,476578.33,6830.95,9827.01,Failed,False
PROD-00000088,2025-08-30,BATCH-00000088,PRD-006,LINE-05,M-005,EMP-00287,Night,1180,1132,1087,45,17,505,125684.52,5845.71,1194.39,Passed,False
PROD-00000089,2026-05-06,BATCH-00000089,PRD-003,LINE-05,M-011,EMP-00008,Night,512,510,492,18,53,419,179944.89,14309.82,7789.31,Passed,True
PROD-00000090,2026-08-20,BATCH-00000090,PRD-010,LINE-02,M-009,EMP-00293,Night,1414,1251,1164,87,160,509,69837.21,7915.63,9270.04,Failed,False
PROD-00000091,2024-10-28,BATCH-00000091,PRD-004,LINE-02,M-004,EMP-00258,Night,2309,2305,2146,159,34,487,425441.43,2321.29,6312.74,Failed,True
PROD-00000092,2025-05-26,BATCH-00000092,PRD-010,LINE-02,M-002,EMP-00208,Morning,565,386,362,24,74,320,22901.42,2228.1,5466.17,Failed,False
PROD-00000093,2025-03-06,BATCH-00000093,PRD-008,LINE-02,M-009,EMP-00030,Night,1391,1219,1125,94,123,550,174376.34,10807.34,9445.65,Failed,False
PROD-00000094,2026-06-26,BATCH-00000094,PRD-008,LINE-03,M-012,EMP-00016,Night,2127,2107,2093,14,133,302,314321.05,4684.27,3515.65,Passed,False
PROD-00000095,2025-11-30,BATCH-00000095,PRD-010,LINE-02,M-010,EMP-00374,Morning,1041,987,928,59,30,510,74383.3,11825.64,3434.25,Failed,False
PROD-00000096,2024-09-09,BATCH-00000096,PRD-006,LINE-02,M-009,EMP-00410,Afternoon,1029,813,757,56,166,427,74321.27,12010.81,5749.69,Failed,False
PROD-00000097,2026-04-30,BATCH-00000097,PRD-004,LINE-02,M-009,EMP-00177,Night,865,659,655,4,47,414,144775.75,8685.38,5810.75,Passed,False
PROD-00000098,2025-01-03,BATCH-00000098,PRD-006,LINE-03,M-006,EMP-00210,Afternoon,2954,2842,2580,262,49,300,235761.5,5052.95,3989.11,Failed,False
PROD-00000099,2025-01-01,BATCH-00000099,PRD-002,LINE-03,M-012,EMP-00371,Morning,1625,1434,1410,24,67,368,56938.11,10429.35,7674.14,Passed,False
PROD-00000100,2025-07-25,BATCH-00000100,PRD-001,LINE-04,M-016,EMP-00370,Afternoon,807,804,790,14,143,442,33295.81,4734.72,1151.81,Passed,False
PROD-00000101,2026-04-14,BATCH-00000101,PRD-007,LINE-01,M-005,EMP-00390,Night,2622,2389,2374,15,27,445,204654.58,12378.84,3223.43,Passed,False
PROD-00000102,2026-08-03,BATCH-00000102,PRD-010,LINE-03,M-018,EMP-00410,Morning,1239,1179,1141,38,122,424,87403.82,3791.6,3652.17,Passed,False
PROD-00000103,2024-12-30,BATCH-00000103,PRD-003,LINE-02,M-007,EMP-00396,Morning,2152,2004,1870,134,174,479,784551.08,7627.28,9540.46,Failed,False
PROD-00000104,2026-03-24,BATCH-00000104,PRD-001,LINE-02,M-015,EMP-00209,Afternoon,2646,2631,2579,52,127,505,135247.5,14941.53,8301.69,Passed,False
PROD-00000105,2025-04-15,BATCH-00000105,PRD-010,LINE-03,M-019,EMP-00037,Afternoon,1909,1745,1725,20,87,450,132023.27,11897.19,2860.64,Passed,False
PROD-00000106,2025-08-21,BATCH-00000106,PRD-006,LINE-01,M-018,EMP-00104,Morning,1357,1222,1200,22,43,532,133426.88,5526.61,2337.72,Passed,False
PROD-00000107,2026-03-13,BATCH-00000107,PRD-002,LINE-03,M-015,EMP-00095,Night,2786,2632,2457,175,61,526,83005.09,6144.99,6618.14,Failed,False
PROD-00000108,2026-04-22,BATCH-00000108,PRD-002,LINE-04,M-019,EMP-00390,Afternoon,1094,1082,1016,66,63,307,40408.7,13546.44,5942.02,Failed,False
PROD-00000109,2025-02-24,BATCH-00000109,PRD-001,LINE-02,M-001,EMP-00141,Afternoon,1760,1645,1516,129,76,434,86480.62,13826.15,9292.01,Failed,False
PROD-00000110,2025-07-03,BATCH-00000110,PRD-008,LINE-01,M-004,EMP-00072,Afternoon,1477,1449,1397,52,45,433,286770.42,6189.69,5413.16,Passed,False
PROD-00000111,2025-05-04,BATCH-00000111,PRD-009,LINE-02,M-013,EMP-00360,Afternoon,2532,2284,2174,110,122,468,742476.92,14827.88,1027.0,Passed,False
PROD-00000112,2024-09-02,BATCH-00000112,PRD-007,LINE-03,M-006,EMP-00129,Afternoon,1921,1822,1789,33,153,427,159895.32,9909.29,6189.3,Passed,False
PROD-00000113,2024-09-27,BATCH-00000113,PRD-005,LINE-01,M-004,EMP-00051,Night,1425,1302,1274,28,37,407,33669.75,5716.62,1169.68,Passed,False
PROD-00000114,2026-03-07,BATCH-00000114,PRD-004,LINE-04,M-007,EMP-00446,Morning,2589,2363,2340,23,62,538,483944.93,13391.78,3792.55,Passed,False
PROD-00000115,2025-01-29,BATCH-00000115,PRD-005,LINE-01,M-007,EMP-00258,Night,2888,2731,2728,3,143,521,59236.11,2179.21,7492.7,Passed,True
PROD-00000116,2024-12-14,BATCH-00000116,PRD-009,LINE-03,M-015,EMP-00246,Afternoon,1723,1673,1551,122,100,423,509997.93,10885.82,8691.39,Failed,False
PROD-00000117,2025-12-08,BATCH-00000117,PRD-007,LINE-03,M-005,EMP-00051,Night,2216,2061,1959,102,118,475,187335.44,10509.63,6446.15,Passed,False
PROD-00000118,2025-11-05,BATCH-00000118,PRD-007,LINE-03,M-005,EMP-00070,Morning,518,507,507,0,11,391,47549.17,3057.8,4508.53,Passed,False
PROD-00000119,2024-09-06,BATCH-00000119,PRD-005,LINE-01,M-001,EMP-00074,Morning,880,700,645,55,136,599,16532.91,10302.07,2830.88,Failed,False
PROD-00000120,2025-11-14,BATCH-00000120,PRD-005,LINE-03,M-013,EMP-00110,Afternoon,929,819,747,72,146,455,16514.22,11847.21,3868.76,Failed,False
PROD-00000121,2024-09-23,BATCH-00000121,PRD-004,LINE-05,M-007,EMP-00195,Afternoon,2011,1764,1590,174,12,558,374059.22,11588.93,1320.06,Failed,False
PROD-00000122,2026-02-22,BATCH-00000122,PRD-003,LINE-03,M-001,EMP-00100,Morning,2241,2206,2206,0,99,373,910714.8,11542.86,1689.03,Passed,False
PROD-00000123,2026-01-01,BATCH-00000123,PRD-009,LINE-05,M-020,EMP-00075,Afternoon,1061,860,783,77,82,374,288857.84,10875.31,5881.56,Failed,False
PROD-00000124,2024-10-07,BATCH-00000124,PRD-007,LINE-03,M-007,EMP-00368,Afternoon,1063,896,852,44,136,505,68311.49,10503.01,5604.37,Passed,False
PROD-00000125,2025-07-26,BATCH-00000125,PRD-010,LINE-04,M-003,EMP-00356,Afternoon,2041,1897,1822,75,79,491,97075.66,5068.77,9279.31,Passed,False
PROD-00000126,2025-04-15,BATCH-00000126,PRD-001,LINE-04,M-002,EMP-00250,Morning,1142,942,883,59,52,368,46146.02,4053.41,6498.11,Failed,False
PROD-00000127,2026-06-10,BATCH-00000127,PRD-009,LINE-05,M-009,EMP-00400,Afternoon,1921,1871,1730,141,134,383,660078.76,2250.19,9683.94,Failed,False
PROD-00000128,2025-08-12,BATCH-00000128,PRD-006,LINE-02,M-003,EMP-00485,Night,945,776,699,77,55,413,70537.25,7087.15,9542.38,Failed,False
PROD-00000129,2025-07-06,BATCH-00000129,PRD-003,LINE-03,M-006,EMP-00239,Afternoon,1758,1621,1492,129,128,305,491641.42,10751.51,6301.46,Failed,True
PROD-00000130,2024-10-16,BATCH-00000130,PRD-005,LINE-03,M-001,EMP-00204,Morning,2909,2890,2740,150,142,446,90050.86,5784.38,4805.61,Failed,True
PROD-00000131,2026-06-27,BATCH-00000131,PRD-009,LINE-01,M-012,EMP-00230,Night,976,970,918,52,9,360,257198.91,3233.32,2462.09,Failed,True
PROD-00000132,2026-06-08,BATCH-00000132,PRD-001,LINE-04,M-002,EMP-00035,Afternoon,1502,1396,1274,122,21,587,55561.43,10766.44,2436.91,Failed,False
PROD-00000133,2026-01-07,BATCH-00000133,PRD-008,LINE-01,M-017,EMP-00179,Afternoon,2274,2027,1865,162,52,389,365291.79,8070.97,5886.09,Failed,False
PROD-00000134,2025-04-24,BATCH-00000134,PRD-005,LINE-04,M-014,EMP-00089,Afternoon,2081,1929,1791,138,143,401,57759.23,5505.02,8754.24,Failed,False
PROD-00000135,2025-04-15,BATCH-00000135,PRD-003,LINE-03,M-008,EMP-00482,Morning,856,772,708,64,141,569,268567.59,5248.82,1386.78,Failed,False
PROD-00000136,2024-12-16,BATCH-00000136,PRD-006,LINE-01,M-018,EMP-00242,Night,2045,2020,2011,9,131,340,248536.02,4988.61,9211.86,Passed,False
PROD-00000137,2025-08-10,BATCH-00000137,PRD-001,LINE-04,M-002,EMP-00036,Morning,1061,1039,998,41,146,503,60149.49,6409.78,7549.37,Passed,False
PROD-00000138,2025-09-19,BATCH-00000138,PRD-006,LINE-04,M-012,EMP-00168,Night,1039,992,914,78,103,334,83235.31,7376.95,5646.11,Failed,False
PROD-00000139,2025-09-08,BATCH-00000139,PRD-002,LINE-04,M-003,EMP-00382,Afternoon,2997,2848,2572,276,80,568,124679.44,6527.35,9733.39,Failed,False
PROD-00000140,2025-03-06,BATCH-00000140,PRD-009,LINE-05,M-019,EMP-00149,Afternoon,1097,918,856,62,65,353,211055.72,13814.69,2390.75,Failed,False
PROD-00000141,2026-06-10,BATCH-00000141,PRD-007,LINE-03,M-003,EMP-00304,Night,568,519,479,40,46,483,43510.27,11388.22,6078.58,Failed,False
PROD-00000142,2026-03-20,BATCH-00000142,PRD-006,LINE-03,M-012,EMP-00488,Night,1155,1055,964,91,179,402,110971.05,9187.07,3264.47,Failed,False
PROD-00000143,2026-02-24,BATCH-00000143,PRD-001,LINE-02,M-006,EMP-00073,Night,2380,2243,2071,172,133,598,104333.73,11186.88,7123.44,Failed,True
PROD-00000144,2025-05-04,BATCH-00000144,PRD-003,LINE-01,M-017,EMP-00023,Night,2753,2523,2336,187,132,531,919968.05,7927.25,9429.12,Failed,False
PROD-00000145,2025-04-29,BATCH-00000145,PRD-010,LINE-05,M-004,EMP-00178,Afternoon,666,531,531,0,90,403,37168.0,6576.52,4984.68,Passed,False
PROD-00000146,2025-03-14,BATCH-00000146,PRD-008,LINE-01,M-016,EMP-00192,Morning,1599,1435,1370,65,166,489,249009.84,12725.6,5619.29,Passed,True
PROD-00000147,2026-01-18,BATCH-00000147,PRD-003,LINE-04,M-012,EMP-00165,Morning,1946,1847,1777,70,152,399,601236.78,14913.87,7890.46,Passed,False
PROD-00000148,2026-08-23,BATCH-00000148,PRD-006,LINE-04,M-010,EMP-00169,Morning,1309,1162,1091,71,118,543,129405.13,8148.73,7036.68,Failed,False
PROD-00000149,2024-10-04,BATCH-00000149,PRD-002,LINE-03,M-020,EMP-00176,Night,2610,2418,2371,47,53,347,86669.55,4245.61,6252.07,Passed,False
PROD-00000150,2026-03-02,BATCH-00000150,PRD-007,LINE-02,M-010,EMP-00318,Night,545,467,425,42,107,435,40598.52,7490.11,1001.52,Failed,False
PROD-00000151,2026-08-10,BATCH-00000151,PRD-001,LINE-03,M-009,EMP-00050,Night,2574,2458,2235,223,52,408,96090.16,12661.85,3756.23,Failed,False
PROD-00000152,2025-04-02,BATCH-00000152,PRD-004,LINE-01,M-014,EMP-00291,Night,1203,1081,1047,34,13,499,253932.56,7108.17,4322.82,Passed,False
PROD-00000153,2025-01-08,BATCH-00000153,PRD-008,LINE-04,M-011,EMP-00442,Night,1239,1123,1115,8,24,431,230317.01,12852.21,1348.77,Passed,False
PROD-00000154,2026-01-05,BATCH-00000154,PRD-009,LINE-03,M-004,EMP-00083,Night,1070,1055,978,77,46,385,332230.56,4437.95,9205.8,Failed,False
PROD-00000155,2025-03-06,BATCH-00000155,PRD-009,LINE-01,M-008,EMP-00172,Night,2148,1931,1920,11,157,477,525006.81,4798.87,3039.83,Passed,False
PROD-00000156,2024-11-30,BATCH-00000156,PRD-010,LINE-01,M-004,EMP-00112,Night,2268,2125,2047,78,21,438,111073.04,2237.08,1036.98,Passed,True
PROD-00000157,2025-07-02,BATCH-00000157,PRD-006,LINE-05,M-013,EMP-00115,Night,2849,2677,2560,117,85,517,225564.72,5909.82,4352.83,Passed,False
PROD-00000158,2025-12-18,BATCH-00000158,PRD-002,LINE-02,M-018,EMP-00321,Morning,2723,2495,2390,105,165,378,106913.59,2535.55,3540.88,Passed,False
PROD-00000159,2025-09-11,BATCH-00000159,PRD-006,LINE-05,M-017,EMP-00322,Afternoon,2594,2484,2467,17,6,449,250689.59,6768.16,7387.83,Passed,False
