movement_id,movement_date,material_id,warehouse,movement_type,quantity
INV-00000031,2026-07-29,MAT-007,WH-003,Sales,1839
INV-00000032,2025-05-22,MAT-008,WH-002,Sales,879
INV-00000033,2024-12-15,MAT-008,WH-002,Production Consumption,2908
INV-00000034,2026-06-19,MAT-001,WH-002,Adjustment,4004
INV-00000035,2024-08-29,MAT-001,WH-001,Return,378
INV-00000036,2025-09-12,MAT-007,WH-002,Sales,3341
INV-00000037,2024-09-23,MAT-007,WH-002,Return,720
INV-00000038,2024-08-31,MAT-010,WH-001,Purchase,1556
INV-00000039,2024-12-02,MAT-001,WH-001,Return,718
INV-00000040,2026-06-23,MAT-010,WH-001,Adjustment,521
INV-00000041,2026-03-05,MAT-008,WH-003,Sales,2998
INV-00000042,2025-05-12,MAT-009,WH-002,Sales,626
INV-00000043,2026-07-07,MAT-004,WH-002,Adjustment,2124
INV-00000044,2025-12-22,MAT-006,WH-001,Return,4447
INV-00000045,2025-12-26,MAT-003,WH-002,Adjustment,3752
INV-00000046,2025-09-05,MAT-010,WH-002,Adjustment,1998
INV-00000047,2026-05-20,MAT-009,WH-002,Sales,2552
INV-00000048,2025-08-06,MAT-008,WH-003,Return,1556
INV-00000049,2024-10-05,MAT-010,WH-002,Adjustment,4715
INV-00000050,2026-04-15,MAT-004,WH-001,Purchase,193
INV-00000051,2025-05-22,MAT-004,WH-001,Production Consumption,4488
INV-00000052,2026-03-18,MAT-003,WH-002,Purchase,3566
INV-00000053,2024-10-03,MAT-004,WH-003,Purchase,3653
INV-00000054,2025-09-07,MAT-010,WH-003,Sales,1280
INV-00000055,2025-12-29,MAT-001,WH-002,Adjustment,4986
INV-00000056,2025-05-17,MAT-010,WH-001,Purchase,4257
INV-00000057,2025-10-25,MAT-010,WH-001,Adjustment,1119
INV-00000058,2024-10-26,MAT-002,WH-002,Adjustment,4886
INV-00000059,2025-03-21,MAT-007,WH-003,Sales,1499
INV-00000060,2026-03-29,MAT-005,WH-003,Adjustment,4137
INV-00000061,2026-05-26,MAT-007,WH-003,Return,15
INV-00000062,2025-04-19,MAT-009,WH-003,Production Consumption,2199
INV-00000063,2026-03-05,MAT-010,WH-003,Return,4993
INV-00000064,2026-06-25,MAT-003,WH-002,Return,4635
INV-00000065,2025-06-22,MAT-006,WH-001,Adjustment,2950
INV-00000066,2026-05-06,MAT-009,WH-003,Purchase,4401
INV-00000067,2026-08-08,MAT-010,WH-001,Adjustment,3338
INV-00000068,2025-01-11,MAT-004,WH-003,Return,3559
INV-00000069,2026-06-20,MAT-006,WH-001,Return,937
INV-00000070,2026-03-13,MAT-007,WH-003,Sales,1540
INV-00000071,2025-06-29,MAT-008,WH-002,Adjustment,1540
INV-00000072,2025-04-09,MAT-007,WH-001,Sales,4074
INV-00000073,2026-08-17,MAT-009,WH-003,Adjustment,3091
INV-00000074,2026-04-24,MAT-005,WH-001,Sales,2270
INV-00000075,2026-01-02,MAT-006,WH-002,Production Consumption,3099
INV-00000076,2026-04-30,MAT-010,WH-002,Return,3794
INV-00000077,2025-03-25,MAT-008,WH-002,Sales,3766
INV-00000078,2025-04-13,MAT-001,WH-001,Sales,3313
INV-00000079,2025-07-11,MAT-005,WH-001,Sales,1823
INV-00000080,2026-03-03,MAT-010,WH-002,Adjustment,1223
INV-00000081,2026-03-09,MAT-003,WH-002,Sales,3362
INV-00000082,2025-12-11,MAT-010,WH-003,Production Consumption,4858
INV-00000083,2026-02-15,MAT-005,WH-002,Adjustment,3446
INV-00000084,2026-05-28,MAT-009,WH-001,Return,3670
INV-00000085,2024-11-15,MAT-001,WH-002,Purchase,3251
INV-00000086,2026-02-01,MAT-005,WH-001,Return,3394
INV-00000087,2024-12-29,MAT-004,WH-002,Production Consumption,4774
INV-00000088,2025-02-28,MAT-003,WH-003,Adjustment,5
INV-00000089,2024-12-19,MAT-010,WH-003,Adjustment,2639
INV-00000090,2025-01-11,MAT-003,WH-003,Return,2414
INV-00000091,2026-04-05,MAT-006,WH-001,Production Consumption,1658
INV-00000092,2025-06-11,MAT-005,WH-001,Sales,1846
INV-00000093,2024-12-18,MAT-001,WH-001,Adjustment,538
INV-00000094,2026-03-24,MAT-002,WH-002,Purchase,754
INV-00000095,2025-12-28,MAT-009,WH-002,Purchase,2596
INV-00000096,2025-09-14,MAT-004,WH-003,Production Consumption,1313
INV-00000097,2026-05-22,MAT-008,WH-003,Return,1362
INV-00000098,2025-12-12,MAT-008,WH-001,Return,4246
INV-00000099,2026-04-20,MAT-002,WH-003,Purchase,3769
INV-00000100,2025-11-09,MAT-006,WH-002,Return,2053
INV-00000101,2025-01-22,MAT-009,WH-003,Production Consumption,1426
INV-00000102,2026-07-13,MAT-003,WH-003,Sales,2614
INV-00000103,2026-04-24,MAT-004,WH-002,Return,3351
INV-00000104,2025-05-27,MAT-005,WH-002,Production Consumption,3078
INV-00000105,2025-09-05,MAT-007,WH-001,Purchase,173
INV-00000106,2024-10-05,MAT-006,WH-001,Production Consumption,3922
INV-00000107,2024-12-04,MAT-010,WH-002,Adjustment,4743
INV-00000108,2024-10-29,MAT-002,WH-001,Production Consumption,3623
INV-00000109,2025-04-25,MAT-001,WH-002,Purchase,4114
INV-00000110,2025-11-26,MAT-008,WH-001,Adjustment,2321
INV-00000111,2025-03-11,MAT-004,WH-003,Adjustment,2070
INV-00000112,2024-09-16,MAT-006,WH-001,Production Consumption,677
INV-00000113,2025-05-20,MAT-005,WH-001,Production Consumption,772
INV-00000114,2024-12-30,MAT-005,WH-001,Production Consumption,2530
INV-00000115,2026-03-25,MAT-009,WH-002,Production Consumption,1869
INV-00000116,2026-07-18,MAT-009,WH-002,Purchase,993
INV-00000117,2025-09-09,MAT-001,WH-002,Production Consumption,4319
INV-00000118,2025-12-12,MAT-006,WH-001,Production Consumption,4573
INV-00000119,2026-06-24,MAT-006,WH-001,Adjustment,4746
INV-00000120,2026-03-25,MAT-010,WH-003,Return,1483
INV-00000121,2026-08-02,MAT-004,WH-002,Sales,1562
INV-00000122,2026-03-28,MAT-009,WH-003,Adjustment,2664
INV-00000123,2026-03-20,MAT-009,WH-003,Adjustment,714
INV-00000124,2024-12-18,MAT-007,WH-002,Purchase,1638
INV-00000125,2026-05-15,MAT-010,WH-002,Production Consumption,3429
INV-00000126,2026-03-18,MAT-001,WH-003,Return,2577
INV-00000127,2026-03-02,MAT-008,WH-001,Production Consumption,1349
INV-00000128,2026-02-18,MAT-002,WH-002,Sales,721
INV-00000129,2026-07-06,MAT-001,WH-001,Adjustment,2531
INV-00000130,2025-05-04,MAT-008,WH-001,Sales,4413
INV-00000131,2026-04-25,MAT-006,WH-001,Production Consumption,159
INV-00000132,2025-12-08,MAT-010,WH-003,Purchase,559
INV-00000133,2025-03-06,MAT-006,WH-002,Return,2035
INV-00000134,2025-09-21,MAT-004,WH-001,Adjustment,928
INV-00000135,2024-10-17,MAT-008,WH-001,Purchase,134
INV-00000136,2026-03-28,MAT-007,WH-001,Adjustment,4441
INV-00000137,2026-01-12,MAT-002,WH-001,Production Consumption,2053
INV-00000138,2026-03-02,MAT-006,WH-001,Purchase,548
INV-00000139,2025-07-03,MAT-007,WH-001,Return,1405
INV-00000140,2025-08-06,MAT-002,WH-003,Production Consumption,4597
INV-00000141,2025-05-27,MAT-007,WH-003,Purchase,755
INV-00000142,2025-02-28,MAT-002,WH-001,Purchase,654
INV-00000143,2024-10-30,MAT-006,WH-002,Production Consumption,4980
INV-00000144,2025-10-25,MAT-005,WH-002,Adjustment,994
INV-00000145,2025-12-01,MAT-002,WH-002,Adjustment,3866
INV-00000146,2026-08-13,MAT-001,WH-003,Production Consumption,1727
INV-00000147,2025-06-26,MAT-006,WH-001,Purchase,1390
INV-00000148,2025-01-19,MAT-002,WH-001,Return,1936
INV-00000149,2024-10-29,MAT-006,WH-003,Sales,3498
INV-00000150,2026-01-05,MAT-008,WH-003,Purchase,2591
INV-00000151,2026-04-06,MAT-008,WH-001,Purchase,4424
INV-00000152,2024-12-05,MAT-002,WH-002,Adjustment,5
INV-00000153,2024-10-15,MAT-010,WH-001,Production Consumption,1532
INV-00000154,2026-07-04,MAT-002,WH-002,Purchase,4130
INV-00000155,2025-12-14,MAT-002,WH-002,Return,1892
INV-00000156,2025-06-02,MAT-007,WH-001,Production Consumption,242
INV-00000157,2026-02-25,MAT-006,WH-001,Adjustment,55
INV-00000158,2026-01-19,MAT-010,WH-001,Sales,4818
INV-00000159,2025-05-24,MAT-010,WH-002,Sales,959
INV-00000160,2026-06-18,MAT-007,WH-002,Purchase,760
INV-00000161,2024-11-29,MAT-004,WH-003,Return,2389
INV-00000162,2025-09-15,MAT-008,WH-002,Adjustment,3811
INV-00000163,2025-12-15,MAT-003,WH-003,Purchase,4545
INV-00000164,2026-06-03,MAT-008,WH-001,Production Consumption,589
INV-00000165,2025-10-16,MAT-002,WH-002,Adjustment,835
INV-00000166,2024-09-23,MAT-005,WH-001,Adjustment,714
INV-00000167,2024-12-22,MAT-001,WH-002,Production Consumption,4007
INV-00000168,2024-10-08,MAT-010,WH-003,Sales,4460
INV-00000169,2025-12-16,MAT-003,WH-001,Adjustment,3082
INV-00000170,2025-10-01,MAT-008,WH-003,Adjustment,2230
INV-00000171,2025-08-23,MAT-009,WH-003,Purchase,148
INV-00000172,2025-09-14,MAT-003,WH-002,Production Consumption,20
INV-00000173,2025-02-01,MAT-002,WH-002,Adjustment,2996
INV-00000174,2025-12-14,MAT-009,WH-001,Production Consumption,5
INV-00000175,2025-06-05,MAT-004,WH-003,Sales,2070
INV-00000176,2026-07-04,MAT-005,WH-001,Return,602
INV-00000177,2025-12-03,MAT-002,WH-002,Return,2666
INV-00000178,2026-06-29,MAT-003,WH-003,Production Consumption,4177
INV-00000179,2025-04-16,MAT-010,WH-002,Adjustment,1153
INV-00000180,2026-05-18,MAT-003,WH-002,Purchase,163
INV-00000181,2025-01-19,MAT-007,WH-003,Production Consumption,4901
INV-00000182,2025-11-19,MAT-002,WH-002,Purchase,2371
INV-00000183,2025-10-08,MAT-009,WH-003,Sales,1164
INV-00000184,2024-08-30,MAT-005,WH-003,Adjustment,2858
INV-00000185,2024-11-22,MAT-004,WH-002,Purchase,2444
INV-00000186,2025-08-14,MAT-001,WH-002,Production Consumption,1180
INV-00000187,2025-05-02,MAT-003,WH-002,Sales,2103
INV-00000188,2025-02-07,MAT-002,WH-002,Production Consumption,3168
INV-00000189,2025-02-04,MAT-007,WH-001,Adjustment,3062
INV-00000190,2026-02-23,MAT-008,WH-003,Sales,1763
INV-00000191,2026-08-17,MAT-009,WH-001,Return,3005
INV-00000192,2025-09-25,MAT-006,WH-001,Return,1127
INV-00000193,2026-06-22,MAT-004,WH-001,Return,3593
INV-00000194,2025-04-22,MAT-007,WH-002,Purchase,676
INV-00000195,2026-04-07,MAT-007,WH-001,Adjustment,2686
INV-00000196,2025-01-03,MAT-002,WH-002,Sales,4811
INV-00000197,2026-06-22,MAT-002,WH-003,Production Consumption,3614
INV-00000198,2026-02-06,MAT-005,WH-003,Production Consumption,3058
INV-00000199,2025-04-11,MAT-003,WH-003,Production Consumption,3535
INV-00000200,2025-09-02,MAT-006,WH-002,Adjustment,2941
INV-00000201,2025-10-01,MAT-006,WH-003,Purchase,4413
INV-00000202,2026-05-05,MAT-008,WH-003,Sales,160
INV-00000203,2025-04-08,MAT-003,WH-002,Production Consumption,4507
INV-00000204,2025-04-26,MAT-004,WH-001,Sales,544
INV-00000205,2026-03-27,MAT-008,WH-003,Production Consumption,3430
INV-00000206,2025-05-14,MAT-007,WH-003,Adjustment,4159
INV-00000207,2025-09-20,MAT-007,WH-002,Production Consumption,2609
INV-00000208,2025-12-22,MAT-004,WH-001,Sales,2660
INV-00000209,2026-05-03,MAT-006,WH-001,Adjustment,2174
INV-00000210,2024-08-29,MAT-002,WH-002,Purchase,1981
INV-00000211,2026-07-06,MAT-006,WH-003,Purchase,2213
INV-00000212,2026-03-05,MAT-008,WH-001,Sales,2569
INV-00000213,2026-02-20,MAT-001,WH-003,Sales,3632
INV-00000214,2025-05-25,MAT-002,WH-002,Sales,2372
INV-00000215,2025-03-12,MAT-006,WH-002,Return,4768
INV-00000216,2024-12-26,MAT-001,WH-001,Return,182
INV-00000217,2025-07-01,MAT-002,WH-001,Production Consumption,2723
INV-00000218,2026-04-13,MAT-002,WH-002,Purchase,419
INV-00000219,2026-02-06,MAT-009,WH-001,Production Consumption,3362
INV-00000220,2025-08-08,MAT-003,WH-001,Purchase,1255
INV-00000221,2025-03-29,MAT-002,WH-001,Production Consumption,2957
INV-00000222,2026-06-03,MAT-001,WH-002,Production Consumption,2424
INV-00000223,2025-02-05,MAT-006,WH-001,Sales,3475
INV-00000224,2025-11-23,MAT-005,WH-003,Purchase,3414
INV-00000225,2025-08-29,MAT-002,WH-001,Adjustment,694
INV-00000226,2026-04-28,MAT-003,WH-002,Return,4716
INV-00000227,2026-04-18,MAT-009,WH-003,Purchase,4073
INV-00000228,2025-07-04,MAT-009,WH-003,Sales,4522
INV-00000229,2026-01-18,MAT-008,WH-001,Return,1091
INV-00000230,2026-08-02,MAT-010,WH-002,Sales,3461
INV-00000231,2024-10-26,MAT-005,WH-002,Sales,1275
INV-00000232,2025-07-12,MAT-006,WH-001,Purchase,4941
INV-00000233,2026-05-26,MAT-002,WH-003,Return,3284
INV-00000234,2026-04-13,MAT-009,WH-003,Return,1472
INV-00000235,2025-09-26,MAT-003,WH-001,Purchase,1411
INV-00000236,2025-11-01,MAT-001,WH-003,Purchase,2817
INV-00000237,2026-05-30,MAT-001,WH-001,Production Consumption,133
INV-00000238,2025-01-29,MAT-005,WH-001,Production Consumption,4127
INV-00000239,2025-04-21,MAT-001,WH-001,Adjustment,1333
INV-00000240,2026-08-03,MAT-006,WH-002,Production Consumption,345
INV-00000241,2024-08-26,MAT-007,WH-003,Sales,8
INV-00000242,2024-12-21,MAT-003,WH-003,Sales,424
INV-00000243,2024-09-23,MAT-009,WH-003,Adjustment,1781
INV-00000244,2025-01-31,MAT-001,WH-002,Purchase,3676
INV-00000245,2025-05-07,MAT-003,WH-003,Return,4947
INV-00000246,2025-06-25,MAT-004,WH-001,Return,1899
INV-00000247,2026-08-07,MAT-003,WH-003,Purchase,3779
INV-00000248,2025-05-24,MAT-002,WH-003,Return,1088
INV-00000249,2026-06-04,MAT-010,WH-002,Return,4208
INV-00000250,2025-03-06,MAT-003,WH-001,Adjustment,2195
INV-00000251,2025-08-24,MAT-007,WH-002,Production Consumption,4813
INV-00000252,2025-04-20,MAT-002,WH-003,Production Consumption,3278
INV-00000253,2026-07-24,MAT-009,WH-002,Sales,3237
INV-00000254,2025-05-28,MAT-007,WH-003,Purchase,4647
INV-00000255,2026-03-28,MAT-005,WH-001,Sales,4411
INV-00000256,2026-02-19,MAT-002,WH-003,Purchase,988
INV-00000257,2025-12-23,MAT-004,WH-003,Sales,3024
INV-00000258,2024-10-07,MAT-003,WH-003,Production Consumption,4852
INV-00000259,2025-03-31,MAT-007,WH-001,Production Consumption,377
INV-00000260,2025-09-24,MAT-005,WH-003,Purchase,2034
INV-00000261,2026-07-07,MAT-006,WH-001,Return,1206
INV-00000262,2024-12-17,MAT-008,WH-003,Production Consumption,2971
INV-00000263,2024-10-11,MAT-003,WH-003,Return,1887
INV-00000264,2026-03-18,MAT-005,WH-003,Return,1429
INV-00000265,2026-06-17,MAT-006,WH-001,Adjustment,2099
INV-00000266,2026-04-24,MAT-005,WH-002,Adjustment,4803
INV-00000267,2025-03-10,MAT-005,WH-001,Return,2594
INV-00000268,2024-11-24,MAT-008,WH-003,Production Consumption,4846
INV-00000269,2024-08-30,MAT-004,WH-001,Adjustment,3931
INV-00000270,2026-04-08,MAT-001,WH-003,Sales,1474
INV-00000271,2026-03-16,MAT-006,WH-001,Adjustment,1262
INV-00000272,2025-05-22,MAT-008,WH-002,Production Consumption,1758
INV-00000273,2025-12-01,MAT-010,WH-002,Return,4649
INV-00000274,2025-05-04,MAT-004,WH-001,Adjustment,851
INV-00000275,2026-01-06,MAT-003,WH-003,Production Consumption,3987
INV-00000276,2026-06-15,MAT-007,WH-002,Purchase,1351
INV-00000277,2025-01-13,MAT-009,WH-001,Production Consumption,127
INV-00000278,2026-06-24,MAT-001,WH-002,Purchase,4404
INV-00000279,2025-01-19,MAT-002,WH-002,Adjustment,3959
INV-00000280,2025-11-06,MAT-001,WH-003,Return,3840
INV-00000281,2026-07-08,MAT-003,WH-002,Sales,2507
INV-00000282,2025-01-18,MAT-005,WH-003,Adjustment,1286
INV-00000283,2026-07-09,MAT-009,WH-002,Return,1354
INV-00000284,2025-06-05,MAT-001,WH-002,Production Consumption,3095
INV-00000285,2025-05-26,MAT-003,WH-003,Production Consumption,687
INV-00000286,2024-11-24,MAT-009,WH-001,Adjustment,4627
INV-00000287,2025-02-11,MAT-009,WH-003,Return,42
INV-00000288,2024-12-06,MAT-002,WH-001,Sales,967
INV-00000289,2026-01-06,MAT-003,WH-001,Adjustment,2248
INV-00000290,2025-01-04,MAT-003,WH-003,Adjustment,3934
INV-00000291,2025-04-09,MAT-001,WH-002,Production Consumption,2784
INV-00000292,2026-05-31,MAT-010,WH-002,Purchase,1965
INV-00000293,2025-06-16,MAT-005,WH-003,Purchase,3757
INV-00000294,2025-06-26,MAT-001,WH-003,Adjustment,4969
INV-00000295,2025-10-06,MAT-005,WH-001,Purchase,3764
INV-00000296,2026-02-11,MAT-006,WH-003,Sales,3432
INV-00000297,2025-07-22,MAT-004,WH-003,Return,3608
INV-00000298,2025-03-08,MAT-009,WH-003,Sales,2463
INV-00000299,2025-06-08,MAT-005,WH-003,Purchase,313
INV-00000300,2025-01-17,MAT-003,WH-003,Adjustment,1852
INV-00000301,2024-10-27,MAT-006,WH-003,Adjustment,2113
INV-00000302,2025-03-18,MAT-005,WH-001,Sales,1504
INV-00000303,2025-12-18,MAT-009,WH-003,Return,290
INV-00000304,2024-08-30,MAT-009,WH-003,Purchase,2105
INV-00000305,2026-04-07,MAT-001,WH-003,Adjustment,3888
INV-00000306,2026-08-12,MAT-006,WH-003,Adjustment,3522
INV-00000307,2026-01-27,MAT-007,WH-002,Adjustment,826
INV-00000308,2026-08-03,MAT-005,WH-001,Purchase,4564
INV-00000309,2024-11-14,MAT-003,WH-002,Production Consumption,4975
INV-00000310,2025-12-11,MAT-001,WH-002,Adjustment,4737
INV-00000311,2025-11-28,MAT-008,WH-001,Purchase,2731
INV-00000312,2026-07-13,MAT-009,WH-001,Production Consumption,852
INV-00000313,2026-06-02,MAT-001,WH-002,Purchase,4754
INV-00000314,2025-02-06,MAT-004,WH-002,Purchase,4340
INV-00000315,2026-07-26,MAT-007,WH-001,Purchase,2133
INV-00000316,2026-07-13,MAT-009,WH-003,Purchase,3375
INV-00000317,2024-12-20,MAT-005,WH-001,Purchase,1793
INV-00000318,2026-07-12,MAT-001,WH-001,Purchase,1324
INV-00000319,2025-02-27,MAT-003,WH-001,Sales,4566
INV-00000320,2024-12-26,MAT-006,WH-003,Adjustment,3459
INV-00000321,2025-10-21,MAT-004,WH-003,Sales,3807
INV-00000322,2025-02-17,MAT-004,WH-001,Sales,4754
INV-00000323,2025-07-15,MAT-004,WH-003,Return,636
INV-00000324,2026-02-15,MAT-006,WH-003,Purchase,2882
INV-00000325,2026-03-02,MAT-010,WH-003,Purchase,1087
INV-00000326,2025-06-06,MAT-003,WH-003,Sales,1346
INV-00000327,2024-09-17,MAT-004,WH-002,Adjustment,2618
INV-00000328,2025-09-18,MAT-001,WH-001,Production Consumption,12
INV-00000329,2025-07-24,MAT-001,WH-002,Adjustment,1266
INV-00000330,2025-09-19,MAT-004,WH-003,Production Consumption,4245
INV-00000331,2024-10-08,MAT-004,WH-001,Adjustment,412
INV-00000332,2024-11-23,MAT-009,WH-003,Sales,1883
INV-00000333,2025-01-26,MAT-009,WH-003,Production Consumption,4203
INV-00000334,2025-10-23,MAT-008,WH-003,Return,2902
INV-00000335,2025-11-20,MAT-003,WH-001,Purchase,4070
INV-00000336,2024-12-13,MAT-007,WH-003,Adjustment,1121
INV-00000337,2026-02-28,MAT-005,WH-002,Sales,1982
INV-00000338,2025-12-05,MAT-010,WH-001,Return,2032
INV-00000339,2024-12-01,MAT-005,WH-001,Production Consumption,2457
INV-00000340,2025-01-11,MAT-002,WH-001,Adjustment,2656
INV-00000341,2025-07-28,MAT-009,WH-002,Production Consumption,4984
INV-00000342,2025-10-27,MAT-002,WH-003,Sales,1660
INV-00000343,2026-06-18,MAT-007,WH-001,Adjustment,1044
INV-00000344,2026-08-20,MAT-010,WH-001,Adjustment,1297
INV-00000345,2026-02-27,MAT-008,WH-003,Purchase,357
INV-00000346,2025-07-25,MAT-010,WH-002,Purchase,4554
INV-00000347,2025-09-17,MAT-010,WH-003,Return,1946
INV-00000348,2025-07-25,MAT-003,WH-001,Production Consumption,2406
INV-00000349,2025-12-08,MAT-010,WH-003,Production Consumption,636
INV-00000350,2024-12-15,MAT-002,WH-003,Adjustment,4253
INV-00000351,2025-01-22,MAT-004,WH-001,Adjustment,2535
INV-00000352,2026-01-03,MAT-001,WH-002,Sales,4284
INV-00000353,2026-06-22,MAT-008,WH-001,Return,1351
INV-00000354,2026-07-12,MAT-002,WH-002,Purchase,2770
INV-00000355,2025-04-10,MAT-001,WH-003,Sales,3283
INV-00000356,2025-01-24,MAT-003,WH-002,Production Consumption,1524
INV-00000357,2025-12-21,MAT-009,WH-002,Purchase,2875
INV-00000358,2024-12-03,MAT-004,WH-002,Production Consumption,276
INV-00000359,2024-11-10,MAT-009,WH-001,Adjustment,4057
INV-00000360,2024-09-23,MAT-010,WH-002,Adjustment,2793
INV-00000361,2026-02-28,MAT-006,WH-001,Purchase,3462
INV-00000362,2026-01-19,MAT-007,WH-001,Sales,3146
INV-00000363,2026-05-07,MAT-007,WH-003,Adjustment,278
INV-00000364,2024-10-20,MAT-007,WH-003,Sales,4156
INV-00000365,2025-09-10,MAT-006,WH-003,Production Consumption,1087
INV-00000366,2026-08-05,MAT-002,WH-002,Return,3123
INV-00000367,2026-05-19,MAT-010,WH-003,Return,4037
INV-00000368,2026-03-13,MAT-007,WH-001,Return,372
INV-00000369,2025-02-24,MAT-001,WH-001,Purchase,3728
INV-00000370,2025-03-28,MAT-005,WH-002,Purchase,1988
INV-00000371,2025-08-25,MAT-004,WH-002,Return,1354
INV-00000372,2026-02-19,MAT-002,WH-001,Purchase,3070
INV-00000373,2026-08-16,MAT-002,WH-002,Purchase,626
INV-00000374,2026-06-04,MAT-009,WH-003,Return,1256
INV-00000375,2026-03-13,MAT-006,WH-002,Purchase,1849
INV-00000376,2025-04-22,MAT-002,WH-003,Production Consumption,2013
INV-00000377,2025-11-19,MAT-006,WH-001,Return,1967
INV-00000378,2026-07-09,MAT-010,WH-003,Adjustment,2808
INV-00000379,2025-03-12,MAT-008,WH-002,Adjustment,1140
INV-00000380,2025-06-05,MAT-001,WH-001,Adjustment,1770
INV-00000381,2025-06-08,MAT-003,WH-002,Adjustment,3162
INV-00000382,2025-10-25,MAT-001,WH-003,Production Consumption,4550
INV-00000383,2026-06-27,MAT-004,WH-002,Purchase,2450
INV-00000384,2025-01-21,MAT-007,WH-001,Sales,738
INV-00000385,2026-02-05,MAT-004,WH-003,Adjustment,238
INV-00000386,2025-02-18,MAT-002,WH-001,Adjustment,4834
INV-00000387,2026-01-26,MAT-009,WH-002,Production Consumption,1506
INV-00000388,2026-05-14,MAT-003,WH-002,Purchase,1376
INV-00000389,2024-12-07,MAT-008,WH-002,Production Consumption,4897
INV-00000390,2026-07-09,MAT-001,WH-001,Sales,1916
INV-00000391,2025-11-04,MAT-009,WH-003,Adjustment,546
INV-00000392,2026-01-09,MAT-002,WH-001,Sales,2308
INV-00000393,2026-08-14,MAT-005,WH-001,Sales,1467
INV-00000394,2024-10-12,MAT-010,WH-001,Adjustment,1561
INV-00000395,2024-11-03,MAT-008,WH-001,Purchase,2186
INV-00000396,2026-03-19,MAT-003,WH-002,Sales,4989
INV-00000397,2025-05-27,MAT-009,WH-001,Production Consumption,3043
INV-00000398,2024-10-05,MAT-007,WH-003,Production Consumption,1182
INV-00000399,2026-06-05,MAT-004,WH-001,Adjustment,4023
INV-00000400,2026-07-03,MAT-006,WH-002,Purchase,568
INV-00000401,2024-11-21,MAT-002,WH-003,Purchase,1245
INV-00000402,2025-04-18,MAT-002,WH-002,Adjustment,1297
INV-00000403,2024-09-26,MAT-003,WH-001,Production Consumption,2844
INV-00000404,2025-08-20,MAT-007,WH-003,Production Consumption,2975
INV-00000405,2026-01-09,MAT-004,WH-002,Sales,210
INV-00000406,2026-02-25,MAT-003,WH-001,Return,2283
INV-00000407,2024-10-10,MAT-005,WH-003,Production Consumption,3616
INV-00000408,2026-01-24,MAT-001,WH-001,Return,4630
INV-00000409,2025-10-15,MAT-009,WH-001,Production Consumption,271
INV-00000410,2026-06-18,MAT-003,WH-003,Adjustment,4602
INV-00000411,2025-04-04,MAT-010,WH-002,Adjustment,533
INV-00000412,2026-07-21,MAT-004,WH-002,Return,3851
INV-00000413,2026-05-02,MAT-005,WH-002,Adjustment,119
INV-00000414,2024-10-03,MAT-010,WH-003,Sales,1875
INV-00000415,2026-05-20,MAT-004,WH-001,Production Consumption,2288
INV-00000416,2025-04-08,MAT-004,WH-001,Adjustment,3622
INV-00000417,2025-11-22,MAT-006,WH-001,Purchase,421
INV-00000418,2025-05-28,MAT-004,WH-002,Sales,4085
INV-00000419,2026-03-26,MAT-004,WH-001,Return,1613
INV-00000420,2026-01-02,MAT-007,WH-003,Return,4159
INV-00000421,2024-11-22,MAT-010,WH-002,Purchase,2563
INV-00000422,2025-04-07,MAT-001,WH-001,Production Consumption,2831
INV-00000423,2025-11-30,MAT-003,WH-002,Production Consumption,1726
