usage_id,production_id,material_id,quantity_used,unit_cost,usage_date
USE-00000081,PROD-00218957,MAT-001,810.97,268.73,2024-11-08
USE-00000082,PROD-00234670,MAT-003,121.07,257.14,2026-06-17
USE-00000083,PROD-00055180,MAT-003,233.04,171.66,2025-05-28
USE-00000084,PROD-00252308,MAT-008,820.2,95.87,2026-01-25
USE-00000085,PROD-00195506,MAT-003,689.27,180.88,2024-10-22
USE-00000086,PROD-00113939,MAT-001,726.1,438.79,2026-02-27
USE-00000087,PROD-00146031,MAT-010,827.33,125.96,2024-11-25
USE-00000088,PROD-00113951,MAT-004,146.82,148.9,2025-06-09
USE-00000089,PROD-00173351,MAT-009,838.58,89.84,2025-11-24
USE-00000090,PROD-00200059,MAT-001,978.16,34.06,2025-07-31
USE-00000091,PROD-00030513,MAT-003,853.7,375.89,2026-07-12
USE-00000092,PROD-00090596,MAT-006,23.34,220.41,2026-04-26
USE-00000093,PROD-00263789,MAT-002,833.27,375.0,2024-08-27
USE-00000094,PROD-00248195,MAT-003,676.93,329.28,2026-01-18
USE-00000095,PROD-00091379,MAT-007,164.83,183.3,2025-11-27
USE-00000096,PROD-00255096,MAT-006,76.31,381.63,2026-06-12
USE-00000097,PROD-00238875,MAT-008,523.3,391.29,2026-07-06
USE-00000098,PROD-00225158,MAT-010,490.15,47.58,2026-06-02
USE-00000099,PROD-00001835,MAT-009,255.34,486.98,2024-09-25
USE-00000100,PROD-00230330,MAT-007,102.05,16.43,2025-12-19
USE-00000101,PROD-00067692,MAT-006,988.03,98.99,2024-12-11
USE-00000102,PROD-00074695,MAT-009,414.65,245.09,2025-05-16
USE-00000103,PROD-00212065,MAT-010,443.97,267.23,2026-04-21
USE-00000104,PROD-00290080,MAT-005,937.09,225.08,2025-09-11
USE-00000105,PROD-00139592,MAT-003,32.66,330.49,2025-04-27
USE-00000106,PROD-00104270,MAT-001,348.2,483.8,2025-11-09
USE-00000107,PROD-00063032,MAT-004,266.0,484.01,2025-02-04
USE-00000108,PROD-00114297,MAT-009,933.53,164.18,2024-12-04
USE-00000109,PROD-00139759,MAT-008,409.21,180.7,2025-05-01
USE-00000110,PROD-00047103,MAT-003,167.95,199.13,2026-06-17
USE-00000111,PROD-00182941,MAT-007,218.34,383.57,2025-12-27
USE-00000112,PROD-00037415,MAT-007,612.42,13.9,2026-01-01
USE-00000113,PROD-00259410,MAT-009,877.01,444.09,2025-06-30
USE-00000114,PROD-00124479,MAT-010,369.65,337.02,2024-08-28
USE-00000115,PROD-00089833,MAT-007,362.7,55.65,2025-10-30
USE-00000116,PROD-00055926,MAT-001,112.04,136.93,2026-03-13
USE-00000117,PROD-00043512,MAT-001,159.9,477.37,2025-07-26
USE-00000118,PROD-00219397,MAT-001,871.27,434.39,2024-10-24
USE-00000119,PROD-00268913,MAT-010,686.41,159.02,2026-01-08
USE-00000120,PROD-00063622,MAT-006,726.66,474.21,2025-01-11
USE-00000121,PROD-00249786,MAT-009,400.12,72.03,2025-12-06
USE-00000122,PROD-00087066,MAT-007,278.52,110.75,2025-09-13
USE-00000123,PROD-00080914,MAT-003,571.45,372.41,2026-05-18
USE-00000124,PROD-00101725,MAT-005,632.27,117.2,2024-12-23
USE-00000125,PROD-00219983,MAT-008,97.62,80.88,2025-05-25
USE-00000126,PROD-00012337,MAT-003,501.8,214.04,2024-11-18
USE-00000127,PROD-00255977,MAT-007,976.15,331.12,2024-11-16
USE-00000128,PROD-00168082,MAT-008,571.04,150.22,2026-01-16
USE-00000129,PROD-00127561,MAT-008,652.68,415.99,2026-07-23
USE-00000130,PROD-00140912,MAT-009,856.09,12.34,2025-05-20
USE-00000131,PROD-00206153,MAT-008,679.49,457.46,2026-03-16
USE-00000132,PROD-00211685,MAT-002,925.2,322.65,2025-06-04
USE-00000133,PROD-00217206,MAT-003,400.95,323.01,2025-01-12
USE-00000134,PROD-00192380,MAT-005,299.96,382.51,2025-03-27
USE-00000135,PROD-00013159,MAT-001,360.4,352.75,2024-12-17
USE-00000136,PROD-00142409,MAT-002,238.21,175.81,2025-07-17
USE-00000137,PROD-00126243,MAT-003,950.35,73.26,2024-09-04
USE-00000138,PROD-00165844,MAT-006,523.92,481.28,2025-12-21
USE-00000139,PROD-00250602,MAT-005,196.36,229.7,2025-11-02
USE-00000140,PROD-00027683,MAT-005,827.78,60.27,2025-08-02
USE-00000141,PROD-00257496,MAT-008,778.2,460.45,2024-08-28
USE-00000142,PROD-00095915,MAT-009,571.6,284.38,2026-01-15
USE-00000143,PROD-00056144,MAT-001,850.21,226.85,2025-07-22
USE-00000144,PROD-00207638,MAT-008,608.84,59.74,2025-10-31
USE-00000145,PROD-00044385,MAT-004,454.96,42.93,2024-09-05
USE-00000146,PROD-00025218,MAT-002,346.31,251.44,2025-08-19
USE-00000147,PROD-00160519,MAT-009,442.61,273.26,2025-09-28
USE-00000148,PROD-00153949,MAT-005,347.53,343.49,2026-02-25
USE-00000149,PROD-00251681,MAT-005,48.25,332.24,2026-04-25
USE-00000150,PROD-00255997,MAT-006,893.01,466.2,2026-01-16
USE-00000151,PROD-00020405,MAT-008,643.81,119.61,2026-05-27
USE-00000152,PROD-00236399,MAT-004,795.94,235.82,2024-12-16
USE-00000153,PROD-00099372,MAT-006,559.93,309.75,2026-06-22
USE-00000154,PROD-00172805,MAT-001,889.45,342.94,2024-10-14
USE-00000155,PROD-00104941,MAT-010,337.06,103.39,2025-12-31
USE-00000156,PROD-00170300,MAT-006,742.17,241.44,2026-08-06
USE-00000157,PROD-00190564,MAT-009,181.25,12.95,2026-01-25
USE-00000158,PROD-00060695,MAT-003,795.39,390.53,2025-04-27
USE-00000159,PROD-00143726,MAT-006,10.31,360.89,2024-12-09
USE-00000160,PROD-00289946,MAT-004,519.21,361.03,2025-02-09
USE-00000161,PROD-00276725,MAT-004,981.22,262.65,2025-08-06
USE-00000162,PROD-00263259,MAT-001,291.45,298.27,2025-08-15
USE-00000163,PROD-00046803,MAT-008,209.28,366.1,2025-10-16
USE-00000164,PROD-00165184,MAT-006,221.97,339.37,2024-11-02
USE-00000165,PROD-00230823,MAT-004,653.25,439.46,2026-07-05
USE-00000166,PROD-00040070,MAT-006,679.83,164.13,2025-01-15
USE-00000167,PROD-00126573,MAT-005,44.46,360.51,2025-11-09
USE-00000168,PROD-00282395,MAT-008,167.48,182.34,2025-07-15
USE-00000169,PROD-00058501,MAT-002,475.31,48.23,2025-03-30
USE-00000170,PROD-00242414,MAT-006,98.8,319.56,2024-09-29
USE-00000171,PROD-00241525,MAT-010,383.19,285.3,2025-10-20
USE-00000172,PROD-00050978,MAT-010,296.29,332.15,2025-06-02
USE-00000173,PROD-00284245,MAT-001,87.97,96.5,2024-10-26
USE-00000174,PROD-00069928,MAT-005,331.61,215.28,2024-08-25
USE-00000175,PROD-00209850,MAT-004,356.56,435.03,2025-06-28
USE-00000176,PROD-00140553,MAT-007,459.28,164.08,2024-12-24
USE-00000177,PROD-00215420,MAT-008,319.08,96.88,2026-03-10
USE-00000178,PROD-00031410,MAT-008,828.06,80.09,2026-03-13
USE-00000179,PROD-00256454,MAT-001,723.81,206.02,2025-05-29
USE-00000180,PROD-00125562,MAT-003,511.3,25.83,2024-08-27
USE-00000181,PROD-00087102,MAT-008,323.86,79.84,2025-04-01
USE-00000182,PROD-00216921,MAT-009,819.45,414.79,2024-11-29
USE-00000183,PROD-00094436,MAT-004,603.3,390.22,2026-08-19
USE-00000184,PROD-00136748,MAT-004,651.9,498.49,2026-02-23
USE-00000185,PROD-00243025,MAT-009,199.75,235.04,2026-05-04
USE-00000186,PROD-00011374,MAT-009,943.84,382.4,2024-10-05
USE-00000187,PROD-00299925,MAT-005,519.59,35.16,2024-11-21
USE-00000188,PROD-00086877,MAT-002,715.68,80.12,2025-04-13
USE-00000189,PROD-00121632,MAT-005,794.07,323.09,2026-04-06
USE-00000190,PROD-00050338,MAT-006,518.53,257.12,2025-06-26
USE-00000191,PROD-00083046,MAT-010,100.93,43.29,2024-09-01
USE-00000192,PROD-00048492,MAT-007,560.12,379.74,2026-05-31
USE-00000193,PROD-00215162,MAT-005,286.37,376.77,2025-04-25
USE-00000194,PROD-00287648,MAT-001,950.93,318.06,2025-01-28
USE-00000195,PROD-00268155,MAT-005,64.3,286.93,2025-10-30
USE-00000196,PROD-00141847,MAT-010,456.68,63.1,2024-09-10
USE-00000197,PROD-00053093,MAT-004,957.06,87.51,2025-06-27
USE-00000198,PROD-00072719,MAT-003,253.97,135.94,2025-07-11
USE-00000199,PROD-00154624,MAT-008,464.28,337.85,2025-12-28
USE-00000200,PROD-00232470,MAT-003,400.2,348.32,2025-02-26
USE-00000201,PROD-00190599,MAT-010,16.54,362.61,2026-01-19
USE-00000202,PROD-00122853,MAT-009,540.17,488.95,2024-08-31
USE-00000203,PROD-00178395,MAT-010,198.7,263.46,2025-09-17
USE-00000204,PROD-00184204,MAT-010,98.97,86.56,2025-01-10
USE-00000205,PROD-00262517,MAT-004,430.25,228.46,2026-07-24
USE-00000206,PROD-00140879,MAT-010,236.84,448.05,2025-06-23
USE-00000207,PROD-00253470,MAT-003,486.99,244.73,2025-06-09
USE-00000208,PROD-00079451,MAT-008,875.16,476.81,2024-11-18
USE-00000209,PROD-00107447,MAT-010,73.71,480.28,2025-02-02
USE-00000210,PROD-00168557,MAT-006,466.01,322.76,2025-03-19
USE-00000211,PROD-00257762,MAT-001,263.41,388.79,2025-03-09
USE-00000212,PROD-00105486,MAT-007,544.85,78.33,2024-12-24
USE-00000213,PROD-00233328,MAT-010,528.2,303.19,2026-08-20
USE-00000214,PROD-00213297,MAT-002,354.56,56.8,2024-12-17
USE-00000215,PROD-00199503,MAT-008,630.01,54.83,2026-05-10
USE-00000216,PROD-00008142,MAT-002,435.86,308.43,2025-05-09
USE-00000217,PROD-00248355,MAT-010,247.93,98.72,2024-10-29
USE-00000218,PROD-00138138,MAT-009,584.75,355.43,2026-05-20
USE-00000219,PROD-00217982,MAT-010,250.75,335.71,2025-06-01
USE-00000220,PROD-00022619,MAT-002,429.6,168.63,2025-10-04
USE-00000221,PROD-00104090,MAT-009,490.73,240.48,2026-01-26
USE-00000222,PROD-00177855,MAT-009,424.87,456.83,2025-10-31
USE-00000223,PROD-00245382,MAT-001,506.54,114.29,2025-03-06
USE-00000224,PROD-00089573,MAT-003,524.79,435.49,2025-03-19
USE-00000225,PROD-00004148,MAT-005,611.74,291.8,2026-06-14
USE-00000226,PROD-00031633,MAT-004,829.11,321.54,2025-03-04
USE-00000227,PROD-00250930,MAT-003,629.64,130.27,2025-05-25
USE-00000228,PROD-00250939,MAT-001,183.85,19.07,2026-08-10
USE-00000229,PROD-00185394,MAT-003,617.48,193.95,2025-08-29
USE-00000230,PROD-00083093,MAT-005,45.3,105.32,2025-08-02
USE-00000231,PROD-00236978,MAT-005,136.95,140.11,2026-06-13
USE-00000232,PROD-00249703,MAT-009,633.61,467.13,2025-02-17
USE-00000233,PROD-00174522,MAT-006,455.93,242.8,2025-03-11
USE-00000234,PROD-00064063,MAT-007,226.76,97.21,2025-02-07
USE-00000235,PROD-00189175,MAT-008,463.48,438.44,2024-10-05
USE-00000236,PROD-00079315,MAT-002,42.35,37.41,2024-10-03
USE-00000237,PROD-00057250,MAT-007,603.95,346.79,2025-07-09
USE-00000238,PROD-00163076,MAT-003,799.33,214.84,2025-08-14
USE-00000239,PROD-00067999,MAT-004,518.89,373.25,2024-11-13
USE-00000240,PROD-00180280,MAT-005,750.87,228.63,2026-04-08
USE-00000241,PROD-00122513,MAT-007,619.07,365.72,2026-05-11
USE-00000242,PROD-00149447,MAT-001,62.76,224.85,2025-07-03
USE-00000243,PROD-00049044,MAT-009,91.72,179.62,2025-05-11
USE-00000244,PROD-00146369,MAT-001,808.07,448.23,2026-03-21
USE-00000245,PROD-00239735,MAT-010,640.12,449.57,2025-11-11
USE-00000246,PROD-00114962,MAT-002,325.6,494.01,2026-02-02
USE-00000247,PROD-00278961,MAT-004,353.67,29.65,2025-08-25
USE-00000248,PROD-00142493,MAT-007,942.36,490.65,2025-03-25
USE-00000249,PROD-00173268,MAT-009,907.98,338.3,2025-07-03
USE-00000250,PROD-00053068,MAT-005,563.52,161.17,2026-06-22
USE-00000251,PROD-00221827,MAT-003,290.16,56.15,2026-03-04
USE-00000252,PROD-00054877,MAT-009,664.64,118.9,2026-05-09
USE-00000253,PROD-00070555,MAT-003,665.92,260.91,2025-02-11
USE-00000254,PROD-00198709,MAT-008,485.34,373.81,2025-10-06
USE-00000255,PROD-00157684,MAT-010,756.28,73.22,2026-03-05
USE-00000256,PROD-00276983,MAT-004,217.47,103.3,2026-07-30
USE-00000257,PROD-00201506,MAT-009,432.79,351.87,2025-03-01
USE-00000258,PROD-00165332,MAT-009,19.18,403.5,2026-08-06
USE-00000259,PROD-00287780,MAT-004,577.14,107.94,2025-04-14
USE-00000260,PROD-00202491,MAT-006,232.84,70.91,2025-03-23
USE-00000261,PROD-00122224,MAT-006,995.31,311.81,2026-06-14
USE-00000262,PROD-00125995,MAT-002,153.99,146.32,2025-12-28
USE-00000263,PROD-00242301,MAT-007,34.07,396.81,2025-10-31
USE-00000264,PROD-00192385,MAT-004,603.19,444.98,2026-01-06
USE-00000265,PROD-00219971,MAT-003,115.62,200.45,2025-09-17
USE-00000266,PROD-00205855,MAT-002,458.14,79.14,2025-07-12
USE-00000267,PROD-00086727,MAT-004,974.53,384.6,2026-07-09
USE-00000268,PROD-00200544,MAT-005,834.81,400.15,2025-07-13
USE-00000269,PROD-00296195,MAT-009,367.76,473.65,2026-08-04
USE-00000270,PROD-00151102,MAT-002,922.3,312.54,2025-03-20
USE-00000271,PROD-00053468,MAT-004,14.5,339.66,2026-04-28
USE-00000272,PROD-00069889,MAT-002,364.68,255.22,2025-03-10
USE-00000273,PROD-00189467,MAT-007,996.2,81.45,2025-02-20
USE-00000274,PROD-00291311,MAT-004,391.61,164.0,2025-11-04
USE-00000275,PROD-00058444,MAT-001,93.21,204.71,2026-04-09
USE-00000276,PROD-00063054,MAT-008,804.95,429.39,2026-06-26
USE-00000277,PROD-00036072,MAT-002,334.25,235.33,2025-11-10
USE-00000278,PROD-00175272,MAT-004,225.26,146.61,2025-04-14
USE-00000279,PROD-00192389,MAT-004,861.98,41.43,2026-03-24
USE-00000280,PROD-00094688,MAT-005,213.38,306.51,2024-11-06
USE-00000281,PROD-00228508,MAT-002,926.94,281.59,2025-02-26
USE-00000282,PROD-00175642,MAT-001,950.87,43.46,2025-06-04
USE-00000283,PROD-00068368,MAT-007,937.08,130.11,2025-10-26
USE-00000284,PROD-00164954,MAT-001,583.61,276.98,2026-06-14
USE-00000285,PROD-00169574,MAT-008,643.56,307.92,2026-08-01
USE-00000286,PROD-00094562,MAT-005,455.64,208.02,2026-07-25
USE-00000287,PROD-00063956,MAT-006,233.25,29.11,2025-08-28
USE-00000288,PROD-00252318,MAT-008,751.64,409.41,2024-11-09
USE-00000289,PROD-00285986,MAT-002,307.65,165.41,2025-01-23
USE-00000290,PROD-00038595,MAT-005,626.11,102.67,2025-10-29
USE-00000291,PROD-00004866,MAT-009,740.31,199.04,2025-07-05
USE-00000292,PROD-00196883,MAT-010,176.71,295.75,2026-07-02
USE-00000293,PROD-00293463,MAT-010,302.75,28.48,2025-01-29
USE-00000294,PROD-00082971,MAT-002,117.14,218.7,2025-04-24
USE-00000295,PROD-00172084,MAT-009,126.27,122.57,2024-12-23
USE-00000296,PROD-00246276,MAT-004,528.49,288.05,2025-02-28
USE-00000297,PROD-00116364,MAT-008,395.86,29.74,2025-05-21
USE-00000298,PROD-00135431,MAT-002,232.18,191.72,2026-07-17
USE-00000299,PROD-00085108,MAT-003,512.87,193.96,2025-02-11
USE-00000300,PROD-00245636,MAT-010,699.62,327.25,2026-04-23
USE-00000301,PROD-00219750,MAT-004,519.03,324.29,2025-07-18
USE-00000302,PROD-00203681,MAT-009,23.91,419.72,2024-12-31
USE-00000303,PROD-00256867,MAT-001,705.87,224.94,2025-05-27
USE-00000304,PROD-00289291,MAT-004,817.94,160.32,2025-06-16
USE-00000305,PROD-00072715,MAT-010,290.77,171.51,2025-11-24
USE-00000306,PROD-00180950,MAT-009,320.33,374.01,2026-01-23
USE-00000307,PROD-00090690,MAT-007,518.38,270.6,2026-01-30
USE-00000308,PROD-00234733,MAT-008,919.81,53.8,2025-10-03
USE-00000309,PROD-00297912,MAT-003,184.87,364.64,2026-06-10
USE-00000310,PROD-00102017,MAT-005,445.41,101.42,2025-12-07
USE-00000311,PROD-00227037,MAT-003,997.5,143.4,2025-02-15
USE-00000312,PROD-00161710,MAT-010,848.63,267.1,2025-11-02
USE-00000313,PROD-00104577,MAT-007,905.3,163.43,2025-04-07
USE-00000314,PROD-00112839,MAT-009,879.53,430.15,2026-04-05
USE-00000315,PROD-00247760,MAT-004,362.03,15.56,2026-04-20
USE-00000316,PROD-00006867,MAT-006,855.92,260.66,2026-02-12
USE-00000317,PROD-00122725,MAT-001,63.53,287.96,2024-09-27
USE-00000318,PROD-00222597,MAT-009,889.83,365.75,2025-12-28
USE-00000319,PROD-00035497,MAT-005,491.73,402.94,2025-05-17
USE-00000320,PROD-00052148,MAT-009,61.78,418.57,2025-06-03
USE-00000321,PROD-00045120,MAT-006,321.2,350.47,2024-10-14
USE-00000322,PROD-00099154,MAT-005,55.02,456.74,2026-04-16
USE-00000323,PROD-00292298,MAT-007,334.0,422.31,2025-07-09
USE-00000324,PROD-00196757,MAT-006,999.09,14.46,2025-02-17
USE-00000325,PROD-00088259,MAT-003,627.4,140.6,2025-05-10
USE-00000326,PROD-00206416,MAT-005,57.64,70.14,2026-02-28
USE-00000327,PROD-00178968,MAT-003,865.86,299.06,2026-03-09
USE-00000328,PROD-00154867,MAT-002,318.63,177.96,2025-04-17
USE-00000329,PROD-00044157,MAT-001,898.59,366.99,2025-06-30
USE-00000330,PROD-00033675,MAT-001,510.71,290.9,2026-07-01
USE-00000331,PROD-00230792,MAT-010,627.22,173.98,2026-07-08
USE-00000332,PROD-00113862,MAT-009,959.84,98.6,2026-08-21
USE-00000333,PROD-00051516,MAT-005,404.91,389.53,2024-12-18
USE-00000334,PROD-00269371,MAT-008,211.11,386.64,2025-02-01
USE-00000335,PROD-00170866,MAT-003,321.52,375.65,2026-01-08
USE-00000336,PROD-00282342,MAT-008,319.92,81.77,2025-09-01
USE-00000337,PROD-00272052,MAT-010,895.95,476.96,2025-04-30
USE-00000338,PROD-00265322,MAT-008,978.82,277.27,2026-05-03
USE-00000339,PROD-00082282,MAT-004,532.42,127.99,2025-07-02
USE-00000340,PROD-00281576,MAT-001,361.99,450.07,2026-05-29
USE-00000341,PROD-00291602,MAT-007,516.9,352.2,2025-11-27
USE-00000342,PROD-00291844,MAT-007,466.77,387.39,2026-03-25
USE-00000343,PROD-00010163,MAT-004,48.98,450.43,2025-06-30
USE-00000344,PROD-00101000,MAT-001,881.31,242.53,2026-05-24
USE-00000345,PROD-00275997,MAT-010,103.83,96.14,2026-03-03
USE-00000346,PROD-00260342,MAT-002,340.48,133.31,2026-08-25
USE-00000347,PROD-00244627,MAT-005,338.75,426.7,2025-10-22
USE-00000348,PROD-00009937,MAT-009,328.62,395.55,2026-07-13
USE-00000349,PROD-00100892,MAT-004,959.47,126.92,2026-08-14
USE-00000350,PROD-00048577,MAT-007,700.49,126.97,2026-07-23
USE-00000351,PROD-00226269,MAT-003,935.82,439.16,2025-11-25
USE-00000352,PROD-00098580,MAT-008,374.84,239.3,2024-12-23
USE-00000353,PROD-00172355,MAT-001,402.62,73.91,2024-10-26
USE-00000354,PROD-00070928,MAT-005,980.04,182.83,2025-01-23
USE-00000355,PROD-00001206,MAT-001,523.17,133.67,2024-08-28
USE-00000356,PROD-00243266,MAT-003,635.74,393.99,2024-11-20
USE-00000357,PROD-00198251,MAT-004,96.24,293.61,2026-05-29
USE-00000358,PROD-00229541,MAT-004,481.37,66.15,2025-11-01
USE-00000359,PROD-00204604,MAT-002,870.03,243.33,2026-01-05
USE-00000360,PROD-00102643,MAT-002,751.85,305.14,2026-05-04
USE-00000361,PROD-00144305,MAT-001,505.7,77.55,2025-09-17
USE-00000362,PROD-00009371,MAT-002,170.81,48.28,2024-12-31
USE-00000363,PROD-00021743,MAT-009,818.34,391.13,2025-01-26
USE-00000364,PROD-00241041,MAT-006,907.07,270.02,2025-01-26
USE-00000365,PROD-00269785,MAT-001,34.01,204.77,2025-08-21
USE-00000366,PROD-00083685,MAT-009,221.52,369.97,2026-04-06
USE-00000367,PROD-00153491,MAT-005,386.8,213.7,2026-03-23
USE-00000368,PROD-00183883,MAT-002,796.0,455.08,2026-02-10
USE-00000369,PROD-00239657,MAT-006,709.58,58.7,2025-04-02
USE-00000370,PROD-00174557,MAT-002,75.37,427.89,2026-04-14
USE-00000371,PROD-00279316,MAT-006,529.85,189.04,2025-01-04
USE-00000372,PROD-00293850,MAT-002,666.84,90.7,2026-01-19
USE-00000373,PROD-00163286,MAT-004,56.43,318.79,2026-05-12
USE-00000374,PROD-00289972,MAT-010,117.08,125.08,2026-07-23
USE-00000375,PROD-00011936,MAT-001,409.66,15.08,2025-02-21
USE-00000376,PROD-00129690,MAT-009,294.97,348.5,2026-02-16
USE-00000377,PROD-00115439,MAT-001,193.1,171.75,2024-09-07
USE-00000378,PROD-00250788,MAT-001,845.22,17.35,2026-07-03
USE-00000379,PROD-00281824,MAT-001,158.48,470.11,2026-07-26
USE-00000380,PROD-00174638,MAT-010,686.05,291.61,2025-01-16
USE-00000381,PROD-00253389,MAT-006,949.85,100.25,2025-09-05
USE-00000382,PROD-00206613,MAT-005,643.07,340.89,2025-09-04
USE-00000383,PROD-00199281,MAT-003,582.16,382.4,2026-08-12
USE-00000384,PROD-00057089,MAT-001,694.84,42.3,2026-02-22
USE-00000385,PROD-00060190,MAT-006,780.27,261.04,2024-12-04
USE-00000386,PROD-00218303,MAT-010,843.88,426.15,2025-03-15
USE-00000387,PROD-00159672,MAT-010,180.08,339.82,2025-02-27
