production_id,production_date,batch_id,product_id,production_line,machine_id,operator_id,shift,planned_quantity,produced_quantity,good_quantity,defective_quantity,downtime_minutes,production_time_minutes,material_cost,labor_cost,energy_cost,quality_status,maintenance_required
PROD-00000025,2025-04-01,BATCH-00000025,PRD-006,LINE-01,M-016,EMP-00495,Afternoon,1586,1509,1362,147,18,395,180361.17,3664.22,8874.86,Failed,False
PROD-00000026,2026-03-01,BATCH-00000026,PRD-007,LINE-05,M-013,EMP-00198,Night,608,485,439,46,126,321,32637.04,5364.74,5029.59,Failed,False
PROD-00000027,2025-06-09,BATCH-00000027,PRD-006,LINE-03,M-006,EMP-00157,Morning,2171,1921,1765,156,38,426,155445.06,10929.08,2432.15,Failed,False
PROD-00000028,2025-06-03,BATCH-00000028,PRD-006,LINE-03,M-015,EMP-00008,Morning,810,784,770,14,116,305,83940.48,11289.91,8859.88,Passed,False
PROD-00000029,2025-06-21,BATCH-00000029,PRD-008,LINE-05,M-019,EMP-00312,Morning,2023,1881,1712,169,119,569,309974.8,12043.53,8054.1,Failed,False
PROD-00000030,2024-12-23,BATCH-00000030,PRD-001,LINE-02,M-006,EMP-00314,Morning,2918,2851,2802,49,60,448,134232.27,2449.53,3180.7,Passed,False
PROD-00000031,2026-08-07,BATCH-00000031,PRD-001,LINE-05,M-016,EMP-00317,Night,1714,1495,1399,96,149,394,86473.01,2600.26,8697.39,Failed,False
PROD-00000032,2025-05-28,BATCH-00000032,PRD-005,LINE-03,M-009,EMP-00347,Afternoon,2587,2396,2202,194,178,532,54011.88,10147.5,2488.56,Failed,False
PROD-00000033,2026-07-01,BATCH-00000033,PRD-005,LINE-04,M-015,EMP-00040,Morning,2132,2103,1978,125,32,471,44106.01,7447.68,9964.73,Failed,False
PROD-00000034,2026-05-05,BATCH-00000034,PRD-007,LINE-04,M-020,EMP-00380,Morning,706,588,581,7,106,495,50538.32,11871.65,1118.13,Passed,False
PROD-00000035,2025-03-13,BATCH-00000035,PRD-004,LINE-04,M-004,EMP-00373,Night,790,693,628,65,85,391,127715.68,12583.81,8061.36,Failed,False
PROD-00000036,2024-12-09,BATCH-00000036,PRD-006,LINE-05,M-015,EMP-00439,Afternoon,2374,2187,2097,90,30,557,233098.81,2224.88,2769.35,Passed,False
PROD-00000037,2024-12-27,BATCH-00000037,PRD-010,LINE-01,M-008,EMP-00049,Morning,1016,998,951,47,134,363,71050.57,5663.9,6871.08,Passed,False
PROD-00000038,2025-06-27,BATCH-00000038,PRD-005,LINE-02,M-004,EMP-00242,Night,1482,1482,1458,24,171,553,34455.21,14795.73,9631.69,Passed,True
PROD-00000039,2025-05-25,BATCH-00000039,PRD-003,LINE-04,M-015,EMP-00098,Afternoon,2759,2745,2624,121,89,398,1170808.02,10120.67,8696.5,Passed,False
PROD-00000040,2026-08-01,BATCH-00000040,PRD-007,LINE-03,M-003,EMP-00224,Night,2727,2621,2467,154,113,466,244055.11,10020.64,1519.24,Failed,False
PROD-00000041,2026-03-08,BATCH-00000041,PRD-001,LINE-05,M-012,EMP-00022,Night,1286,1285,1248,37,65,477,77775.42,10534.1,1595.5,Passed,False
PROD-00000042,2026-05-07,BATCH-00000042,PRD-003,LINE-03,M-008,EMP-00295,Night,723,626,624,2,128,322,287586.22,14480.54,7001.02,Passed,False
PROD-00000043,2024-09-12,BATCH-00000043,PRD-003,LINE-01,M-016,EMP-00120,Morning,1888,1805,1798,7,87,450,618851.69,9853.83,8939.25,Passed,False
PROD-00000044,2025-07-08,BATCH-00000044,PRD-001,LINE-05,M-016,EMP-00430,Morning,2555,2534,2337,197,97,483,125582.43,11614.79,3547.14,Failed,False
PROD-00000045,2025-02-13,BATCH-00000045,PRD-006,LINE-05,M-004,EMP-00364,Afternoon,585,447,440,7,137,585,40130.09,4349.64,3660.87,Passed,False
PROD-00000046,2024-09-23,BATCH-00000046,PRD-002,LINE-02,M-001,EMP-00271,Morning,721,626,610,16,10,522,30029.99,14769.96,6368.63,Passed,False
PROD-00000047,2025-04-17,BATCH-00000047,PRD-005,LINE-02,M-013,EMP-00049,Night,2094,1963,1869,94,171,487,44522.3,4295.84,9670.42,Passed,False
PROD-00000048,2025-03-09,BATCH-00000048,PRD-004,LINE-05,M-013,EMP-00411,Night,1334,1277,1174,103,77,445,261649.61,4468.25,5174.24,Failed,False
PROD-00000049,2024-11-05,BATCH-00000049,PRD-001,LINE-02,M-016,EMP-00146,Morning,516,500,487,13,81,355,32051.63,11633.82,1266.59,Passed,False
PROD-00000050,2026-08-13,BATCH-00000050,PRD-009,LINE-03,M-005,EMP-00408,Morning,2364,2175,2111,64,75,540,703287.95,10292.89,4828.95,Passed,False
PROD-00000051,2025-07-04,BATCH-00000051,PRD-009,LINE-04,M-002,EMP-00059,Morning,1321,1170,1167,3,119,427,428511.84,13426.86,9298.91,Passed,False
PROD-00000052,2026-06-07,BATCH-00000052,PRD-006,LINE-04,M-019,EMP-00187,Night,1154,954,868,86,160,466,103650.33,3972.73,7156.86,Failed,False
PROD-00000053,2026-07-14,BATCH-00000053,PRD-010,LINE-01,M-012,EMP-00260,Morning,1074,1067,1067,0,78,316,57595.05,8493.39,8039.65,Passed,True
PROD-00000054,2025-08-22,BATCH-00000054,PRD-009,LINE-05,M-006,EMP-00259,Afternoon,833,711,674,37,112,397,178425.86,9290.93,9566.51,Failed,False
PROD-00000055,2026-08-14,BATCH-00000055,PRD-008,LINE-01,M-014,EMP-00101,Night,2171,2102,1931,171,63,406,357679.49,6162.67,7039.29,Failed,False
PROD-00000056,2026-01-12,BATCH-00000056,PRD-007,LINE-05,M-011,EMP-00193,Morning,633,465,451,14,133,381,41435.72,5903.7,8470.47,Passed,False
PROD-00000057,2025-01-06,BATCH-00000057,PRD-004,LINE-05,M-007,EMP-00188,Afternoon,530,440,408,32,105,319,84053.05,4967.34,6629.11,Failed,False
PROD-00000058,2025-10-01,BATCH-00000058,PRD-004,LINE-01,M-003,EMP-00343,Afternoon,2201,2165,2078,87,50,308,468488.92,7004.0,1966.39,Passed,True
PROD-00000059,2025-04-08,BATCH-00000059,PRD-008,LINE-03,M-019,EMP-00282,Night,2792,2702,2432,270,164,600,449739.14,8924.7,1226.56,Failed,True
PROD-00000060,2025-11-20,BATCH-00000060,PRD-009,LINE-04,M-018,EMP-00061,Night,2749,2631,2578,53,123,413,857897.47,5899.28,8172.3,Passed,False
PROD-00000061,2026-08-13,BATCH-00000061,PRD-008,LINE-01,M-004,EMP-00083,Morning,1209,1205,1161,44,127,405,164760.88,14702.94,2354.9,Passed,False
PROD-00000062,2025-04-20,BATCH-00000062,PRD-007,LINE-04,M-013,EMP-00092,Night,1276,1234,1180,54,108,595,95702.19,12115.93,3290.12,Passed,False
PROD-00000063,2025-05-16,BATCH-00000063,PRD-008,LINE-01,M-003,EMP-00373,Afternoon,1542,1489,1457,32,130,476,314008.87,8551.47,1350.54,Passed,False
PROD-00000064,2025-02-09,BATCH-00000064,PRD-010,LINE-02,M-008,EMP-00224,Morning,597,442,418,24,62,462,28486.01,11349.13,8115.42,Failed,False
PROD-00000065,2026-04-29,BATCH-00000065,PRD-009,LINE-05,M-004,EMP-00329,Afternoon,2772,2575,2322,253,148,555,685875.36,6422.77,1890.96,Failed,False
PROD-00000066,2025-06-02,BATCH-00000066,PRD-010,LINE-02,M-012,EMP-00232,Night,2215,2039,1937,102,129,537,146869.05,4948.43,6423.68,Failed,False
PROD-00000067,2026-01-05,BATCH-00000067,PRD-003,LINE-04,M-014,EMP-00342,Morning,2032,1847,1813,34,65,490,773753.03,14779.22,2083.97,Passed,True
PROD-00000068,2024-12-08,BATCH-00000068,PRD-004,LINE-02,M-009,EMP-00498,Afternoon,2472,2330,2189,141,0,543,476351.3,5084.87,4220.88,Failed,False
PROD-00000069,2025-12-25,BATCH-00000069,PRD-006,LINE-05,M-013,EMP-00231,Morning,765,643,636,7,92,437,86717.38,2319.29,4831.91,Passed,False
PROD-00000070,2025-05-08,BATCH-00000070,PRD-009,LINE-04,M-018,EMP-00396,Night,2816,2693,2498,195,55,420,764946.64,13696.58,3126.9,Failed,True
PROD-00000071,2025-07-07,BATCH-00000071,PRD-007,LINE-01,M-002,EMP-00403,Morning,1361,1176,1140,36,148,541,87371.82,10840.65,4924.94,Passed,False
PROD-00000072,2026-01-07,BATCH-00000072,PRD-009,LINE-05,M-007,EMP-00158,Night,1158,1003,925,78,159,580,242187.3,3868.84,3064.6,Failed,False
PROD-00000073,2026-03-12,BATCH-00000073,PRD-008,LINE-01,M-018,EMP-00253,Afternoon,1431,1257,1166,91,24,416,254784.61,9329.77,5820.36,Failed,False
PROD-00000074,2026-01-25,BATCH-00000074,PRD-003,LINE-02,M-016,EMP-00014,Night,1004,938,925,13,33,440,348127.92,6366.09,1042.64,Passed,False
PROD-00000075,2024-11-10,BATCH-00000075,PRD-007,LINE-02,M-015,EMP-00416,Night,1459,1328,1295,33,131,475,81828.36,5331.9,4313.52,Passed,False
PROD-00000076,2024-09-19,BATCH-00000076,PRD-006,LINE-03,M-018,EMP-00124,Morning,1004,773,751,22,71,315,101052.96,11475.29,1771.97,Passed,True
PROD-00000077,2026-05-14,BATCH-00000077,PRD-003,LINE-01,M-009,EMP-00154,Morning,1204,962,960,2,177,428,303860.72,8965.05,3296.9,Passed,False
PROD-00000078,2025-02-22,BATCH-00000078,PRD-003,LINE-01,M-020,EMP-00287,Night,801,672,636,36,49,430,234821.0,7163.95,8705.66,Failed,False
PROD-00000079,2025-06-13,BATCH-00000079,PRD-007,LINE-05,M-009,EMP-00420,Night,1498,1365,1258,107,104,404,85446.32,2233.17,6244.37,Failed,False
PROD-00000080,2025-12-02,BATCH-00000080,PRD-007,LINE-03,M-014,EMP-00367,Night,1896,1685,1641,44,9,464,134888.92,14006.68,1578.37,Passed,False
PROD-00000081,2024-11-10,BATCH-00000081,PRD-004,LINE-02,M-016,EMP-00033,Afternoon,1405,1256,1151,105,38,381,248215.35,9240.18,3039.51,Failed,True
PROD-00000082,2026-02-25,BATCH-00000082,PRD-007,LINE-02,M-005,EMP-00412,Morning,1187,1026,946,80,155,490,64381.1,8611.12,7508.74,Failed,False
PROD-00000083,2025-07-05,BATCH-00000083,PRD-008,LINE-04,M-019,EMP-00234,Morning,2507,2259,2093,166,178,446,449845.97,7940.08,7780.2,Failed,False
PROD-00000084,2026-05-10,BATCH-00000084,PRD-003,LINE-02,M-016,EMP-00457,Morning,2760,2549,2391,158,12,479,789790.8,5339.96,8996.76,Failed,False
PROD-00000085,2026-01-29,BATCH-00000085,PRD-008,LINE-04,M-008,EMP-00391,Morning,1570,1473,1376,97,119,532,284643.24,11109.53,1347.37,Failed,True
PROD-00000086,2024-12-02,BATCH-00000086,PRD-006,LINE-03,M-008,EMP-00253,Night,1265,1218,1158,60,3,326,111692.9,6427.92,7065.75,Passed,False
PROD-00000087,2025-09-26,BATCH-00000087,PRD-004,LINE-02,M-017,EMP-00253,Night,2920,2728,2535,193,158,391,430105.34,5571.73,4433.15,Failed,False
PROD-00000088,2026-04-23,BATCH-00000088,PRD-010,LINE-04,M-020,EMP-00479,Morning,1384,1141,1118,23,35,441,83201.55,11254.73,7012.25,Passed,False
PROD-00000089,2025-10-25,BATCH-00000089,PRD-007,LINE-01,M-014,EMP-00477,Night,2993,2805,2601,204,62,386,233590.06,8170.56,5593.08,Failed,False
PROD-00000090,2026-04-08,BATCH-00000090,PRD-010,LINE-01,M-017,EMP-00361,Night,540,529,503,26,152,507,40424.32,2217.28,8473.28,Passed,False
PROD-00000091,2026-03-10,BATCH-00000091,PRD-010,LINE-01,M-012,EMP-00451,Morning,2090,2085,1959,126,67,358,144320.47,14833.3,8642.58,Failed,False
PROD-00000092,2026-07-13,BATCH-00000092,PRD-004,LINE-05,M-019,EMP-00450,Morning,1614,1400,1364,36,171,542,294343.88,2240.96,8126.55,Passed,True
PROD-00000093,2025-08-05,BATCH-00000093,PRD-003,LINE-05,M-020,EMP-00026,Afternoon,1048,875,791,84,178,487,265422.88,11664.66,6583.74,Failed,False
PROD-00000094,2025-05-19,BATCH-00000094,PRD-002,LINE-05,M-014,EMP-00367,Afternoon,1545,1531,1459,72,55,585,68888.22,12261.09,2569.81,Passed,False
PROD-00000095,2024-09-21,BATCH-00000095,PRD-008,LINE-04,M-018,EMP-00393,Morning,1725,1693,1671,22,163,306,274862.56,11081.04,3971.59,Passed,False
PROD-00000096,2026-01-21,BATCH-00000096,PRD-007,LINE-04,M-011,EMP-00484,Morning,1660,1588,1577,11,127,528,151154.11,14970.39,2382.36,Passed,False
PROD-00000097,2025-10-09,BATCH-00000097,PRD-006,LINE-01,M-005,EMP-00076,Morning,2376,2243,2128,115,173,321,229316.04,10945.22,7668.67,Failed,False
PROD-00000098,2026-06-05,BATCH-00000098,PRD-002,LINE-02,M-014,EMP-00067,Afternoon,2197,2034,1956,78,120,429,78848.06,14937.92,8458.35,Passed,False
PROD-00000099,2026-06-01,BATCH-00000099,PRD-010,LINE-01,M-012,EMP-00160,Morning,1590,1554,1487,67,134,307,117071.57,12720.49,6009.28,Passed,False
PROD-00000100,2025-07-24,BATCH-00000100,PRD-006,LINE-04,M-020,EMP-00478,Night,2342,2128,2049,79,20,478,182506.54,8698.64,8504.55,Passed,False
PROD-00000101,2026-06-23,BATCH-00000101,PRD-003,LINE-04,M-003,EMP-00467,Afternoon,2545,2466,2442,24,11,342,922373.84,9399.38,2764.82,Passed,False
PROD-00000102,2025-05-28,BATCH-00000102,PRD-002,LINE-04,M-004,EMP-00376,Afternoon,951,810,808,2,139,436,39080.33,9138.77,2466.4,Passed,False
PROD-00000103,2026-02-02,BATCH-00000103,PRD-010,LINE-02,M-005,EMP-00096,Morning,1684,1488,1408,80,20,502,80038.96,2124.78,1939.96,Failed,False
PROD-00000104,2026-06-11,BATCH-00000104,PRD-006,LINE-05,M-010,EMP-00171,Morning,2386,2176,2173,3,15,366,214590.84,11883.78,1043.85,Passed,False
PROD-00000105,2024-09-25,BATCH-00000105,PRD-007,LINE-03,M-020,EMP-00424,Afternoon,538,403,388,15,175,372,34368.17,5464.19,9095.11,Passed,False
PROD-00000106,2025-07-11,BATCH-00000106,PRD-005,LINE-04,M-006,EMP-00272,Morning,596,491,464,27,16,447,12141.9,9952.44,6119.38,Failed,False
PROD-00000107,2025-01-09,BATCH-00000107,PRD-007,LINE-03,M-005,EMP-00045,Morning,2652,2614,2535,79,100,388,187980.87,7080.97,3252.36,Passed,False
PROD-00000108,2025-11-25,BATCH-00000108,PRD-003,LINE-02,M-004,EMP-00388,Night,2182,2029,1904,125,89,317,790864.29,11349.57,7582.33,Failed,False
PROD-00000109,2025-09-24,BATCH-00000109,PRD-010,LINE-04,M-015,EMP-00091,Night,2019,1996,1819,177,141,555,133078.47,13428.61,6626.01,Failed,False
PROD-00000110,2025-05-02,BATCH-00000110,PRD-009,LINE-05,M-007,EMP-00449,Night,1566,1400,1386,14,43,566,426852.34,11173.29,2959.49,Passed,False
PROD-00000111,2026-01-14,BATCH-00000111,PRD-004,LINE-03,M-020,EMP-00477,Morning,774,604,547,57,156,393,92253.73,2617.91,1170.12,Failed,True
PROD-00000112,2026-05-25,BATCH-00000112,PRD-006,LINE-05,M-006,EMP-00406,Night,2565,2391,2299,92,117,456,298722.67,5356.65,3963.95,Passed,True
PROD-00000113,2025-11-19,BATCH-00000113,PRD-003,LINE-05,M-007,EMP-00034,Morning,2084,1990,1808,182,18,598,728698.63,11163.05,8788.47,Failed,False
PROD-00000114,2024-12-11,BATCH-00000114,PRD-006,LINE-01,M-018,EMP-00125,Night,2364,2293,2262,31,55,566,260123.94,6142.51,1455.98,Passed,False
PROD-00000115,2025-02-03,BATCH-00000115,PRD-002,LINE-01,M-014,EMP-00391,Afternoon,1503,1440,1360,80,70,346,57199.91,2754.07,5986.74,Failed,False
PROD-00000116,2025-12-26,BATCH-00000116,PRD-006,LINE-05,M-018,EMP-00020,Morning,775,657,640,17,58,363,74418.56,7858.32,4036.21,Passed,False
PROD-00000117,2024-12-11,BATCH-00000117,PRD-006,LINE-04,M-007,EMP-00480,Afternoon,2294,2111,1984,127,102,405,265374.1,13365.83,2074.7,Failed,True
PROD-00000118,2026-05-07,BATCH-00000118,PRD-007,LINE-05,M-013,EMP-00009,Night,2058,1903,1878,25,150,536,164120.4,11023.72,3972.34,Passed,True
PROD-00000119,2026-03-25,BATCH-00000119,PRD-006,LINE-02,M-012,EMP-00440,Night,987,922,902,20,150,349,118612.05,6473.97,4899.0,Passed,False
PROD-00000120,2026-05-06,BATCH-00000120,PRD-006,LINE-02,M-013,EMP-00107,Afternoon,2860,2767,2677,90,158,537,329332.14,2946.09,6010.36,Passed,False
PROD-00000121,2025-12-12,BATCH-00000121,PRD-010,LINE-03,M-019,EMP-00053,Night,904,828,775,53,72,446,61575.91,2694.55,4701.11,Failed,False
PROD-00000122,2025-09-08,BATCH-00000122,PRD-005,LINE-02,M-003,EMP-00280,Night,2269,2202,2105,97,107,315,60591.77,4481.14,3433.14,Passed,False
PROD-00000123,2025-06-10,BATCH-00000123,PRD-007,LINE-01,M-014,EMP-00113,Night,932,744,733,11,74,475,55505.45,2810.3,4340.81,Passed,False
PROD-00000124,2026-03-26,BATCH-00000124,PRD-006,LINE-03,M-011,EMP-00238,Night,505,280,275,5,116,541,27377.67,7474.38,5731.73,Passed,True
PROD-00000125,2026-03-18,BATCH-00000125,PRD-009,LINE-02,M-009,EMP-00165,Afternoon,2816,2719,2481,238,25,309,710627.9,8811.31,9487.09,Failed,False
PROD-00000126,2024-09-01,BATCH-00000126,PRD-009,LINE-02,M-019,EMP-00122,Morning,2923,2809,2631,178,33,576,675372.77,11261.18,7363.4,Failed,False
PROD-00000127,2026-05-08,BATCH-00000127,PRD-005,LINE-03,M-007,EMP-00199,Afternoon,1514,1472,1459,13,85,430,36114.96,10080.5,6949.5,Passed,False
PROD-00000128,2024-12-07,BATCH-00000128,PRD-005,LINE-03,M-006,EMP-00430,Afternoon,2487,2399,2290,109,21,443,53939.35,2986.97,6753.57,Passed,False
PROD-00000129,2025-11-26,BATCH-00000129,PRD-002,LINE-01,M-019,EMP-00449,Night,2999,2766,2642,124,94,498,119294.02,11105.69,6907.57,Passed,False
PROD-00000130,2025-12-25,BATCH-00000130,PRD-004,LINE-01,M-013,EMP-00481,Afternoon,2280,2090,2084,6,40,430,394734.73,3417.3,3019.26,Passed,False
PROD-00000131,2026-06-04,BATCH-00000131,PRD-008,LINE-03,M-009,EMP-00316,Night,1094,996,920,76,170,357,148223.29,13795.15,4632.55,Failed,True
PROD-00000132,2024-11-19,BATCH-00000132,PRD-003,LINE-01,M-007,EMP-00081,Night,2194,1945,1824,121,72,553,575638.65,5239.58,4402.83,Failed,False
PROD-00000133,2024-08-26,BATCH-00000133,PRD-001,LINE-05,M-020,EMP-00008,Night,2801,2572,2398,174,39,583,135986.35,14533.19,9128.27,Failed,False
PROD-00000134,2025-06-26,BATCH-00000134,PRD-003,LINE-02,M-010,EMP-00487,Afternoon,1515,1387,1353,34,54,504,561642.79,13885.49,9839.47,Passed,True
PROD-00000135,2025-12-06,BATCH-00000135,PRD-002,LINE-01,M-020,EMP-00115,Afternoon,2975,2856,2586,270,42,459,86352.84,8036.07,1430.7,Failed,False
PROD-00000136,2025-09-07,BATCH-00000136,PRD-004,LINE-04,M-001,EMP-00049,Afternoon,1506,1400,1323,77,84,527,249550.4,7618.32,8296.25,Failed,False
PROD-00000137,2025-03-18,BATCH-00000137,PRD-001,LINE-02,M-003,EMP-00342,Afternoon,798,629,612,17,47,483,35366.18,12084.26,5740.22,Passed,False
PROD-00000138,2025-03-02,BATCH-00000138,PRD-007,LINE-02,M-020,EMP-00415,Morning,1519,1400,1284,116,74,392,117271.2,11062.03,6759.21,Failed,False
PROD-00000139,2025-07-08,BATCH-00000139,PRD-003,LINE-01,M-016,EMP-00112,Night,1595,1474,1363,111,39,425,503331.18,11999.4,7474.63,Failed,False
PROD-00000140,2026-08-25,BATCH-00000140,PRD-008,LINE-01,M-007,EMP-00024,Night,1841,1809,1708,101,105,484,346534.43,5649.44,3930.29,Failed,False
PROD-00000141,2026-07-12,BATCH-00000141,PRD-006,LINE-02,M-013,EMP-00052,Afternoon,970,945,888,57,46,486,109658.08,7155.47,1471.83,Failed,False
PROD-00000142,2025-04-08,BATCH-00000142,PRD-004,LINE-02,M-009,EMP-00493,Afternoon,800,694,635,59,109,440,156206.68,8665.97,6335.47,Failed,False
PROD-00000143,2025-11-16,BATCH-00000143,PRD-005,LINE-05,M-010,EMP-00486,Morning,562,343,326,17,128,311,10486.26,8948.67,3404.09,Passed,False
PROD-00000144,2025-06-22,BATCH-00000144,PRD-006,LINE-05,M-009,EMP-00038,Morning,762,531,517,14,108,397,69869.9,9990.06,2681.36,Passed,False
PROD-00000145,2025-08-18,BATCH-00000145,PRD-005,LINE-03,M-007,EMP-00372,Night,2744,2557,2390,167,51,302,57041.37,11811.72,6385.83,Failed,False
PROD-00000146,2025-09-11,BATCH-00000146,PRD-006,LINE-01,M-019,EMP-00258,Morning,1622,1477,1361,116,10,482,166224.42,2571.06,5337.61,Failed,True
PROD-00000147,2026-06-15,BATCH-00000147,PRD-002,LINE-02,M-010,EMP-00051,Morning,1739,1499,1363,136,92,504,45325.07,10651.16,5806.25,Failed,False
PROD-00000148,2026-08-07,BATCH-00000148,PRD-005,LINE-02,M-017,EMP-00458,Morning,954,765,732,33,84,512,22385.32,13070.12,5969.51,Passed,False
PROD-00000149,2025-01-31,BATCH-00000149,PRD-007,LINE-01,M-009,EMP-00459,Morning,505,442,406,36,113,530,38111.18,8539.35,7374.16,Failed,False
PROD-00000150,2024-10-27,BATCH-00000150,PRD-002,LINE-05,M-013,EMP-00125,Afternoon,2965,2936,2673,263,141,429,107696.51,13495.48,2770.75,Failed,False
PROD-00000151,2025-05-17,BATCH-00000151,PRD-010,LINE-05,M-009,EMP-00257,Night,593,502,478,24,56,401,29368.49,9554.05,5981.95,Passed,False
PROD-00000152,2025-12-21,BATCH-00000152,PRD-004,LINE-05,M-012,EMP-00409,Afternoon,1842,1709,1660,49,29,502,352791.24,6462.17,6959.57,Passed,True
PROD-00000153,2025-07-18,BATCH-00000153,PRD-006,LINE-03,M-008,EMP-00399,Afternoon,1346,1128,1045,83,43,511,98750.21,2324.82,4870.09,Failed,False
PROD-00000154,2025-10-22,BATCH-00000154,PRD-007,LINE-05,M-016,EMP-00496,Morning,2889,2789,2576,213,61,327,201947.55,5028.13,1145.71,Failed,False
PROD-00000155,2025-01-27,BATCH-00000155,PRD-007,LINE-04,M-012,EMP-00242,Afternoon,501,464,431,33,77,407,29065.89,6300.56,8716.03,Failed,False
PROD-00000156,2024-12-21,BATCH-00000156,PRD-010,LINE-02,M-012,EMP-00231,Night,1801,1742,1620,122,16,331,112892.38,3395.18,5686.95,Failed,False
PROD-00000157,2025-04-22,BATCH-00000157,PRD-003,LINE-03,M-003,EMP-00019,Morning,2042,1877,1727,150,82,388,601239.25,8719.32,6601.33,Failed,False
PROD-00000158,2024-09-18,BATCH-00000158,PRD-004,LINE-05,M-013,EMP-00468,Night,2740,2717,2513,204,65,397,540791.14,5443.51,2875.83,Failed,False
PROD-00000159,2026-06-27,BATCH-00000159,PRD-002,LINE-01,M-016,EMP-00337,Night,980,754,688,66,173,573,29848.05,11086.68,5743.21,Failed,False
