usage_id,production_id,material_id,quantity_used,unit_cost,usage_date
USE-00000047,PROD-00209529,MAT-008,189.35,278.34,2025-04-17
USE-00000048,PROD-00019092,MAT-009,495.17,328.32,2024-09-02
USE-00000049,PROD-00095238,MAT-002,733.48,343.0,2024-08-26
USE-00000050,PROD-00125807,MAT-001,781.13,17.69,2025-07-20
USE-00000051,PROD-00205456,MAT-001,183.29,108.3,2026-06-24
USE-00000052,PROD-00246405,MAT-005,286.24,322.62,2026-03-23
USE-00000053,PROD-00137471,MAT-002,998.38,449.61,2025-03-27
USE-00000054,PROD-00187782,MAT-004,710.99,21.82,2026-07-31
USE-00000055,PROD-00070146,MAT-006,539.08,409.57,2024-12-24
USE-00000056,PROD-00279631,MAT-009,717.56,428.85,2026-04-26
USE-00000057,PROD-00079928,MAT-001,84.08,311.95,2025-05-31
USE-00000058,PROD-00193961,MAT-005,256.63,244.23,2026-06-26
USE-00000059,PROD-00081397,MAT-007,175.17,325.29,2025-09-20
USE-00000060,PROD-00089318,MAT-010,648.09,97.68,2024-08-31
USE-00000061,PROD-00101252,MAT-005,476.57,182.36,2025-09-14
USE-00000062,PROD-00034533,MAT-010,473.45,75.84,2024-09-01
USE-00000063,PROD-00140433,MAT-009,567.72,453.22,2026-02-07
USE-00000064,PROD-00045990,MAT-006,448.95,436.98,2025-11-21
USE-00000065,PROD-00030250,MAT-009,173.3,66.26,2025-05-03
USE-00000066,PROD-00294230,MAT-003,600.71,348.31,2026-01-09
USE-00000067,PROD-00288658,MAT-003,743.03,79.2,2026-08-24
USE-00000068,PROD-00039248,MAT-002,82.97,485.06,2026-06-05
USE-00000069,PROD-00226608,MAT-004,805.62,284.48,2026-04-30
USE-00000070,PROD-00267641,MAT-003,909.32,314.46,2025-05-31
USE-00000071,PROD-00205497,MAT-010,152.73,283.45,2026-05-16
USE-00000072,PROD-00006537,MAT-005,38.88,236.99,2025-06-13
USE-00000073,PROD-00165063,MAT-010,473.44,44.18,2026-05-31
USE-00000074,PROD-00137104,MAT-008,682.61,232.32,2026-08-10
USE-00000075,PROD-00194096,MAT-008,497.86,499.53,2025-09-03
USE-00000076,PROD-00218520,MAT-008,143.58,350.47,2024-12-18
USE-00000077,PROD-00219331,MAT-004,308.72,315.52,2025-01-18
USE-00000078,PROD-00124962,MAT-009,861.28,299.17,2026-08-06
USE-00000079,PROD-00110110,MAT-003,620.29,183.16,2025-09-08
USE-00000080,PROD-00017433,MAT-008,346.72,493.68,2025-06-08
USE-00000081,PROD-00075400,MAT-010,383.61,95.77,2025-11-19
USE-00000082,PROD-00212944,MAT-005,950.68,254.08,2025-03-04
USE-00000083,PROD-00118388,MAT-006,922.47,164.64,2025-12-11
USE-00000084,PROD-00220931,MAT-001,423.55,215.1,2025-08-01
USE-00000085,PROD-00092452,MAT-004,482.05,405.5,2024-09-14
USE-00000086,PROD-00173226,MAT-009,833.15,109.55,2024-12-29
USE-00000087,PROD-00276022,MAT-009,840.33,202.8,2026-06-17
USE-00000088,PROD-00267094,MAT-003,761.72,177.63,2024-12-22
USE-00000089,PROD-00051404,MAT-005,58.85,272.81,2026-04-26
USE-00000090,PROD-00238969,MAT-008,937.0,293.36,2024-11-16
USE-00000091,PROD-00238563,MAT-005,64.58,166.61,2025-08-12
USE-00000092,PROD-00053362,MAT-009,226.48,192.4,2026-08-14
USE-00000093,PROD-00094095,MAT-003,116.14,280.12,2026-05-20
USE-00000094,PROD-00192536,MAT-009,879.64,278.37,2025-08-11
USE-00000095,PROD-00098073,MAT-002,855.11,332.99,2025-05-12
USE-00000096,PROD-00192014,MAT-006,519.51,362.57,2025-11-08
USE-00000097,PROD-00180305,MAT-009,950.92,44.66,2024-11-24
USE-00000098,PROD-00017278,MAT-009,954.69,41.97,2026-08-22
USE-00000099,PROD-00276949,MAT-002,975.67,174.44,2026-01-24
USE-00000100,PROD-00175694,MAT-002,689.82,417.2,2025-09-14
USE-00000101,PROD-00150608,MAT-006,786.55,473.44,2025-12-12
USE-00000102,PROD-00034690,MAT-006,874.47,341.22,2025-11-27
USE-00000103,PROD-00065177,MAT-002,773.76,320.79,2024-10-28
USE-00000104,PROD-00225642,MAT-001,866.38,156.76,2025-06-07
USE-00000105,PROD-00292034,MAT-010,968.41,141.85,2025-03-08
USE-00000106,PROD-00119825,MAT-006,594.01,23.21,2024-10-14
USE-00000107,PROD-00189037,MAT-009,498.11,218.08,2025-01-20
USE-00000108,PROD-00231490,MAT-008,62.87,344.39,2026-02-07
USE-00000109,PROD-00111465,MAT-007,778.77,253.72,2026-03-23
USE-00000110,PROD-00151606,MAT-004,80.51,144.99,2025-04-14
USE-00000111,PROD-00113918,MAT-008,385.96,92.32,2025-05-17
USE-00000112,PROD-00230381,MAT-001,314.81,359.77,2025-03-11
USE-00000113,PROD-00081635,MAT-010,348.21,403.2,2024-09-10
USE-00000114,PROD-00052732,MAT-010,500.87,91.74,2025-08-19
USE-00000115,PROD-00284512,MAT-005,422.03,271.12,2025-05-08
USE-00000116,PROD-00282982,MAT-005,892.08,320.26,2025-12-09
USE-00000117,PROD-00083468,MAT-005,850.19,482.42,2025-12-14
USE-00000118,PROD-00214933,MAT-008,674.04,409.54,2025-12-30
USE-00000119,PROD-00224260,MAT-003,84.2,216.2,2025-10-21
USE-00000120,PROD-00003289,MAT-008,936.13,436.12,2025-07-11
USE-00000121,PROD-00277903,MAT-009,259.57,93.46,2025-09-17
USE-00000122,PROD-00113612,MAT-002,961.27,416.5,2025-07-08
USE-00000123,PROD-00042179,MAT-006,300.03,44.68,2025-01-21
USE-00000124,PROD-00026085,MAT-010,132.01,136.55,2025-01-31
USE-00000125,PROD-00153658,MAT-006,177.68,132.92,2025-11-03
USE-00000126,PROD-00232630,MAT-001,839.95,265.91,2026-02-14
USE-00000127,PROD-00111372,MAT-007,188.89,238.17,2026-03-13
USE-00000128,PROD-00035125,MAT-004,433.85,433.24,2026-05-23
USE-00000129,PROD-00245866,MAT-004,697.88,165.57,2025-11-11
USE-00000130,PROD-00048983,MAT-003,508.17,353.95,2025-03-29
USE-00000131,PROD-00118382,MAT-005,40.69,129.41,2026-07-21
USE-00000132,PROD-00237890,MAT-009,102.74,192.05,2025-05-18
USE-00000133,PROD-00246013,MAT-001,136.76,341.58,2025-04-23
USE-00000134,PROD-00266156,MAT-003,356.21,240.03,2024-12-21
USE-00000135,PROD-00127084,MAT-006,499.26,38.09,2025-06-06
USE-00000136,PROD-00065543,MAT-006,851.74,104.56,2025-11-02
USE-00000137,PROD-00002574,MAT-010,552.84,333.92,2026-03-24
USE-00000138,PROD-00034363,MAT-009,588.54,490.99,2025-07-28
USE-00000139,PROD-00064357,MAT-005,377.42,332.74,2025-11-30
USE-00000140,PROD-00034706,MAT-009,558.77,319.05,2025-06-08
USE-00000141,PROD-00162457,MAT-010,419.47,357.88,2025-12-14
USE-00000142,PROD-00152986,MAT-005,255.09,237.54,2026-07-27
USE-00000143,PROD-00238502,MAT-008,423.88,132.93,2026-05-23
USE-00000144,PROD-00074092,MAT-008,408.73,358.06,2025-03-09
USE-00000145,PROD-00178278,MAT-001,224.09,244.77,2024-11-07
USE-00000146,PROD-00118735,MAT-008,823.41,268.15,2025-08-15
USE-00000147,PROD-00294240,MAT-007,772.96,75.78,2025-11-19
USE-00000148,PROD-00001291,MAT-002,482.84,458.39,2026-03-30
USE-00000149,PROD-00173024,MAT-003,619.05,201.5,2026-02-14
USE-00000150,PROD-00253094,MAT-010,937.89,266.12,2025-09-29
USE-00000151,PROD-00031131,MAT-006,841.07,461.68,2024-11-14
USE-00000152,PROD-00282859,MAT-001,713.68,204.91,2025-10-31
USE-00000153,PROD-00074767,MAT-003,347.48,440.91,2024-09-06
USE-00000154,PROD-00228021,MAT-003,129.36,61.52,2025-03-30
USE-00000155,PROD-00124581,MAT-010,203.1,41.84,2024-11-21
USE-00000156,PROD-00036660,MAT-010,60.0,144.57,2026-08-22
USE-00000157,PROD-00282815,MAT-010,550.24,440.38,2025-11-22
USE-00000158,PROD-00109353,MAT-005,749.94,338.58,2026-02-11
USE-00000159,PROD-00244827,MAT-003,583.28,332.75,2026-05-18
USE-00000160,PROD-00204287,MAT-004,842.09,226.57,2024-09-12
USE-00000161,PROD-00101998,MAT-007,418.02,222.75,2026-05-30
USE-00000162,PROD-00048031,MAT-005,141.06,231.33,2026-07-01
USE-00000163,PROD-00126994,MAT-004,577.93,303.49,2026-08-01
USE-00000164,PROD-00249596,MAT-003,786.82,447.37,2025-01-07
USE-00000165,PROD-00292135,MAT-005,489.58,145.37,2025-02-02
USE-00000166,PROD-00203290,MAT-002,308.98,244.06,2026-04-09
USE-00000167,PROD-00173814,MAT-001,949.32,248.47,2026-01-22
USE-00000168,PROD-00265299,MAT-004,852.36,354.06,2025-07-12
USE-00000169,PROD-00026239,MAT-008,943.61,260.75,2025-10-10
USE-00000170,PROD-00053433,MAT-008,246.91,371.19,2025-02-17
USE-00000171,PROD-00261589,MAT-007,845.09,40.22,2026-01-30
USE-00000172,PROD-00180294,MAT-001,707.96,48.28,2025-11-28
USE-00000173,PROD-00056750,MAT-007,850.36,220.43,2025-01-03
USE-00000174,PROD-00239314,MAT-007,960.1,112.21,2024-10-20
USE-00000175,PROD-00246702,MAT-004,413.65,181.75,2025-08-13
USE-00000176,PROD-00275645,MAT-010,994.14,287.74,2024-09-04
USE-00000177,PROD-00288069,MAT-003,418.95,368.72,2025-08-12
USE-00000178,PROD-00256632,MAT-004,964.25,28.11,2025-07-21
USE-00000179,PROD-00025146,MAT-004,211.57,476.62,2026-02-11
USE-00000180,PROD-00142698,MAT-007,43.27,321.13,2025-05-13
USE-00000181,PROD-00215253,MAT-002,230.7,110.32,2025-02-11
USE-00000182,PROD-00124809,MAT-009,961.18,131.56,2024-12-28
USE-00000183,PROD-00264123,MAT-003,742.06,305.89,2025-04-06
USE-00000184,PROD-00201448,MAT-003,30.14,341.11,2025-03-03
USE-00000185,PROD-00121764,MAT-001,977.02,55.87,2024-10-04
USE-00000186,PROD-00295539,MAT-003,865.62,342.66,2025-09-24
USE-00000187,PROD-00033953,MAT-008,695.54,265.07,2026-02-23
USE-00000188,PROD-00103204,MAT-003,410.82,243.78,2024-11-16
USE-00000189,PROD-00121317,MAT-003,901.21,288.92,2026-04-11
USE-00000190,PROD-00275067,MAT-001,986.19,373.78,2026-05-15
USE-00000191,PROD-00057699,MAT-005,955.81,189.48,2026-04-27
USE-00000192,PROD-00179365,MAT-010,670.02,171.99,2025-06-10
USE-00000193,PROD-00106303,MAT-009,898.83,243.06,2024-10-14
USE-00000194,PROD-00257147,MAT-001,809.36,349.96,2025-08-26
USE-00000195,PROD-00258461,MAT-007,807.75,141.85,2026-07-18
USE-00000196,PROD-00200863,MAT-008,617.32,213.25,2025-04-24
USE-00000197,PROD-00216156,MAT-008,127.64,379.9,2026-08-18
USE-00000198,PROD-00082467,MAT-001,567.39,30.93,2025-03-01
USE-00000199,PROD-00203128,MAT-007,778.2,178.89,2025-01-28
USE-00000200,PROD-00224499,MAT-004,446.23,145.11,2024-10-11
USE-00000201,PROD-00079313,MAT-007,620.73,188.89,2025-05-04
USE-00000202,PROD-00022672,MAT-007,299.35,147.7,2025-09-12
USE-00000203,PROD-00113376,MAT-009,286.41,238.98,2026-03-02
USE-00000204,PROD-00287486,MAT-006,177.64,389.01,2025-04-17
USE-00000205,PROD-00175637,MAT-006,252.46,240.42,2025-07-13
USE-00000206,PROD-00211230,MAT-001,911.06,410.76,2026-08-15
USE-00000207,PROD-00062844,MAT-005,979.56,410.2,2024-10-31
USE-00000208,PROD-00129566,MAT-003,427.96,73.53,2026-07-05
USE-00000209,PROD-00105651,MAT-002,377.48,285.87,2025-09-20
USE-00000210,PROD-00145908,MAT-006,920.04,31.74,2025-09-22
USE-00000211,PROD-00181898,MAT-003,420.35,85.58,2024-12-13
USE-00000212,PROD-00080601,MAT-002,420.0,165.2,2026-08-04
USE-00000213,PROD-00109148,MAT-002,994.31,279.86,2026-08-04
USE-00000214,PROD-00133773,MAT-004,624.54,304.31,2024-11-10
USE-00000215,PROD-00128819,MAT-008,944.9,53.79,2025-12-26
USE-00000216,PROD-00054834,MAT-003,390.22,390.5,2024-11-01
USE-00000217,PROD-00295949,MAT-009,378.17,259.3,2025-06-14
USE-00000218,PROD-00140469,MAT-003,210.55,117.28,2025-06-03
USE-00000219,PROD-00146749,MAT-009,617.92,443.16,2025-03-13
USE-00000220,PROD-00183602,MAT-010,157.8,28.93,2025-11-29
USE-00000221,PROD-00167108,MAT-009,911.02,140.76,2026-03-01
USE-00000222,PROD-00179142,MAT-010,614.58,48.56,2025-02-05
USE-00000223,PROD-00042936,MAT-001,782.74,15.63,2025-12-31
USE-00000224,PROD-00281958,MAT-006,97.83,225.03,2025-08-28
USE-00000225,PROD-00116253,MAT-002,278.24,215.83,2026-08-22
USE-00000226,PROD-00017146,MAT-005,312.22,261.1,2024-10-10
USE-00000227,PROD-00280439,MAT-008,820.27,54.67,2024-12-19
USE-00000228,PROD-00219085,MAT-003,669.97,275.79,2025-04-06
USE-00000229,PROD-00031931,MAT-009,555.55,144.92,2026-02-09
USE-00000230,PROD-00102711,MAT-004,972.26,183.92,2025-03-12
USE-00000231,PROD-00089641,MAT-004,394.64,287.91,2025-12-28
USE-00000232,PROD-00195096,MAT-007,998.79,390.03,2026-04-07
USE-00000233,PROD-00148382,MAT-003,43.0,453.86,2024-11-04
USE-00000234,PROD-00216638,MAT-004,75.97,455.77,2026-06-29
USE-00000235,PROD-00154109,MAT-006,79.71,463.06,2024-09-22
USE-00000236,PROD-00055564,MAT-001,886.04,422.95,2025-03-13
USE-00000237,PROD-00193267,MAT-001,947.58,22.24,2026-01-05
USE-00000238,PROD-00004766,MAT-003,157.94,342.41,2026-07-23
USE-00000239,PROD-00190455,MAT-002,580.54,225.32,2026-07-29
USE-00000240,PROD-00132477,MAT-002,488.18,215.07,2026-03-11
USE-00000241,PROD-00004521,MAT-009,730.74,285.08,2024-11-15
USE-00000242,PROD-00205563,MAT-008,825.62,309.03,2026-02-09
USE-00000243,PROD-00054554,MAT-003,248.7,317.26,2024-11-30
USE-00000244,PROD-00102144,MAT-010,78.48,289.4,2026-06-02
USE-00000245,PROD-00194998,MAT-010,284.86,177.68,2025-04-26
USE-00000246,PROD-00155888,MAT-002,145.07,253.03,2025-05-05
USE-00000247,PROD-00037235,MAT-010,684.18,291.82,2026-01-20
USE-00000248,PROD-00125394,MAT-009,222.48,107.07,2025-07-30
USE-00000249,PROD-00209262,MAT-002,698.18,10.66,2025-07-19
USE-00000250,PROD-00095803,MAT-004,127.6,416.71,2024-11-14
USE-00000251,PROD-00075089,MAT-005,869.75,327.43,2026-06-15
USE-00000252,PROD-00047140,MAT-005,735.89,173.59,2024-09-10
USE-00000253,PROD-00267719,MAT-004,334.39,410.7,2025-11-02
USE-00000254,PROD-00297188,MAT-009,913.12,260.37,2025-06-15
USE-00000255,PROD-00005232,MAT-002,832.23,202.08,2024-11-12
USE-00000256,PROD-00214277,MAT-008,600.75,412.84,2025-01-05
USE-00000257,PROD-00165892,MAT-003,561.63,116.63,2026-01-06
USE-00000258,PROD-00251825,MAT-004,322.42,71.04,2026-01-05
USE-00000259,PROD-00125661,MAT-005,708.08,285.01,2026-01-07
USE-00000260,PROD-00246890,MAT-007,876.44,459.83,2026-06-04
USE-00000261,PROD-00174497,MAT-008,255.42,135.63,2024-12-23
USE-00000262,PROD-00190745,MAT-004,969.61,135.48,2025-06-18
USE-00000263,PROD-00246772,MAT-004,639.38,103.94,2024-10-04
USE-00000264,PROD-00263612,MAT-003,923.47,208.43,2024-10-18
USE-00000265,PROD-00281185,MAT-002,99.59,434.47,2025-08-24
USE-00000266,PROD-00195191,MAT-004,379.15,270.7,2025-03-06
USE-00000267,PROD-00104571,MAT-004,444.16,472.68,2025-09-30
USE-00000268,PROD-00255076,MAT-010,247.86,244.58,2026-01-09
USE-00000269,PROD-00224461,MAT-003,459.99,182.99,2026-07-21
USE-00000270,PROD-00270111,MAT-008,522.39,458.58,2025-12-01
USE-00000271,PROD-00233620,MAT-009,360.08,215.0,2025-05-15
USE-00000272,PROD-00191802,MAT-004,297.77,231.64,2025-11-19
USE-00000273,PROD-00009663,MAT-005,385.59,396.6,2026-04-01
USE-00000274,PROD-00096357,MAT-004,701.99,484.12,2025-03-08
USE-00000275,PROD-00017024,MAT-010,391.93,26.27,2026-05-05
USE-00000276,PROD-00087904,MAT-009,633.04,478.36,2026-03-15
USE-00000277,PROD-00209068,MAT-010,75.63,474.16,2025-09-26
USE-00000278,PROD-00159555,MAT-007,20.69,101.06,2025-11-14
USE-00000279,PROD-00183297,MAT-001,281.38,160.53,2025-12-22
USE-00000280,PROD-00283432,MAT-007,297.68,372.71,2025-06-01
USE-00000281,PROD-00229041,MAT-007,596.61,100.65,2024-09-12
USE-00000282,PROD-00197312,MAT-002,499.51,41.47,2026-05-16
USE-00000283,PROD-00146739,MAT-004,247.94,26.72,2025-02-06
USE-00000284,PROD-00027953,MAT-006,216.46,251.35,2026-02-05
USE-00000285,PROD-00076585,MAT-003,892.58,129.77,2026-07-21
USE-00000286,PROD-00027592,MAT-005,910.65,34.27,2025-07-27
USE-00000287,PROD-00067654,MAT-005,295.76,392.5,2025-12-16
USE-00000288,PROD-00132167,MAT-002,323.9,318.97,2025-08-23
USE-00000289,PROD-00226548,MAT-002,446.18,278.9,2026-03-03
USE-00000290,PROD-00044625,MAT-006,272.24,342.26,2026-04-16
USE-00000291,PROD-00243257,MAT-007,408.71,158.59,2025-03-20
USE-00000292,PROD-00119270,MAT-005,859.24,330.06,2024-11-16
USE-00000293,PROD-00045871,MAT-010,471.29,263.93,2026-01-26
USE-00000294,PROD-00229280,MAT-001,648.28,454.37,2026-04-08
USE-00000295,PROD-00165941,MAT-005,823.35,462.22,2025-06-14
USE-00000296,PROD-00189509,MAT-010,172.91,249.96,2026-04-16
USE-00000297,PROD-00103919,MAT-009,462.15,133.9,2025-12-07
USE-00000298,PROD-00186269,MAT-001,14.86,398.04,2026-07-10
USE-00000299,PROD-00109028,MAT-004,587.36,416.99,2026-01-04
USE-00000300,PROD-00226286,MAT-005,484.8,495.71,2025-12-14
USE-00000301,PROD-00166445,MAT-010,237.57,221.84,2025-09-14
USE-00000302,PROD-00253277,MAT-003,628.78,387.2,2025-08-29
USE-00000303,PROD-00199961,MAT-007,356.89,31.23,2024-10-25
USE-00000304,PROD-00008672,MAT-008,945.14,187.24,2024-08-27
USE-00000305,PROD-00109417,MAT-004,777.74,129.99,2026-01-13
USE-00000306,PROD-00096419,MAT-007,74.12,269.37,2026-04-10
USE-00000307,PROD-00083141,MAT-004,350.08,74.74,2025-06-08
USE-00000308,PROD-00028992,MAT-004,423.28,306.6,2026-06-27
USE-00000309,PROD-00179253,MAT-001,681.01,278.53,2025-08-11
USE-00000310,PROD-00220831,MAT-007,496.81,113.05,2025-09-25
USE-00000311,PROD-00153410,MAT-006,973.7,63.17,2025-02-12
USE-00000312,PROD-00008172,MAT-005,510.24,181.1,2026-06-05
USE-00000313,PROD-00169807,MAT-001,788.92,495.79,2025-11-12
USE-00000314,PROD-00096494,MAT-004,467.83,440.78,2025-09-11
USE-00000315,PROD-00224813,MAT-008,804.58,266.54,2025-12-22
USE-00000316,PROD-00088435,MAT-009,70.67,443.5,2026-02-06
USE-00000317,PROD-00007377,MAT-008,475.02,28.1,2026-01-13
USE-00000318,PROD-00296593,MAT-007,597.83,314.66,2026-08-07
USE-00000319,PROD-00243327,MAT-005,228.91,75.13,2026-07-29
USE-00000320,PROD-00223126,MAT-001,172.11,458.39,2026-04-12
USE-00000321,PROD-00069976,MAT-001,227.9,46.24,2026-04-20
USE-00000322,PROD-00051002,MAT-003,714.16,108.8,2025-06-24
USE-00000323,PROD-00044222,MAT-003,637.55,18.81,2025-08-07
USE-00000324,PROD-00047231,MAT-004,830.31,43.94,2026-02-16
USE-00000325,PROD-00001075,MAT-007,803.36,440.01,2024-10-10
USE-00000326,PROD-00043789,MAT-002,464.78,370.93,2026-03-28
USE-00000327,PROD-00166751,MAT-001,121.72,188.66,2026-08-11
USE-00000328,PROD-00199777,MAT-005,179.28,473.44,2026-02-09
USE-00000329,PROD-00194737,MAT-006,355.79,447.62,2025-11-01
USE-00000330,PROD-00175647,MAT-009,370.61,374.2,2026-01-02
USE-00000331,PROD-00203950,MAT-006,723.36,19.02,2026-05-13
USE-00000332,PROD-00231789,MAT-002,599.6,231.07,2025-07-02
USE-00000333,PROD-00072587,MAT-010,533.64,356.94,2025-07-08
USE-00000334,PROD-00108487,MAT-002,136.43,253.98,2025-03-24
USE-00000335,PROD-00179160,MAT-005,217.25,325.11,2025-10-14
USE-00000336,PROD-00121638,MAT-009,57.39,418.69,2026-07-01
USE-00000337,PROD-00211058,MAT-002,455.31,133.74,2026-04-20
USE-00000338,PROD-00048983,MAT-010,755.0,418.99,2025-07-10
USE-00000339,PROD-00111929,MAT-008,164.8,211.27,2024-12-07
USE-00000340,PROD-00025696,MAT-002,511.92,310.0,2025-10-15
USE-00000341,PROD-00241655,MAT-008,210.0,104.37,2025-01-18
USE-00000342,PROD-00262299,MAT-006,465.43,299.19,2025-11-28
USE-00000343,PROD-00213476,MAT-003,369.0,184.57,2025-07-23
USE-00000344,PROD-00157620,MAT-001,951.82,169.1,2024-09-03
USE-00000345,PROD-00080618,MAT-009,230.91,358.32,2025-03-11
USE-00000346,PROD-00233915,MAT-002,22.46,202.21,2025-07-28
USE-00000347,PROD-00154902,MAT-004,234.95,251.82,2025-08-15
USE-00000348,PROD-00285614,MAT-001,856.99,249.75,2026-01-02
USE-00000349,PROD-00279063,MAT-003,675.65,429.79,2025-05-05
USE-00000350,PROD-00281992,MAT-009,966.62,275.17,2025-10-30
USE-00000351,PROD-00139478,MAT-001,878.76,71.09,2024-11-17
USE-00000352,PROD-00063569,MAT-006,674.57,231.92,2024-12-03
USE-00000353,PROD-00067836,MAT-006,850.0,406.39,2026-01-26
USE-00000354,PROD-00074528,MAT-006,280.08,323.16,2024-12-08
USE-00000355,PROD-00043731,MAT-003,334.77,197.02,2025-11-30
USE-00000356,PROD-00071309,MAT-006,871.75,474.92,2026-02-26
USE-00000357,PROD-00039698,MAT-006,755.23,481.47,2026-08-03
USE-00000358,PROD-00280774,MAT-002,825.38,25.05,2026-05-13
USE-00000359,PROD-00218678,MAT-005,136.32,255.44,2025-01-20
USE-00000360,PROD-00018998,MAT-004,482.78,265.05,2025-12-27
USE-00000361,PROD-00067261,MAT-009,865.57,40.21,2025-05-10
USE-00000362,PROD-00017635,MAT-009,494.95,37.57,2025-06-02
USE-00000363,PROD-00085892,MAT-007,948.37,243.94,2026-06-12
USE-00000364,PROD-00230759,MAT-004,535.01,241.77,2024-10-07
USE-00000365,PROD-00263006,MAT-004,327.77,458.6,2025-03-16
USE-00000366,PROD-00195883,MAT-004,261.11,295.13,2026-06-16
USE-00000367,PROD-00234136,MAT-001,672.86,179.24,2026-01-20
USE-00000368,PROD-00039894,MAT-010,324.47,286.8,2026-05-23
USE-00000369,PROD-00063584,MAT-006,675.74,165.08,2025-04-24
USE-00000370,PROD-00067274,MAT-009,208.77,13.63,2024-12-09
USE-00000371,PROD-00295052,MAT-002,206.86,439.61,2026-05-25
USE-00000372,PROD-00275302,MAT-009,845.01,467.05,2024-10-03
USE-00000373,PROD-00119706,MAT-010,82.81,25.62,2024-11-12
USE-00000374,PROD-00292535,MAT-007,143.35,249.61,2025-12-15
USE-00000375,PROD-00218620,MAT-009,124.7,202.29,2026-07-24
USE-00000376,PROD-00212444,MAT-003,314.55,208.63,2025-12-15
USE-00000377,PROD-00137734,MAT-005,29.03,442.02,2026-01-22
USE-00000378,PROD-00238908,MAT-005,123.94,337.6,2026-02-05
USE-00000379,PROD-00200132,MAT-007,73.02,276.95,2025-08-16
USE-00000380,PROD-00213470,MAT-007,409.91,388.09,2026-08-09
USE-00000381,PROD-00146923,MAT-010,180.67,161.21,2026-04-05
USE-00000382,PROD-00264481,MAT-005,457.36,205.07,2025-10-04
USE-00000383,PROD-00243067,MAT-002,793.69,312.15,2026-01-27
USE-00000384,PROD-00212833,MAT-009,30.81,59.7,2025-06-19
USE-00000385,PROD-00226218,MAT-009,575.41,65.94,2026-08-07
USE-00000386,PROD-00026039,MAT-009,490.08,400.97,2024-11-17
USE-00000387,PROD-00038977,MAT-003,873.63,181.51,2024-12-28
