order_item_id,order_id,product_id,quantity,unit_price,discount,line_amount
ITEM-00000129,ORD-00001390,PRD-002,175,90,0.11,15750
ITEM-00000130,ORD-00046757,PRD-010,480,150,0.1,72000
ITEM-00000131,ORD-00044417,PRD-008,185,400,0.1,74000
ITEM-00000132,ORD-00063945,PRD-004,401,450,0.04,180450
ITEM-00000133,ORD-00013294,PRD-004,387,450,0.06,174150
ITEM-00000134,ORD-00044286,PRD-004,392,450,0.12,176400
ITEM-00000135,ORD-00096191,PRD-004,39,450,0.15,17550
ITEM-00000136,ORD-00062920,PRD-004,414,450,0.01,186300
ITEM-00000137,ORD-00007283,PRD-004,149,450,0.09,67050
ITEM-00000138,ORD-00059171,PRD-007,274,180,0.06,49320
ITEM-00000139,ORD-00083885,PRD-006,221,250,0.08,55250
ITEM-00000140,ORD-00031847,PRD-003,219,850,0.04,186150
ITEM-00000141,ORD-00013494,PRD-003,261,850,0.07,221850
ITEM-00000142,ORD-00016302,PRD-002,488,90,0.12,43920
ITEM-00000143,ORD-00062771,PRD-010,463,150,0.14,69450
ITEM-00000144,ORD-00067032,PRD-002,436,90,0.12,39240
ITEM-00000145,ORD-00046489,PRD-004,475,450,0.1,213750
ITEM-00000146,ORD-00016120,PRD-003,77,850,0.1,65450
ITEM-00000147,ORD-00075102,PRD-009,376,700,0.02,263200
ITEM-00000148,ORD-00034518,PRD-006,23,250,0.08,5750
ITEM-00000149,ORD-00093500,PRD-008,401,400,0.08,160400
ITEM-00000150,ORD-00074321,PRD-010,327,150,0.15,49050
ITEM-00000151,ORD-00005933,PRD-001,122,120,0.01,14640
ITEM-00000152,ORD-00057440,PRD-004,400,450,0.1,180000
ITEM-00000153,ORD-00077232,PRD-002,453,90,0.07,40770
ITEM-00000154,ORD-00021336,PRD-008,377,400,0.12,150800
ITEM-00000155,ORD-00086750,PRD-002,472,90,0.11,42480
ITEM-00000156,ORD-00090976,PRD-004,203,450,0.04,91350
ITEM-00000157,ORD-00058924,PRD-001,215,120,0.11,25800
ITEM-00000158,ORD-00052177,PRD-001,329,120,0.08,39480
ITEM-00000159,ORD-00058375,PRD-001,301,120,0.14,36120
ITEM-00000160,ORD-00064331,PRD-003,297,850,0.09,252450
ITEM-00000161,ORD-00097859,PRD-003,127,850,0.04,107950
ITEM-00000162,ORD-00018961,PRD-010,398,150,0.1,59700
ITEM-00000163,ORD-00068454,PRD-002,381,90,0.04,34290
ITEM-00000164,ORD-00099432,PRD-007,219,180,0.05,39420
ITEM-00000165,ORD-00039654,PRD-004,69,450,0.07,31050
ITEM-00000166,ORD-00022424,PRD-008,362,400,0.03,144800
ITEM-00000167,ORD-00089514,PRD-006,469,250,0.09,117250
ITEM-00000168,ORD-00071176,PRD-001,429,120,0.05,51480
ITEM-00000169,ORD-00027713,PRD-003,180,850,0.02,153000
ITEM-00000170,ORD-00074601,PRD-003,309,850,0.04,262650
ITEM-00000171,ORD-00002333,PRD-010,461,150,0.0,69150
ITEM-00000172,ORD-00051035,PRD-003,367,850,0.01,311950
ITEM-00000173,ORD-00022961,PRD-009,257,700,0.12,179900
ITEM-00000174,ORD-00078628,PRD-003,226,850,0.11,192100
ITEM-00000175,ORD-00006662,PRD-005,8,60,0.0,480
ITEM-00000176,ORD-00094047,PRD-003,381,850,0.0,323850
ITEM-00000177,ORD-00057150,PRD-007,218,180,0.13,39240
ITEM-00000178,ORD-00059717,PRD-009,176,700,0.07,123200
ITEM-00000179,ORD-00088256,PRD-003,334,850,0.09,283900
ITEM-00000180,ORD-00098487,PRD-007,179,180,0.04,32220
ITEM-00000181,ORD-00094030,PRD-007,254,180,0.1,45720
ITEM-00000182,ORD-00023074,PRD-010,184,150,0.02,27600
ITEM-00000183,ORD-00038729,PRD-003,243,850,0.12,206550
ITEM-00000184,ORD-00034326,PRD-010,129,150,0.01,19350
ITEM-00000185,ORD-00086225,PRD-007,410,180,0.04,73800
ITEM-00000186,ORD-00099426,PRD-010,194,150,0.1,29100
ITEM-00000187,ORD-00020248,PRD-001,228,120,0.07,27360
ITEM-00000188,ORD-00007748,PRD-008,463,400,0.13,185200
ITEM-00000189,ORD-00097697,PRD-002,219,90,0.15,19710
ITEM-00000190,ORD-00095941,PRD-008,32,400,0.08,12800
ITEM-00000191,ORD-00087466,PRD-007,237,180,0.01,42660
ITEM-00000192,ORD-00095326,PRD-001,5,120,0.09,600
ITEM-00000193,ORD-00046165,PRD-004,51,450,0.03,22950
ITEM-00000194,ORD-00022741,PRD-006,483,250,0.07,120750
ITEM-00000195,ORD-00071510,PRD-006,182,250,0.12,45500
ITEM-00000196,ORD-00093622,PRD-002,442,90,0.11,39780
ITEM-00000197,ORD-00075889,PRD-005,311,60,0.11,18660
ITEM-00000198,ORD-00066220,PRD-010,207,150,0.02,31050
ITEM-00000199,ORD-00096217,PRD-004,474,450,0.03,213300
ITEM-00000200,ORD-00020642,PRD-005,50,60,0.14,3000
ITEM-00000201,ORD-00075860,PRD-007,58,180,0.05,10440
ITEM-00000202,ORD-00080359,PRD-005,500,60,0.1,30000
ITEM-00000203,ORD-00085367,PRD-003,131,850,0.09,111350
ITEM-00000204,ORD-00048949,PRD-009,498,700,0.06,348600
ITEM-00000205,ORD-00074584,PRD-009,284,700,0.11,198800
ITEM-00000206,ORD-00076183,PRD-007,88,180,0.15,15840
ITEM-00000207,ORD-00071492,PRD-008,230,400,0.06,92000
ITEM-00000208,ORD-00047540,PRD-003,154,850,0.05,130900
ITEM-00000209,ORD-00078322,PRD-010,9,150,0.08,1350
ITEM-00000210,ORD-00069371,PRD-009,103,700,0.15,72100
ITEM-00000211,ORD-00057894,PRD-005,154,60,0.13,9240
ITEM-00000212,ORD-00077708,PRD-008,80,400,0.12,32000
ITEM-00000213,ORD-00035400,PRD-010,128,150,0.06,19200
ITEM-00000214,ORD-00071879,PRD-010,361,150,0.09,54150
ITEM-00000215,ORD-00007343,PRD-005,21,60,0.02,1260
ITEM-00000216,ORD-00084586,PRD-001,148,120,0.04,17760
ITEM-00000217,ORD-00007986,PRD-004,277,450,0.03,124650
ITEM-00000218,ORD-00084335,PRD-008,479,400,0.04,191600
ITEM-00000219,ORD-00065358,PRD-007,161,180,0.08,28980
ITEM-00000220,ORD-00020202,PRD-005,93,60,0.01,5580
ITEM-00000221,ORD-00013161,PRD-004,319,450,0.04,143550
ITEM-00000222,ORD-00061367,PRD-009,34,700,0.02,23800
ITEM-00000223,ORD-00073387,PRD-010,438,150,0.13,65700
ITEM-00000224,ORD-00018018,PRD-006,2,250,0.04,500
ITEM-00000225,ORD-00038261,PRD-005,242,60,0.07,14520
ITEM-00000226,ORD-00040754,PRD-008,241,400,0.01,96400
ITEM-00000227,ORD-00085241,PRD-008,469,400,0.14,187600
ITEM-00000228,ORD-00038477,PRD-007,329,180,0.05,59220
ITEM-00000229,ORD-00099927,PRD-009,431,700,0.09,301700
ITEM-00000230,ORD-00044396,PRD-008,333,400,0.07,133200
ITEM-00000231,ORD-00016475,PRD-002,289,90,0.03,26010
ITEM-00000232,ORD-00018728,PRD-010,262,150,0.0,39300
ITEM-00000233,ORD-00036772,PRD-010,202,150,0.02,30300
ITEM-00000234,ORD-00097150,PRD-005,225,60,0.04,13500
ITEM-00000235,ORD-00023351,PRD-007,242,180,0.08,43560
ITEM-00000236,ORD-00049745,PRD-005,419,60,0.06,25140
ITEM-00000237,ORD-00028754,PRD-010,14,150,0.09,2100
ITEM-00000238,ORD-00011758,PRD-004,65,450,0.11,29250
ITEM-00000239,ORD-00026623,PRD-004,186,450,0.04,83700
ITEM-00000240,ORD-00079527,PRD-007,470,180,0.08,84600
ITEM-00000241,ORD-00070122,PRD-009,184,700,0.12,128800
ITEM-00000242,ORD-00057679,PRD-009,240,700,0.03,168000
ITEM-00000243,ORD-00043745,PRD-002,110,90,0.03,9900
ITEM-00000244,ORD-00091294,PRD-006,182,250,0.03,45500
ITEM-00000245,ORD-00030708,PRD-006,104,250,0.05,26000
ITEM-00000246,ORD-00063706,PRD-009,319,700,0.13,223300
ITEM-00000247,ORD-00032147,PRD-005,428,60,0.11,25680
ITEM-00000248,ORD-00091508,PRD-005,199,60,0.01,11940
ITEM-00000249,ORD-00026280,PRD-006,315,250,0.04,78750
ITEM-00000250,ORD-00094424,PRD-008,11,400,0.0,4400
ITEM-00000251,ORD-00042447,PRD-002,171,90,0.08,15390
ITEM-00000252,ORD-00041346,PRD-009,94,700,0.11,65800
ITEM-00000253,ORD-00029228,PRD-005,246,60,0.01,14760
ITEM-00000254,ORD-00087154,PRD-006,58,250,0.05,14500
ITEM-00000255,ORD-00065743,PRD-010,301,150,0.11,45150
ITEM-00000256,ORD-00061534,PRD-004,200,450,0.02,90000
ITEM-00000257,ORD-00057783,PRD-010,305,150,0.06,45750
ITEM-00000258,ORD-00072998,PRD-001,257,120,0.01,30840
ITEM-00000259,ORD-00046437,PRD-009,271,700,0.05,189700
ITEM-00000260,ORD-00008671,PRD-009,353,700,0.13,247100
ITEM-00000261,ORD-00061664,PRD-010,106,150,0.09,15900
ITEM-00000262,ORD-00017835,PRD-008,131,400,0.13,52400
ITEM-00000263,ORD-00026411,PRD-004,240,450,0.06,108000
ITEM-00000264,ORD-00002774,PRD-003,72,850,0.13,61200
ITEM-00000265,ORD-00048552,PRD-007,138,180,0.03,24840
ITEM-00000266,ORD-00073573,PRD-003,69,850,0.1,58650
ITEM-00000267,ORD-00041193,PRD-005,493,60,0.01,29580
ITEM-00000268,ORD-00079901,PRD-005,432,60,0.05,25920
ITEM-00000269,ORD-00055087,PRD-005,209,60,0.04,12540
ITEM-00000270,ORD-00080186,PRD-009,308,700,0.11,215600
ITEM-00000271,ORD-00087615,PRD-009,23,700,0.08,16100
ITEM-00000272,ORD-00052647,PRD-002,317,90,0.14,28530
ITEM-00000273,ORD-00010103,PRD-003,237,850,0.03,201450
ITEM-00000274,ORD-00014124,PRD-001,275,120,0.15,33000
ITEM-00000275,ORD-00040010,PRD-002,424,90,0.01,38160
ITEM-00000276,ORD-00042145,PRD-004,275,450,0.11,123750
ITEM-00000277,ORD-00007840,PRD-010,235,150,0.09,35250
ITEM-00000278,ORD-00024597,PRD-003,133,850,0.12,113050
ITEM-00000279,ORD-00013557,PRD-001,191,120,0.01,22920
ITEM-00000280,ORD-00020151,PRD-004,101,450,0.08,45450
ITEM-00000281,ORD-00062724,PRD-003,448,850,0.14,380800
ITEM-00000282,ORD-00003725,PRD-010,290,150,0.07,43500
ITEM-00000283,ORD-00073867,PRD-004,160,450,0.13,72000
ITEM-00000284,ORD-00019690,PRD-010,362,150,0.05,54300
ITEM-00000285,ORD-00026487,PRD-001,95,120,0.08,11400
ITEM-00000286,ORD-00098350,PRD-010,129,150,0.08,19350
ITEM-00000287,ORD-00051482,PRD-008,110,400,0.09,44000
ITEM-00000288,ORD-00071234,PRD-010,236,150,0.03,35400
ITEM-00000289,ORD-00047695,PRD-008,64,400,0.13,25600
ITEM-00000290,ORD-00016496,PRD-006,15,250,0.02,3750
ITEM-00000291,ORD-00033441,PRD-003,298,850,0.13,253300
ITEM-00000292,ORD-00029474,PRD-008,376,400,0.02,150400
ITEM-00000293,ORD-00021017,PRD-006,77,250,0.09,19250
ITEM-00000294,ORD-00046101,PRD-007,58,180,0.04,10440
ITEM-00000295,ORD-00095368,PRD-007,413,180,0.01,74340
ITEM-00000296,ORD-00048306,PRD-003,495,850,0.04,420750
ITEM-00000297,ORD-00012687,PRD-005,483,60,0.14,28980
ITEM-00000298,ORD-00004091,PRD-008,352,400,0.04,140800
ITEM-00000299,ORD-00092337,PRD-003,249,850,0.06,211650
ITEM-00000300,ORD-00010012,PRD-009,134,700,0.04,93800
ITEM-00000301,ORD-00011759,PRD-009,170,700,0.07,119000
ITEM-00000302,ORD-00064494,PRD-004,371,450,0.14,166950
ITEM-00000303,ORD-00023085,PRD-009,271,700,0.13,189700
ITEM-00000304,ORD-00007817,PRD-003,413,850,0.14,351050
ITEM-00000305,ORD-00053507,PRD-001,293,120,0.02,35160
ITEM-00000306,ORD-00096566,PRD-004,134,450,0.11,60300
ITEM-00000307,ORD-00015176,PRD-007,494,180,0.13,88920
ITEM-00000308,ORD-00089616,PRD-001,78,120,0.15,9360
ITEM-00000309,ORD-00076714,PRD-005,420,60,0.13,25200
ITEM-00000310,ORD-00012121,PRD-001,40,120,0.08,4800
ITEM-00000311,ORD-00091923,PRD-003,211,850,0.1,179350
ITEM-00000312,ORD-00063014,PRD-001,134,120,0.0,16080
ITEM-00000313,ORD-00018643,PRD-008,168,400,0.13,67200
ITEM-00000314,ORD-00046050,PRD-010,87,150,0.07,13050
ITEM-00000315,ORD-00055866,PRD-009,129,700,0.02,90300
ITEM-00000316,ORD-00017464,PRD-005,3,60,0.04,180
ITEM-00000317,ORD-00084187,PRD-002,373,90,0.14,33570
ITEM-00000318,ORD-00093717,PRD-009,181,700,0.15,126700
ITEM-00000319,ORD-00002179,PRD-010,78,150,0.06,11700
ITEM-00000320,ORD-00083238,PRD-008,82,400,0.15,32800
ITEM-00000321,ORD-00080929,PRD-004,263,450,0.02,118350
ITEM-00000322,ORD-00054391,PRD-004,85,450,0.09,38250
ITEM-00000323,ORD-00079051,PRD-002,237,90,0.0,21330
ITEM-00000324,ORD-00091529,PRD-004,394,450,0.02,177300
ITEM-00000325,ORD-00087938,PRD-001,464,120,0.14,55680
ITEM-00000326,ORD-00035420,PRD-002,27,90,0.08,2430
ITEM-00000327,ORD-00087227,PRD-003,243,850,0.1,206550
ITEM-00000328,ORD-00089070,PRD-009,321,700,0.0,224700
ITEM-00000329,ORD-00092507,PRD-006,302,250,0.02,75500
ITEM-00000330,ORD-00054757,PRD-007,431,180,0.14,77580
ITEM-00000331,ORD-00006237,PRD-004,470,450,0.13,211500
ITEM-00000332,ORD-00097908,PRD-007,353,180,0.03,63540
ITEM-00000333,ORD-00087126,PRD-005,138,60,0.06,8280
ITEM-00000334,ORD-00064705,PRD-007,344,180,0.1,61920
ITEM-00000335,ORD-00020343,PRD-008,424,400,0.1,169600
ITEM-00000336,ORD-00001653,PRD-006,104,250,0.08,26000
ITEM-00000337,ORD-00092661,PRD-005,402,60,0.12,24120
ITEM-00000338,ORD-00008046,PRD-008,142,400,0.04,56800
ITEM-00000339,ORD-00063733,PRD-005,307,60,0.0,18420
ITEM-00000340,ORD-00001055,PRD-005,152,60,0.11,9120
ITEM-00000341,ORD-00071241,PRD-010,336,150,0.0,50400
ITEM-00000342,ORD-00029231,PRD-003,350,850,0.08,297500
ITEM-00000343,ORD-00041096,PRD-005,203,60,0.05,12180
ITEM-00000344,ORD-00079530,PRD-001,264,120,0.14,31680
ITEM-00000345,ORD-00068227,PRD-006,467,250,0.14,116750
ITEM-00000346,ORD-00077817,PRD-003,49,850,0.11,41650
ITEM-00000347,ORD-00057025,PRD-005,100,60,0.14,6000
ITEM-00000348,ORD-00041712,PRD-008,480,400,0.02,192000
ITEM-00000349,ORD-00061278,PRD-010,407,150,0.13,61050
ITEM-00000350,ORD-00003505,PRD-009,468,700,0.0,327600
ITEM-00000351,ORD-00062945,PRD-006,459,250,0.08,114750
ITEM-00000352,ORD-00064502,PRD-010,390,150,0.09,58500
ITEM-00000353,ORD-00013845,PRD-007,172,180,0.04,30960
ITEM-00000354,ORD-00022585,PRD-005,107,60,0.1,6420
ITEM-00000355,ORD-00034558,PRD-004,21,450,0.09,9450
ITEM-00000356,ORD-00034978,PRD-007,402,180,0.03,72360
ITEM-00000357,ORD-00049319,PRD-002,353,90,0.1,31770
ITEM-00000358,ORD-00098184,PRD-001,260,120,0.14,31200
ITEM-00000359,ORD-00053896,PRD-009,179,700,0.0,125300
ITEM-00000360,ORD-00091983,PRD-010,189,150,0.03,28350
ITEM-00000361,ORD-00006447,PRD-009,249,700,0.12,174300
ITEM-00000362,ORD-00078442,PRD-010,226,150,0.15,33900
ITEM-00000363,ORD-00091425,PRD-001,306,120,0.1,36720
ITEM-00000364,ORD-00007808,PRD-001,446,120,0.13,53520
ITEM-00000365,ORD-00035196,PRD-007,130,180,0.15,23400
ITEM-00000366,ORD-00033131,PRD-010,52,150,0.08,7800
ITEM-00000367,ORD-00071171,PRD-008,7,400,0.13,2800
ITEM-00000368,ORD-00073275,PRD-003,116,850,0.08,98600
ITEM-00000369,ORD-00064752,PRD-002,404,90,0.12,36360
ITEM-00000370,ORD-00018500,PRD-001,271,120,0.02,32520
ITEM-00000371,ORD-00022140,PRD-005,482,60,0.14,28920
ITEM-00000372,ORD-00004777,PRD-004,370,450,0.13,166500
ITEM-00000373,ORD-00034252,PRD-009,74,700,0.04,51800
ITEM-00000374,ORD-00082148,PRD-006,148,250,0.03,37000
ITEM-00000375,ORD-00071312,PRD-001,192,120,0.01,23040
ITEM-00000376,ORD-00000297,PRD-010,38,150,0.03,5700
ITEM-00000377,ORD-00085490,PRD-001,118,120,0.12,14160
ITEM-00000378,ORD-00021731,PRD-008,245,400,0.03,98000
ITEM-00000379,ORD-00012418,PRD-001,85,120,0.14,10200
ITEM-00000380,ORD-00075172,PRD-005,246,60,0.05,14760
ITEM-00000381,ORD-00071445,PRD-002,159,90,0.12,14310
ITEM-00000382,ORD-00095186,PRD-004,179,450,0.04,80550
ITEM-00000383,ORD-00084611,PRD-009,362,700,0.09,253400
ITEM-00000384,ORD-00049076,PRD-006,303,250,0.0,75750
ITEM-00000385,ORD-00089560,PRD-001,324,120,0.05,38880
ITEM-00000386,ORD-00095903,PRD-004,99,450,0.05,44550
ITEM-00000387,ORD-00039199,PRD-006,403,250,0.05,100750
ITEM-00000388,ORD-00039443,PRD-002,392,90,0.08,35280
ITEM-00000389,ORD-00082957,PRD-009,430,700,0.09,301000
ITEM-00000390,ORD-00053028,PRD-004,192,450,0.12,86400
ITEM-00000391,ORD-00008959,PRD-005,422,60,0.03,25320
ITEM-00000392,ORD-00048522,PRD-008,483,400,0.11,193200
ITEM-00000393,ORD-00039997,PRD-003,82,850,0.1,69700
ITEM-00000394,ORD-00057912,PRD-002,198,90,0.06,17820
ITEM-00000395,ORD-00037356,PRD-003,350,850,0.03,297500
ITEM-00000396,ORD-00054517,PRD-007,152,180,0.15,27360
ITEM-00000397,ORD-00057563,PRD-001,264,120,0.08,31680
ITEM-00000398,ORD-00060046,PRD-003,61,850,0.13,51850
ITEM-00000399,ORD-00066093,PRD-005,186,60,0.03,11160
ITEM-00000400,ORD-00084570,PRD-008,443,400,0.14,177200
ITEM-00000401,ORD-00065277,PRD-003,456,850,0.1,387600
ITEM-00000402,ORD-00086135,PRD-004,396,450,0.13,178200
ITEM-00000403,ORD-00079012,PRD-010,403,150,0.14,60450
ITEM-00000404,ORD-00052705,PRD-007,176,180,0.05,31680
ITEM-00000405,ORD-00024441,PRD-008,217,400,0.13,86800
ITEM-00000406,ORD-00012445,PRD-010,382,150,0.09,57300
ITEM-00000407,ORD-00086736,PRD-006,193,250,0.06,48250
ITEM-00000408,ORD-00059376,PRD-007,313,180,0.1,56340
ITEM-00000409,ORD-00018928,PRD-004,432,450,0.13,194400
ITEM-00000410,ORD-00016270,PRD-002,107,90,0.08,9630
