order_item_id,order_id,product_id,quantity,unit_price,discount,line_amount
ITEM-00000066,ORD-00052499,PRD-006,492,250,0.03,123000
ITEM-00000067,ORD-00056026,PRD-006,63,250,0.06,15750
ITEM-00000068,ORD-00011961,PRD-003,490,850,0.03,416500
ITEM-00000069,ORD-00013309,PRD-005,344,60,0.13,20640
ITEM-00000070,ORD-00008671,PRD-001,146,120,0.02,17520
ITEM-00000071,ORD-00055781,PRD-005,379,60,0.06,22740
ITEM-00000072,ORD-00000982,PRD-004,311,450,0.0,139950
ITEM-00000073,ORD-00079199,PRD-002,157,90,0.04,14130
ITEM-00000074,ORD-00052921,PRD-001,122,120,0.09,14640
ITEM-00000075,ORD-00084366,PRD-003,40,850,0.09,34000
ITEM-00000076,ORD-00053214,PRD-003,231,850,0.05,196350
ITEM-00000077,ORD-00001905,PRD-003,219,850,0.11,186150
ITEM-00000078,ORD-00088918,PRD-009,392,700,0.12,274400
ITEM-00000079,ORD-00031245,PRD-007,174,180,0.06,31320
ITEM-00000080,ORD-00065177,PRD-004,419,450,0.01,188550
ITEM-00000081,ORD-00046522,PRD-005,291,60,0.03,17460
ITEM-00000082,ORD-00035714,PRD-004,428,450,0.09,192600
ITEM-00000083,ORD-00080658,PRD-008,89,400,0.01,35600
ITEM-00000084,ORD-00026924,PRD-006,234,250,0.06,58500
ITEM-00000085,ORD-00096099,PRD-002,326,90,0.13,29340
ITEM-00000086,ORD-00032853,PRD-004,280,450,0.06,126000
ITEM-00000087,ORD-00088026,PRD-004,263,450,0.15,118350
ITEM-00000088,ORD-00002142,PRD-002,360,90,0.12,32400
ITEM-00000089,ORD-00078147,PRD-005,63,60,0.07,3780
ITEM-00000090,ORD-00018860,PRD-003,196,850,0.01,166600
ITEM-00000091,ORD-00016407,PRD-005,299,60,0.14,17940
ITEM-00000092,ORD-00088897,PRD-004,359,450,0.11,161550
ITEM-00000093,ORD-00001867,PRD-007,413,180,0.11,74340
ITEM-00000094,ORD-00097182,PRD-007,441,180,0.07,79380
ITEM-00000095,ORD-00017011,PRD-010,496,150,0.06,74400
ITEM-00000096,ORD-00067755,PRD-006,421,250,0.05,105250
ITEM-00000097,ORD-00003928,PRD-002,127,90,0.12,11430
ITEM-00000098,ORD-00048809,PRD-004,196,450,0.13,88200
ITEM-00000099,ORD-00084715,PRD-001,279,120,0.03,33480
ITEM-00000100,ORD-00054960,PRD-009,442,700,0.02,309400
ITEM-00000101,ORD-00017769,PRD-007,312,180,0.08,56160
ITEM-00000102,ORD-00086175,PRD-009,168,700,0.1,117600
ITEM-00000103,ORD-00028487,PRD-007,181,180,0.11,32580
ITEM-00000104,ORD-00015593,PRD-009,58,700,0.13,40600
ITEM-00000105,ORD-00009112,PRD-010,31,150,0.12,4650
ITEM-00000106,ORD-00074691,PRD-007,23,180,0.12,4140
ITEM-00000107,ORD-00052474,PRD-001,122,120,0.01,14640
ITEM-00000108,ORD-00074432,PRD-009,150,700,0.1,105000
ITEM-00000109,ORD-00037980,PRD-001,461,120,0.05,55320
ITEM-00000110,ORD-00060048,PRD-008,228,400,0.02,91200
ITEM-00000111,ORD-00070157,PRD-009,438,700,0.11,306600
ITEM-00000112,ORD-00031611,PRD-009,296,700,0.0,207200
ITEM-00000113,ORD-00091669,PRD-004,186,450,0.03,83700
ITEM-00000114,ORD-00005245,PRD-008,175,400,0.07,70000
ITEM-00000115,ORD-00059284,PRD-003,330,850,0.06,280500
ITEM-00000116,ORD-00070565,PRD-006,39,250,0.02,9750
ITEM-00000117,ORD-00091361,PRD-007,450,180,0.13,81000
ITEM-00000118,ORD-00074532,PRD-007,192,180,0.12,34560
ITEM-00000119,ORD-00044611,PRD-001,83,120,0.03,9960
ITEM-00000120,ORD-00015204,PRD-004,332,450,0.03,149400
ITEM-00000121,ORD-00036681,PRD-003,148,850,0.06,125800
ITEM-00000122,ORD-00073722,PRD-008,180,400,0.05,72000
ITEM-00000123,ORD-00063094,PRD-005,330,60,0.01,19800
ITEM-00000124,ORD-00075559,PRD-006,372,250,0.04,93000
ITEM-00000125,ORD-00046705,PRD-001,379,120,0.04,45480
ITEM-00000126,ORD-00055917,PRD-001,383,120,0.09,45960
ITEM-00000127,ORD-00041714,PRD-007,290,180,0.12,52200
ITEM-00000128,ORD-00027836,PRD-007,73,180,0.08,13140
ITEM-00000129,ORD-00007631,PRD-005,28,60,0.09,1680
ITEM-00000130,ORD-00083112,PRD-004,95,450,0.04,42750
ITEM-00000131,ORD-00049745,PRD-010,474,150,0.12,71100
ITEM-00000132,ORD-00096295,PRD-007,132,180,0.11,23760
ITEM-00000133,ORD-00078626,PRD-001,238,120,0.08,28560
ITEM-00000134,ORD-00090412,PRD-008,108,400,0.03,43200
ITEM-00000135,ORD-00054349,PRD-001,237,120,0.07,28440
ITEM-00000136,ORD-00069942,PRD-009,78,700,0.15,54600
ITEM-00000137,ORD-00001417,PRD-007,332,180,0.13,59760
ITEM-00000138,ORD-00045331,PRD-004,199,450,0.11,89550
ITEM-00000139,ORD-00001784,PRD-008,154,400,0.04,61600
ITEM-00000140,ORD-00099974,PRD-003,51,850,0.09,43350
ITEM-00000141,ORD-00064374,PRD-005,410,60,0.08,24600
ITEM-00000142,ORD-00023143,PRD-001,226,120,0.05,27120
ITEM-00000143,ORD-00036623,PRD-007,248,180,0.02,44640
ITEM-00000144,ORD-00050492,PRD-007,190,180,0.11,34200
ITEM-00000145,ORD-00063089,PRD-001,497,120,0.06,59640
ITEM-00000146,ORD-00088342,PRD-010,290,150,0.12,43500
ITEM-00000147,ORD-00080186,PRD-006,425,250,0.03,106250
ITEM-00000148,ORD-00044544,PRD-005,450,60,0.04,27000
ITEM-00000149,ORD-00048839,PRD-009,416,700,0.13,291200
ITEM-00000150,ORD-00020641,PRD-002,477,90,0.09,42930
ITEM-00000151,ORD-00004978,PRD-004,303,450,0.04,136350
ITEM-00000152,ORD-00099527,PRD-002,468,90,0.02,42120
ITEM-00000153,ORD-00078161,PRD-004,489,450,0.15,220050
ITEM-00000154,ORD-00093454,PRD-008,98,400,0.06,39200
ITEM-00000155,ORD-00000452,PRD-008,228,400,0.1,91200
ITEM-00000156,ORD-00006009,PRD-005,146,60,0.13,8760
ITEM-00000157,ORD-00063126,PRD-002,158,90,0.09,14220
ITEM-00000158,ORD-00060343,PRD-007,30,180,0.12,5400
ITEM-00000159,ORD-00072721,PRD-006,257,250,0.06,64250
ITEM-00000160,ORD-00077180,PRD-004,191,450,0.01,85950
ITEM-00000161,ORD-00043411,PRD-003,243,850,0.04,206550
ITEM-00000162,ORD-00067460,PRD-010,220,150,0.07,33000
ITEM-00000163,ORD-00098983,PRD-008,422,400,0.03,168800
ITEM-00000164,ORD-00029716,PRD-006,38,250,0.04,9500
ITEM-00000165,ORD-00082484,PRD-003,176,850,0.14,149600
ITEM-00000166,ORD-00000417,PRD-008,267,400,0.05,106800
ITEM-00000167,ORD-00046713,PRD-010,131,150,0.09,19650
ITEM-00000168,ORD-00005413,PRD-001,447,120,0.13,53640
ITEM-00000169,ORD-00085450,PRD-003,326,850,0.08,277100
ITEM-00000170,ORD-00063371,PRD-002,32,90,0.02,2880
ITEM-00000171,ORD-00096960,PRD-009,393,700,0.03,275100
ITEM-00000172,ORD-00069253,PRD-001,237,120,0.06,28440
ITEM-00000173,ORD-00003132,PRD-006,63,250,0.04,15750
ITEM-00000174,ORD-00027080,PRD-002,180,90,0.06,16200
ITEM-00000175,ORD-00015437,PRD-002,9,90,0.06,810
ITEM-00000176,ORD-00033467,PRD-001,464,120,0.02,55680
ITEM-00000177,ORD-00085732,PRD-010,42,150,0.09,6300
ITEM-00000178,ORD-00096710,PRD-010,345,150,0.08,51750
ITEM-00000179,ORD-00025243,PRD-002,298,90,0.14,26820
ITEM-00000180,ORD-00036893,PRD-010,350,150,0.06,52500
ITEM-00000181,ORD-00023945,PRD-009,37,700,0.12,25900
ITEM-00000182,ORD-00041344,PRD-004,229,450,0.09,103050
ITEM-00000183,ORD-00048002,PRD-004,237,450,0.07,106650
ITEM-00000184,ORD-00082060,PRD-004,17,450,0.04,7650
ITEM-00000185,ORD-00070216,PRD-010,344,150,0.14,51600
ITEM-00000186,ORD-00031963,PRD-006,499,250,0.06,124750
ITEM-00000187,ORD-00069118,PRD-006,304,250,0.13,76000
ITEM-00000188,ORD-00000211,PRD-007,73,180,0.07,13140
ITEM-00000189,ORD-00095320,PRD-008,19,400,0.12,7600
ITEM-00000190,ORD-00015893,PRD-009,461,700,0.12,322700
ITEM-00000191,ORD-00040621,PRD-010,435,150,0.03,65250
ITEM-00000192,ORD-00030677,PRD-003,42,850,0.01,35700
ITEM-00000193,ORD-00049144,PRD-002,286,90,0.12,25740
ITEM-00000194,ORD-00068130,PRD-007,421,180,0.05,75780
ITEM-00000195,ORD-00079542,PRD-006,128,250,0.11,32000
ITEM-00000196,ORD-00019593,PRD-009,273,700,0.11,191100
ITEM-00000197,ORD-00031125,PRD-006,466,250,0.05,116500
ITEM-00000198,ORD-00046984,PRD-009,353,700,0.07,247100
ITEM-00000199,ORD-00015835,PRD-001,321,120,0.0,38520
ITEM-00000200,ORD-00079155,PRD-004,65,450,0.0,29250
ITEM-00000201,ORD-00040284,PRD-009,56,700,0.11,39200
ITEM-00000202,ORD-00076606,PRD-004,220,450,0.02,99000
ITEM-00000203,ORD-00052943,PRD-001,362,120,0.14,43440
ITEM-00000204,ORD-00001205,PRD-006,160,250,0.13,40000
ITEM-00000205,ORD-00080544,PRD-007,290,180,0.03,52200
ITEM-00000206,ORD-00020918,PRD-003,261,850,0.08,221850
ITEM-00000207,ORD-00042219,PRD-003,306,850,0.13,260100
ITEM-00000208,ORD-00046294,PRD-004,49,450,0.11,22050
ITEM-00000209,ORD-00014316,PRD-009,408,700,0.1,285600
ITEM-00000210,ORD-00061041,PRD-002,63,90,0.03,5670
ITEM-00000211,ORD-00059283,PRD-010,138,150,0.06,20700
ITEM-00000212,ORD-00076734,PRD-004,323,450,0.09,145350
ITEM-00000213,ORD-00082961,PRD-003,465,850,0.1,395250
ITEM-00000214,ORD-00076100,PRD-005,226,60,0.15,13560
ITEM-00000215,ORD-00010228,PRD-009,3,700,0.09,2100
ITEM-00000216,ORD-00066311,PRD-001,484,120,0.13,58080
ITEM-00000217,ORD-00070385,PRD-001,40,120,0.07,4800
ITEM-00000218,ORD-00063260,PRD-006,280,250,0.01,70000
ITEM-00000219,ORD-00050963,PRD-006,183,250,0.11,45750
ITEM-00000220,ORD-00097525,PRD-009,341,700,0.13,238700
ITEM-00000221,ORD-00045049,PRD-002,487,90,0.02,43830
ITEM-00000222,ORD-00068273,PRD-010,174,150,0.06,26100
ITEM-00000223,ORD-00074068,PRD-007,154,180,0.02,27720
ITEM-00000224,ORD-00097881,PRD-006,205,250,0.02,51250
ITEM-00000225,ORD-00006632,PRD-007,440,180,0.14,79200
ITEM-00000226,ORD-00091824,PRD-008,113,400,0.06,45200
ITEM-00000227,ORD-00054622,PRD-007,31,180,0.13,5580
ITEM-00000228,ORD-00070512,PRD-002,417,90,0.09,37530
ITEM-00000229,ORD-00010964,PRD-006,312,250,0.01,78000
ITEM-00000230,ORD-00034157,PRD-009,490,700,0.15,343000
ITEM-00000231,ORD-00029189,PRD-004,493,450,0.03,221850
ITEM-00000232,ORD-00085735,PRD-006,162,250,0.07,40500
ITEM-00000233,ORD-00071695,PRD-002,146,90,0.01,13140
ITEM-00000234,ORD-00056806,PRD-010,132,150,0.1,19800
ITEM-00000235,ORD-00035037,PRD-010,225,150,0.05,33750
ITEM-00000236,ORD-00053596,PRD-002,267,90,0.01,24030
ITEM-00000237,ORD-00069650,PRD-010,447,150,0.03,67050
ITEM-00000238,ORD-00027475,PRD-005,339,60,0.07,20340
ITEM-00000239,ORD-00033171,PRD-008,184,400,0.13,73600
ITEM-00000240,ORD-00049386,PRD-008,478,400,0.12,191200
ITEM-00000241,ORD-00084953,PRD-004,263,450,0.11,118350
ITEM-00000242,ORD-00095040,PRD-005,349,60,0.0,20940
ITEM-00000243,ORD-00089941,PRD-001,11,120,0.04,1320
ITEM-00000244,ORD-00075525,PRD-008,446,400,0.01,178400
ITEM-00000245,ORD-00075005,PRD-007,200,180,0.04,36000
ITEM-00000246,ORD-00018504,PRD-008,322,400,0.01,128800
ITEM-00000247,ORD-00026626,PRD-008,382,400,0.11,152800
ITEM-00000248,ORD-00029244,PRD-003,448,850,0.02,380800
ITEM-00000249,ORD-00044936,PRD-010,358,150,0.12,53700
ITEM-00000250,ORD-00004171,PRD-007,490,180,0.06,88200
ITEM-00000251,ORD-00094775,PRD-010,143,150,0.0,21450
ITEM-00000252,ORD-00097983,PRD-010,351,150,0.02,52650
ITEM-00000253,ORD-00006421,PRD-001,41,120,0.13,4920
ITEM-00000254,ORD-00071875,PRD-002,493,90,0.04,44370
ITEM-00000255,ORD-00082419,PRD-007,386,180,0.06,69480
ITEM-00000256,ORD-00053957,PRD-008,15,400,0.06,6000
ITEM-00000257,ORD-00047709,PRD-003,121,850,0.09,102850
ITEM-00000258,ORD-00013601,PRD-009,199,700,0.11,139300
ITEM-00000259,ORD-00015695,PRD-008,417,400,0.03,166800
ITEM-00000260,ORD-00051860,PRD-006,47,250,0.02,11750
ITEM-00000261,ORD-00075623,PRD-001,94,120,0.09,11280
ITEM-00000262,ORD-00020643,PRD-001,227,120,0.09,27240
ITEM-00000263,ORD-00016296,PRD-005,11,60,0.13,660
ITEM-00000264,ORD-00099125,PRD-010,398,150,0.15,59700
ITEM-00000265,ORD-00057791,PRD-009,307,700,0.01,214900
ITEM-00000266,ORD-00072369,PRD-001,415,120,0.05,49800
ITEM-00000267,ORD-00007206,PRD-005,384,60,0.14,23040
ITEM-00000268,ORD-00058395,PRD-003,250,850,0.1,212500
ITEM-00000269,ORD-00084377,PRD-003,117,850,0.12,99450
ITEM-00000270,ORD-00038401,PRD-008,217,400,0.0,86800
ITEM-00000271,ORD-00049631,PRD-010,83,150,0.14,12450
ITEM-00000272,ORD-00000091,PRD-004,342,450,0.14,153900
ITEM-00000273,ORD-00030440,PRD-004,277,450,0.05,124650
ITEM-00000274,ORD-00063392,PRD-007,45,180,0.07,8100
ITEM-00000275,ORD-00060231,PRD-005,500,60,0.08,30000
ITEM-00000276,ORD-00014994,PRD-010,289,150,0.02,43350
ITEM-00000277,ORD-00063331,PRD-009,469,700,0.1,328300
ITEM-00000278,ORD-00002462,PRD-010,247,150,0.11,37050
ITEM-00000279,ORD-00053079,PRD-010,17,150,0.05,2550
ITEM-00000280,ORD-00096815,PRD-003,316,850,0.1,268600
ITEM-00000281,ORD-00063783,PRD-006,479,250,0.13,119750
ITEM-00000282,ORD-00037760,PRD-007,225,180,0.1,40500
ITEM-00000283,ORD-00085048,PRD-004,111,450,0.09,49950
ITEM-00000284,ORD-00037040,PRD-003,373,850,0.01,317050
ITEM-00000285,ORD-00093445,PRD-003,55,850,0.06,46750
ITEM-00000286,ORD-00003950,PRD-004,493,450,0.08,221850
ITEM-00000287,ORD-00079900,PRD-004,491,450,0.09,220950
ITEM-00000288,ORD-00005916,PRD-001,88,120,0.12,10560
ITEM-00000289,ORD-00028659,PRD-006,237,250,0.06,59250
ITEM-00000290,ORD-00079494,PRD-006,208,250,0.09,52000
ITEM-00000291,ORD-00037553,PRD-003,214,850,0.05,181900
ITEM-00000292,ORD-00057172,PRD-008,3,400,0.02,1200
ITEM-00000293,ORD-00002894,PRD-005,257,60,0.14,15420
ITEM-00000294,ORD-00021832,PRD-008,163,400,0.15,65200
ITEM-00000295,ORD-00058135,PRD-010,441,150,0.01,66150
ITEM-00000296,ORD-00068992,PRD-008,252,400,0.13,100800
ITEM-00000297,ORD-00092492,PRD-006,294,250,0.07,73500
ITEM-00000298,ORD-00019345,PRD-007,184,180,0.05,33120
ITEM-00000299,ORD-00043461,PRD-006,474,250,0.15,118500
ITEM-00000300,ORD-00085300,PRD-007,53,180,0.1,9540
ITEM-00000301,ORD-00092263,PRD-008,296,400,0.02,118400
ITEM-00000302,ORD-00007484,PRD-002,180,90,0.07,16200
ITEM-00000303,ORD-00076530,PRD-004,331,450,0.09,148950
ITEM-00000304,ORD-00053584,PRD-003,37,850,0.01,31450
ITEM-00000305,ORD-00032681,PRD-003,201,850,0.06,170850
ITEM-00000306,ORD-00097569,PRD-008,406,400,0.06,162400
ITEM-00000307,ORD-00098359,PRD-007,330,180,0.07,59400
ITEM-00000308,ORD-00055810,PRD-008,401,400,0.12,160400
ITEM-00000309,ORD-00034679,PRD-005,210,60,0.0,12600
ITEM-00000310,ORD-00099752,PRD-006,136,250,0.07,34000
ITEM-00000311,ORD-00023890,PRD-007,11,180,0.05,1980
ITEM-00000312,ORD-00017612,PRD-002,373,90,0.03,33570
ITEM-00000313,ORD-00044646,PRD-007,458,180,0.1,82440
ITEM-00000314,ORD-00048574,PRD-001,290,120,0.13,34800
ITEM-00000315,ORD-00061317,PRD-007,107,180,0.12,19260
ITEM-00000316,ORD-00064122,PRD-002,43,90,0.13,3870
ITEM-00000317,ORD-00062656,PRD-002,254,90,0.14,22860
ITEM-00000318,ORD-00051642,PRD-006,284,250,0.11,71000
ITEM-00000319,ORD-00066438,PRD-007,359,180,0.03,64620
ITEM-00000320,ORD-00043734,PRD-010,210,150,0.05,31500
ITEM-00000321,ORD-00000331,PRD-007,226,180,0.02,40680
ITEM-00000322,ORD-00088248,PRD-010,101,150,0.04,15150
ITEM-00000323,ORD-00004759,PRD-002,35,90,0.14,3150
ITEM-00000324,ORD-00095764,PRD-005,246,60,0.14,14760
ITEM-00000325,ORD-00059376,PRD-006,348,250,0.05,87000
ITEM-00000326,ORD-00055769,PRD-006,328,250,0.04,82000
ITEM-00000327,ORD-00037736,PRD-007,344,180,0.07,61920
ITEM-00000328,ORD-00062510,PRD-008,223,400,0.02,89200
ITEM-00000329,ORD-00006126,PRD-005,310,60,0.08,18600
ITEM-00000330,ORD-00063575,PRD-006,371,250,0.01,92750
ITEM-00000331,ORD-00043898,PRD-004,335,450,0.08,150750
ITEM-00000332,ORD-00063110,PRD-003,324,850,0.12,275400
ITEM-00000333,ORD-00010879,PRD-006,293,250,0.0,73250
ITEM-00000334,ORD-00052826,PRD-007,434,180,0.05,78120
ITEM-00000335,ORD-00023807,PRD-008,35,400,0.11,14000
ITEM-00000336,ORD-00071348,PRD-010,21,150,0.01,3150
ITEM-00000337,ORD-00008952,PRD-008,22,400,0.09,8800
ITEM-00000338,ORD-00088527,PRD-010,202,150,0.05,30300
ITEM-00000339,ORD-00054356,PRD-007,112,180,0.06,20160
ITEM-00000340,ORD-00024904,PRD-008,83,400,0.04,33200
ITEM-00000341,ORD-00004825,PRD-001,109,120,0.12,13080
ITEM-00000342,ORD-00013565,PRD-008,57,400,0.08,22800
ITEM-00000343,ORD-00067110,PRD-008,429,400,0.09,171600
ITEM-00000344,ORD-00093470,PRD-005,480,60,0.11,28800
ITEM-00000345,ORD-00078708,PRD-009,464,700,0.03,324800
ITEM-00000346,ORD-00094474,PRD-007,322,180,0.15,57960
ITEM-00000347,ORD-00054324,PRD-005,451,60,0.07,27060
ITEM-00000348,ORD-00067141,PRD-001,254,120,0.09,30480
ITEM-00000349,ORD-00064985,PRD-007,252,180,0.05,45360
ITEM-00000350,ORD-00097869,PRD-008,331,400,0.02,132400
ITEM-00000351,ORD-00003809,PRD-006,376,250,0.03,94000
ITEM-00000352,ORD-00012413,PRD-004,41,450,0.11,18450
ITEM-00000353,ORD-00075796,PRD-009,237,700,0.03,165900
ITEM-00000354,ORD-00003717,PRD-010,457,150,0.05,68550
ITEM-00000355,ORD-00059277,PRD-002,312,90,0.11,28080
ITEM-00000356,ORD-00019236,PRD-004,58,450,0.03,26100
ITEM-00000357,ORD-00015179,PRD-005,197,60,0.07,11820
ITEM-00000358,ORD-00004193,PRD-005,237,60,0.06,14220
ITEM-00000359,ORD-00002462,PRD-003,374,850,0.14,317900
ITEM-00000360,ORD-00011245,PRD-008,2,400,0.02,800
ITEM-00000361,ORD-00013118,PRD-005,316,60,0.12,18960
ITEM-00000362,ORD-00067083,PRD-005,106,60,0.04,6360
ITEM-00000363,ORD-00074056,PRD-001,271,120,0.05,32520
ITEM-00000364,ORD-00069269,PRD-005,259,60,0.13,15540
ITEM-00000365,ORD-00029195,PRD-002,273,90,0.02,24570
ITEM-00000366,ORD-00001846,PRD-006,370,250,0.04,92500
ITEM-00000367,ORD-00016416,PRD-007,7,180,0.13,1260
ITEM-00000368,ORD-00095389,PRD-001,371,120,0.01,44520
ITEM-00000369,ORD-00004867,PRD-005,451,60,0.09,27060
ITEM-00000370,ORD-00006414,PRD-005,28,60,0.07,1680
ITEM-00000371,ORD-00047848,PRD-006,28,250,0.1,7000
ITEM-00000372,ORD-00081470,PRD-002,183,90,0.04,16470
ITEM-00000373,ORD-00023328,PRD-004,110,450,0.11,49500
ITEM-00000374,ORD-00031903,PRD-008,124,400,0.01,49600
ITEM-00000375,ORD-00086879,PRD-006,370,250,0.05,92500
ITEM-00000376,ORD-00068652,PRD-004,219,450,0.08,98550
ITEM-00000377,ORD-00005543,PRD-001,344,120,0.07,41280
ITEM-00000378,ORD-00074549,PRD-003,442,850,0.12,375700
ITEM-00000379,ORD-00099447,PRD-004,384,450,0.08,172800
ITEM-00000380,ORD-00013601,PRD-006,500,250,0.1,125000
ITEM-00000381,ORD-00007440,PRD-007,231,180,0.07,41580
ITEM-00000382,ORD-00078780,PRD-001,310,120,0.05,37200
ITEM-00000383,ORD-00019017,PRD-004,1,450,0.04,450
ITEM-00000384,ORD-00096037,PRD-010,313,150,0.12,46950
ITEM-00000385,ORD-00007375,PRD-010,242,150,0.12,36300
ITEM-00000386,ORD-00045931,PRD-006,10,250,0.09,2500
ITEM-00000387,ORD-00020969,PRD-004,23,450,0.02,10350
ITEM-00000388,ORD-00034618,PRD-001,394,120,0.1,47280
ITEM-00000389,ORD-00088006,PRD-008,349,400,0.05,139600
ITEM-00000390,ORD-00005189,PRD-010,244,150,0.06,36600
ITEM-00000391,ORD-00037248,PRD-007,237,180,0.08,42660
ITEM-00000392,ORD-00086842,PRD-007,469,180,0.01,84420
ITEM-00000393,ORD-00005094,PRD-008,11,400,0.08,4400
ITEM-00000394,ORD-00085224,PRD-009,112,700,0.12,78400
ITEM-00000395,ORD-00086620,PRD-005,459,60,0.07,27540
ITEM-00000396,ORD-00029828,PRD-007,55,180,0.09,9900
ITEM-00000397,ORD-00022874,PRD-005,50,60,0.13,3000
ITEM-00000398,ORD-00005104,PRD-003,379,850,0.11,322150
ITEM-00000399,ORD-00094681,PRD-007,217,180,0.05,39060
ITEM-00000400,ORD-00074849,PRD-005,434,60,0.13,26040
ITEM-00000401,ORD-00014775,PRD-010,257,150,0.05,38550
ITEM-00000402,ORD-00028235,PRD-003,128,850,0.15,108800
ITEM-00000403,ORD-00097462,PRD-006,429,250,0.13,107250
ITEM-00000404,ORD-00069205,PRD-001,356,120,0.13,42720
ITEM-00000405,ORD-00089983,PRD-009,283,700,0.01,198100
ITEM-00000406,ORD-00027056,PRD-005,365,60,0.09,21900
ITEM-00000407,ORD-00049923,PRD-007,491,180,0.11,88380
ITEM-00000408,ORD-00010862,PRD-008,177,400,0.09,70800
ITEM-00000409,ORD-00062596,PRD-005,40,60,0.06,2400
ITEM-00000410,ORD-00022374,PRD-004,70,450,0.03,31500
