quality_check_id,production_id,inspection_date,inspector_id,units_inspected,defective_units,defect_type,result
QC-00000123,PROD-00295081,2026-05-13,EMP-00473,2353,58,Dimensional,Passed
QC-00000124,PROD-00038303,2025-08-14,EMP-00125,2299,214,Surface,Failed
QC-00000125,PROD-00052976,2025-07-03,EMP-00362,2664,175,Surface,Failed
QC-00000126,PROD-00288982,2025-01-12,EMP-00231,1025,1,Dimensional,Passed
QC-00000127,PROD-00109014,2024-10-06,EMP-00302,1732,163,Surface,Failed
QC-00000128,PROD-00264388,2025-10-04,EMP-00102,2482,141,Assembly,Failed
QC-00000129,PROD-00102813,2024-09-08,EMP-00170,2418,232,None,Failed
QC-00000130,PROD-00234720,2026-06-29,EMP-00390,1368,4,Dimensional,Passed
QC-00000131,PROD-00165589,2025-12-02,EMP-00489,1918,83,Surface,Passed
QC-00000132,PROD-00293229,2026-08-22,EMP-00008,2657,136,Dimensional,Failed
QC-00000133,PROD-00258031,2025-04-25,EMP-00394,2534,248,Surface,Failed
QC-00000134,PROD-00115763,2026-07-27,EMP-00307,713,1,Dimensional,Passed
QC-00000135,PROD-00287925,2024-09-19,EMP-00133,1822,176,Dimensional,Failed
QC-00000136,PROD-00231491,2026-07-28,EMP-00334,1082,50,Surface,Passed
QC-00000137,PROD-00285871,2025-11-30,EMP-00431,2329,88,Material,Passed
QC-00000138,PROD-00190799,2024-10-11,EMP-00043,2867,254,None,Failed
QC-00000139,PROD-00202242,2026-07-02,EMP-00263,1820,163,None,Failed
QC-00000140,PROD-00291354,2025-03-14,EMP-00290,2326,20,Dimensional,Passed
QC-00000141,PROD-00159687,2025-07-28,EMP-00036,1301,83,Surface,Failed
QC-00000142,PROD-00050132,2024-12-31,EMP-00401,1693,10,Assembly,Passed
QC-00000143,PROD-00188630,2025-06-16,EMP-00054,2690,5,Material,Passed
QC-00000144,PROD-00063633,2025-07-11,EMP-00039,845,13,Surface,Passed
QC-00000145,PROD-00134328,2026-06-19,EMP-00280,1142,73,Dimensional,Failed
QC-00000146,PROD-00179179,2024-10-29,EMP-00201,690,29,Assembly,Passed
QC-00000147,PROD-00265936,2024-09-25,EMP-00115,1894,182,Surface,Failed
QC-00000148,PROD-00160973,2026-06-24,EMP-00261,2418,224,Surface,Failed
QC-00000149,PROD-00253492,2025-10-24,EMP-00213,2313,143,Dimensional,Failed
QC-00000150,PROD-00146742,2024-12-11,EMP-00184,1290,87,Dimensional,Failed
QC-00000151,PROD-00226837,2025-05-29,EMP-00121,2615,155,Surface,Failed
QC-00000152,PROD-00293839,2026-08-20,EMP-00250,877,59,Material,Failed
QC-00000153,PROD-00011389,2025-12-26,EMP-00255,870,69,Assembly,Failed
QC-00000154,PROD-00108235,2024-11-02,EMP-00385,2904,247,Dimensional,Failed
QC-00000155,PROD-00228336,2024-10-24,EMP-00248,939,31,Dimensional,Passed
QC-00000156,PROD-00048326,2026-07-02,EMP-00205,2550,228,Dimensional,Failed
QC-00000157,PROD-00134652,2025-03-22,EMP-00235,1613,47,None,Passed
QC-00000158,PROD-00299106,2025-10-21,EMP-00378,1833,169,Dimensional,Failed
QC-00000159,PROD-00027592,2026-04-03,EMP-00199,2913,245,Assembly,Failed
QC-00000160,PROD-00119541,2024-11-07,EMP-00333,1093,90,Material,Failed
QC-00000161,PROD-00108239,2026-07-30,EMP-00046,1449,45,None,Passed
QC-00000162,PROD-00281232,2026-03-01,EMP-00317,1903,16,None,Passed
QC-00000163,PROD-00217324,2025-08-21,EMP-00115,2917,175,Dimensional,Failed
QC-00000164,PROD-00157530,2026-07-14,EMP-00199,2047,86,Dimensional,Passed
QC-00000165,PROD-00082472,2026-03-04,EMP-00033,2131,132,Surface,Failed
QC-00000166,PROD-00062750,2025-08-10,EMP-00109,2393,218,Surface,Failed
QC-00000167,PROD-00179699,2024-11-03,EMP-00293,735,56,Surface,Failed
QC-00000168,PROD-00099226,2024-10-27,EMP-00410,2346,8,None,Passed
QC-00000169,PROD-00269523,2025-01-26,EMP-00084,1229,6,None,Passed
QC-00000170,PROD-00022945,2026-01-04,EMP-00121,1027,79,Dimensional,Failed
QC-00000171,PROD-00154788,2026-01-23,EMP-00361,537,22,Assembly,Passed
QC-00000172,PROD-00093647,2025-09-14,EMP-00089,2785,73,Dimensional,Passed
QC-00000173,PROD-00164766,2026-04-03,EMP-00111,512,25,None,Passed
QC-00000174,PROD-00217545,2026-02-21,EMP-00109,710,39,Dimensional,Failed
QC-00000175,PROD-00075851,2024-09-09,EMP-00429,1976,117,None,Failed
QC-00000176,PROD-00008518,2025-09-30,EMP-00430,2617,215,Material,Failed
QC-00000177,PROD-00237048,2025-05-19,EMP-00345,830,10,None,Passed
QC-00000178,PROD-00138529,2025-01-19,EMP-00191,915,64,Material,Failed
QC-00000179,PROD-00010130,2025-11-15,EMP-00139,2982,107,Surface,Passed
QC-00000180,PROD-00041472,2025-04-12,EMP-00360,2253,12,None,Passed
QC-00000181,PROD-00047577,2026-03-01,EMP-00470,1776,114,Material,Failed
QC-00000182,PROD-00128282,2024-10-01,EMP-00444,988,81,Surface,Failed
QC-00000183,PROD-00027359,2025-07-16,EMP-00352,1200,101,Assembly,Failed
QC-00000184,PROD-00077762,2025-01-18,EMP-00197,1314,25,Dimensional,Passed
QC-00000185,PROD-00290889,2026-05-21,EMP-00360,2165,96,Assembly,Passed
QC-00000186,PROD-00159846,2025-03-26,EMP-00120,747,72,Dimensional,Failed
QC-00000187,PROD-00234610,2024-10-07,EMP-00261,1562,75,None,Passed
QC-00000188,PROD-00258178,2025-08-17,EMP-00456,2700,29,None,Passed
QC-00000189,PROD-00268612,2025-08-30,EMP-00180,2494,89,Material,Passed
QC-00000190,PROD-00225699,2025-12-04,EMP-00069,2430,194,None,Failed
QC-00000191,PROD-00213805,2025-12-05,EMP-00205,2560,103,Surface,Passed
QC-00000192,PROD-00169145,2024-09-12,EMP-00270,1780,107,Surface,Failed
QC-00000193,PROD-00099571,2025-06-29,EMP-00378,1898,22,Assembly,Passed
QC-00000194,PROD-00073246,2026-03-09,EMP-00391,1922,93,Assembly,Passed
QC-00000195,PROD-00178146,2025-09-19,EMP-00257,1612,9,Dimensional,Passed
QC-00000196,PROD-00277642,2024-09-24,EMP-00112,895,83,None,Failed
QC-00000197,PROD-00015741,2025-07-11,EMP-00407,2990,5,None,Passed
QC-00000198,PROD-00170860,2024-09-03,EMP-00117,1714,155,Dimensional,Failed
QC-00000199,PROD-00249615,2026-03-14,EMP-00081,2537,171,Dimensional,Failed
QC-00000200,PROD-00119794,2024-10-01,EMP-00463,1949,66,None,Passed
QC-00000201,PROD-00092514,2025-05-06,EMP-00470,872,21,Dimensional,Passed
QC-00000202,PROD-00256632,2025-08-02,EMP-00435,1874,84,Surface,Passed
QC-00000203,PROD-00179366,2026-02-20,EMP-00332,2343,128,Dimensional,Failed
QC-00000204,PROD-00284680,2026-05-25,EMP-00338,1988,29,Assembly,Passed
QC-00000205,PROD-00117379,2026-08-02,EMP-00355,1004,6,Assembly,Passed
QC-00000206,PROD-00154372,2026-07-21,EMP-00261,863,86,None,Failed
QC-00000207,PROD-00202926,2025-06-01,EMP-00228,1800,73,None,Passed
QC-00000208,PROD-00017755,2024-12-28,EMP-00094,1717,109,Material,Failed
QC-00000209,PROD-00268789,2026-06-10,EMP-00272,1140,114,Dimensional,Failed
QC-00000210,PROD-00071809,2025-06-11,EMP-00257,2880,192,Dimensional,Failed
QC-00000211,PROD-00287264,2025-02-15,EMP-00266,676,62,Assembly,Failed
QC-00000212,PROD-00217534,2025-04-12,EMP-00266,2597,179,Material,Failed
QC-00000213,PROD-00031492,2025-08-13,EMP-00379,1936,127,Assembly,Failed
QC-00000214,PROD-00166485,2026-07-05,EMP-00363,2936,111,Material,Passed
QC-00000215,PROD-00286029,2025-02-19,EMP-00398,1573,5,Assembly,Passed
QC-00000216,PROD-00271652,2024-10-08,EMP-00075,915,55,Surface,Failed
QC-00000217,PROD-00215822,2026-04-05,EMP-00494,551,6,Assembly,Passed
QC-00000218,PROD-00060760,2026-06-22,EMP-00454,577,32,Dimensional,Failed
QC-00000219,PROD-00269089,2026-08-09,EMP-00277,2211,137,Dimensional,Failed
QC-00000220,PROD-00177083,2025-05-02,EMP-00472,2078,34,Surface,Passed
QC-00000221,PROD-00070907,2026-04-27,EMP-00322,1834,140,None,Failed
QC-00000222,PROD-00092552,2025-04-08,EMP-00449,614,54,None,Failed
QC-00000223,PROD-00233097,2026-08-23,EMP-00093,884,78,Material,Failed
QC-00000224,PROD-00003525,2025-06-17,EMP-00338,2205,12,Assembly,Passed
QC-00000225,PROD-00014001,2025-02-26,EMP-00067,1307,3,Assembly,Passed
QC-00000226,PROD-00095822,2025-04-19,EMP-00274,2074,59,Dimensional,Passed
QC-00000227,PROD-00124880,2026-01-30,EMP-00115,1967,94,None,Passed
QC-00000228,PROD-00178435,2024-08-30,EMP-00078,1798,135,Material,Failed
QC-00000229,PROD-00175833,2024-08-28,EMP-00081,591,44,Assembly,Failed
QC-00000230,PROD-00055272,2025-01-12,EMP-00012,1312,12,Material,Passed
QC-00000231,PROD-00287400,2026-05-13,EMP-00498,1109,0,None,Passed
QC-00000232,PROD-00213811,2024-12-17,EMP-00143,953,94,Surface,Failed
QC-00000233,PROD-00257616,2025-06-10,EMP-00439,1485,57,Surface,Passed
QC-00000234,PROD-00203013,2025-10-29,EMP-00188,1952,104,None,Failed
QC-00000235,PROD-00184614,2025-03-15,EMP-00100,2656,11,Dimensional,Passed
QC-00000236,PROD-00204339,2026-01-31,EMP-00450,2564,204,Dimensional,Failed
QC-00000237,PROD-00251330,2025-02-22,EMP-00195,2725,189,Assembly,Failed
QC-00000238,PROD-00060045,2025-02-28,EMP-00376,2618,63,Assembly,Passed
QC-00000239,PROD-00017885,2026-06-26,EMP-00189,515,4,None,Passed
QC-00000240,PROD-00145241,2024-09-06,EMP-00190,2561,185,Dimensional,Failed
QC-00000241,PROD-00226664,2024-12-13,EMP-00054,1979,51,Surface,Passed
QC-00000242,PROD-00292270,2025-07-16,EMP-00423,2745,139,Dimensional,Failed
QC-00000243,PROD-00261230,2025-04-21,EMP-00131,886,3,Material,Passed
QC-00000244,PROD-00055370,2024-09-22,EMP-00267,647,51,Surface,Failed
QC-00000245,PROD-00073969,2025-07-10,EMP-00299,2023,12,Material,Passed
QC-00000246,PROD-00075464,2025-06-05,EMP-00052,1881,113,None,Failed
QC-00000247,PROD-00244872,2025-05-09,EMP-00075,2660,76,Material,Passed
QC-00000248,PROD-00007662,2026-02-27,EMP-00139,2970,235,Surface,Failed
QC-00000249,PROD-00204469,2025-12-02,EMP-00048,2875,202,Material,Failed
QC-00000250,PROD-00251138,2025-06-19,EMP-00033,1217,32,Surface,Passed
QC-00000251,PROD-00068985,2024-10-12,EMP-00407,1126,53,Assembly,Passed
QC-00000252,PROD-00067774,2024-10-07,EMP-00044,1892,37,None,Passed
QC-00000253,PROD-00102193,2026-08-18,EMP-00247,2569,245,Dimensional,Failed
QC-00000254,PROD-00015892,2026-08-20,EMP-00147,872,29,Assembly,Passed
QC-00000255,PROD-00172311,2026-06-23,EMP-00275,1848,88,Material,Passed
QC-00000256,PROD-00103590,2026-02-17,EMP-00032,2676,180,Dimensional,Failed
QC-00000257,PROD-00028606,2025-04-30,EMP-00276,2780,264,None,Failed
QC-00000258,PROD-00189340,2025-06-20,EMP-00128,1335,43,Material,Passed
QC-00000259,PROD-00099886,2025-08-04,EMP-00451,789,74,None,Failed
QC-00000260,PROD-00235752,2026-03-27,EMP-00273,536,26,None,Passed
QC-00000261,PROD-00259829,2025-07-17,EMP-00301,1805,56,None,Passed
QC-00000262,PROD-00102945,2024-09-24,EMP-00459,2794,133,None,Passed
QC-00000263,PROD-00275761,2025-08-31,EMP-00377,570,10,None,Passed
QC-00000264,PROD-00044135,2024-11-27,EMP-00203,1748,9,Dimensional,Passed
QC-00000265,PROD-00175200,2024-12-19,EMP-00054,2020,69,Material,Passed
QC-00000266,PROD-00185399,2024-11-05,EMP-00344,2124,45,Surface,Passed
QC-00000267,PROD-00063988,2025-11-03,EMP-00005,1956,190,Material,Failed
QC-00000268,PROD-00216646,2025-02-20,EMP-00006,665,21,None,Passed
QC-00000269,PROD-00193218,2025-11-08,EMP-00184,2088,161,Assembly,Failed
QC-00000270,PROD-00285881,2025-11-03,EMP-00171,2304,78,Material,Passed
QC-00000271,PROD-00039102,2026-01-07,EMP-00269,2439,61,Dimensional,Passed
QC-00000272,PROD-00231938,2025-05-15,EMP-00116,1260,16,Surface,Passed
QC-00000273,PROD-00162219,2024-11-17,EMP-00189,1048,61,None,Failed
QC-00000274,PROD-00020561,2026-01-08,EMP-00065,2617,91,None,Passed
QC-00000275,PROD-00195845,2025-04-02,EMP-00485,639,49,None,Failed
QC-00000276,PROD-00084583,2026-02-11,EMP-00052,2338,231,None,Failed
QC-00000277,PROD-00021112,2026-04-03,EMP-00033,1401,94,Surface,Failed
QC-00000278,PROD-00084869,2026-08-11,EMP-00416,2809,158,Material,Failed
QC-00000279,PROD-00025829,2026-05-08,EMP-00379,1089,42,Surface,Passed
QC-00000280,PROD-00065063,2025-01-02,EMP-00309,519,3,Surface,Passed
QC-00000281,PROD-00168504,2025-10-05,EMP-00365,2374,110,Surface,Passed
QC-00000282,PROD-00284499,2025-05-24,EMP-00288,915,18,Material,Passed
QC-00000283,PROD-00148893,2026-06-17,EMP-00497,1520,90,Material,Failed
QC-00000284,PROD-00088951,2025-12-23,EMP-00207,2196,36,Assembly,Passed
QC-00000285,PROD-00147308,2025-08-17,EMP-00273,2011,68,None,Passed
QC-00000286,PROD-00119806,2025-09-05,EMP-00159,1416,106,Surface,Failed
QC-00000287,PROD-00048630,2024-10-28,EMP-00244,974,81,Assembly,Failed
QC-00000288,PROD-00052741,2025-03-25,EMP-00350,1959,119,Surface,Failed
QC-00000289,PROD-00230528,2026-04-21,EMP-00321,1125,88,Dimensional,Failed
QC-00000290,PROD-00192291,2024-09-11,EMP-00117,1542,85,None,Failed
QC-00000291,PROD-00117390,2025-10-26,EMP-00450,687,56,None,Failed
QC-00000292,PROD-00106559,2025-02-20,EMP-00303,1946,172,None,Failed
QC-00000293,PROD-00094220,2026-08-24,EMP-00162,1020,51,Assembly,Passed
QC-00000294,PROD-00145548,2025-09-02,EMP-00175,1552,153,Surface,Failed
QC-00000295,PROD-00242683,2025-01-07,EMP-00200,1036,2,Surface,Passed
QC-00000296,PROD-00028514,2026-05-25,EMP-00423,2375,197,Dimensional,Failed
QC-00000297,PROD-00147669,2026-02-09,EMP-00471,1226,7,Assembly,Passed
QC-00000298,PROD-00077819,2026-07-05,EMP-00054,1027,70,Assembly,Failed
QC-00000299,PROD-00025856,2026-02-03,EMP-00376,2584,145,None,Failed
QC-00000300,PROD-00295903,2024-09-06,EMP-00266,1221,6,Assembly,Passed
QC-00000301,PROD-00226500,2024-12-08,EMP-00039,1320,83,None,Failed
QC-00000302,PROD-00150031,2025-04-01,EMP-00443,2070,141,Assembly,Failed
QC-00000303,PROD-00091571,2026-06-26,EMP-00109,1968,50,Surface,Passed
QC-00000304,PROD-00050460,2026-02-15,EMP-00252,2882,215,Surface,Failed
QC-00000305,PROD-00099240,2024-10-28,EMP-00354,1823,13,Dimensional,Passed
QC-00000306,PROD-00041958,2025-03-19,EMP-00500,1147,76,Dimensional,Failed
QC-00000307,PROD-00220952,2026-05-16,EMP-00090,2343,144,None,Failed
QC-00000308,PROD-00063948,2026-06-17,EMP-00140,2896,232,Surface,Failed
QC-00000309,PROD-00248574,2025-01-22,EMP-00061,1958,107,Assembly,Failed
QC-00000310,PROD-00278079,2025-02-15,EMP-00329,1670,123,Dimensional,Failed
QC-00000311,PROD-00233969,2024-10-07,EMP-00106,536,28,Surface,Failed
QC-00000312,PROD-00072677,2024-09-21,EMP-00491,928,69,Assembly,Failed
QC-00000313,PROD-00031833,2025-10-07,EMP-00379,1320,130,Assembly,Failed
QC-00000314,PROD-00079205,2024-11-16,EMP-00139,1004,61,Surface,Failed
QC-00000315,PROD-00277748,2026-03-29,EMP-00104,1473,136,None,Failed
QC-00000316,PROD-00178312,2026-03-06,EMP-00398,2510,218,Assembly,Failed
QC-00000317,PROD-00134041,2024-10-31,EMP-00054,2181,97,Dimensional,Passed
QC-00000318,PROD-00064561,2025-09-18,EMP-00447,849,68,Dimensional,Failed
QC-00000319,PROD-00127502,2025-05-19,EMP-00225,875,64,Surface,Failed
QC-00000320,PROD-00154397,2024-09-04,EMP-00415,1193,40,Material,Passed
QC-00000321,PROD-00161834,2024-12-28,EMP-00135,2304,205,Material,Failed
QC-00000322,PROD-00142972,2026-03-24,EMP-00150,1059,32,Material,Passed
QC-00000323,PROD-00057479,2024-10-03,EMP-00309,2532,27,Material,Passed
QC-00000324,PROD-00217065,2025-07-18,EMP-00034,2079,152,None,Failed
QC-00000325,PROD-00125097,2026-06-03,EMP-00460,1719,47,Assembly,Passed
QC-00000326,PROD-00235867,2025-03-07,EMP-00274,840,41,Surface,Passed
QC-00000327,PROD-00150138,2026-04-21,EMP-00435,1566,87,Surface,Failed
QC-00000328,PROD-00075243,2026-04-13,EMP-00295,2822,199,Surface,Failed
QC-00000329,PROD-00114773,2025-08-28,EMP-00493,2712,104,Material,Passed
QC-00000330,PROD-00292176,2026-07-30,EMP-00193,713,29,Surface,Passed
QC-00000331,PROD-00120650,2025-07-08,EMP-00410,1958,61,Material,Passed
QC-00000332,PROD-00068040,2026-03-30,EMP-00364,2713,50,Material,Passed
QC-00000333,PROD-00269881,2026-02-21,EMP-00392,1370,15,Surface,Passed
