production_id,production_date,batch_id,product_id,production_line,machine_id,operator_id,shift,planned_quantity,produced_quantity,good_quantity,defective_quantity,downtime_minutes,production_time_minutes,material_cost,labor_cost,energy_cost,quality_status,maintenance_required
PROD-00000020,2025-06-26,BATCH-00000020,PRD-005,LINE-05,M-010,EMP-00049,Afternoon,690,665,601,64,166,470,19141.47,4242.26,3129.7,Failed,False
PROD-00000021,2026-01-19,BATCH-00000021,PRD-003,LINE-01,M-017,EMP-00038,Morning,1201,1185,1100,85,19,370,361461.83,8106.02,7035.77,Failed,False
PROD-00000022,2024-09-13,BATCH-00000022,PRD-010,LINE-05,M-013,EMP-00307,Afternoon,1291,1136,1047,89,163,582,77067.0,4884.04,1420.21,Failed,False
PROD-00000023,2026-08-12,BATCH-00000023,PRD-001,LINE-04,M-001,EMP-00267,Night,629,627,572,55,6,337,27406.62,7825.83,4928.41,Failed,False
PROD-00000024,2025-10-12,BATCH-00000024,PRD-004,LINE-04,M-019,EMP-00273,Morning,1891,1809,1771,38,63,507,348842.55,10773.69,2974.62,Passed,False
PROD-00000025,2026-02-21,BATCH-00000025,PRD-003,LINE-01,M-015,EMP-00220,Night,670,516,468,48,75,486,165759.3,4119.49,1830.82,Failed,False
PROD-00000026,2024-11-16,BATCH-00000026,PRD-001,LINE-03,M-011,EMP-00300,Night,2652,2562,2425,137,76,405,151330.58,12817.78,3793.79,Failed,False
PROD-00000027,2026-07-12,BATCH-00000027,PRD-006,LINE-05,M-014,EMP-00132,Afternoon,742,639,619,20,128,406,75446.83,2075.82,8764.35,Passed,False
PROD-00000028,2026-08-22,BATCH-00000028,PRD-005,LINE-04,M-012,EMP-00200,Morning,2472,2464,2370,94,4,389,51372.18,8442.8,1928.36,Passed,False
PROD-00000029,2024-10-01,BATCH-00000029,PRD-002,LINE-05,M-020,EMP-00320,Night,1106,971,953,18,137,472,40851.03,3961.94,4215.26,Passed,False
PROD-00000030,2025-12-15,BATCH-00000030,PRD-006,LINE-04,M-001,EMP-00308,Morning,2487,2384,2246,138,1,553,211308.15,7317.68,8717.82,Failed,False
PROD-00000031,2025-11-21,BATCH-00000031,PRD-006,LINE-01,M-004,EMP-00373,Night,767,674,634,40,111,546,62607.46,9795.9,5730.98,Failed,False
PROD-00000032,2025-09-18,BATCH-00000032,PRD-005,LINE-01,M-004,EMP-00082,Night,1142,918,850,68,159,406,24629.32,2673.76,3936.58,Failed,False
PROD-00000033,2025-04-23,BATCH-00000033,PRD-009,LINE-05,M-014,EMP-00297,Morning,1374,1321,1315,6,175,549,472771.54,9011.71,4401.19,Passed,False
PROD-00000034,2026-05-22,BATCH-00000034,PRD-006,LINE-03,M-020,EMP-00235,Afternoon,2506,2260,2071,189,108,533,214700.3,8646.2,1127.44,Failed,False
PROD-00000035,2026-08-05,BATCH-00000035,PRD-003,LINE-01,M-005,EMP-00063,Morning,1889,1820,1745,75,99,494,807825.63,12329.06,7353.19,Passed,False
PROD-00000036,2026-06-27,BATCH-00000036,PRD-006,LINE-05,M-011,EMP-00075,Afternoon,2882,2794,2661,133,53,470,237896.41,4185.69,1887.36,Passed,False
PROD-00000037,2025-05-05,BATCH-00000037,PRD-001,LINE-04,M-016,EMP-00473,Afternoon,827,696,669,27,69,578,40879.66,5895.14,3076.0,Passed,False
PROD-00000038,2025-01-08,BATCH-00000038,PRD-006,LINE-02,M-015,EMP-00396,Morning,682,520,514,6,74,471,55470.84,4623.75,9789.32,Passed,False
PROD-00000039,2026-07-20,BATCH-00000039,PRD-009,LINE-02,M-003,EMP-00109,Morning,2983,2824,2633,191,18,494,900011.55,14746.09,8519.8,Failed,False
PROD-00000040,2026-06-22,BATCH-00000040,PRD-010,LINE-05,M-019,EMP-00229,Morning,2934,2853,2603,250,171,511,190812.37,7426.21,3436.64,Failed,False
PROD-00000041,2026-02-16,BATCH-00000041,PRD-008,LINE-03,M-020,EMP-00190,Afternoon,2367,2325,2273,52,171,488,370201.94,7474.19,6693.93,Passed,True
PROD-00000042,2025-08-30,BATCH-00000042,PRD-004,LINE-04,M-009,EMP-00087,Afternoon,1085,1033,995,38,50,340,160253.74,14090.33,8037.9,Passed,False
PROD-00000043,2025-07-12,BATCH-00000043,PRD-001,LINE-05,M-018,EMP-00344,Night,618,496,449,47,157,447,24000.62,3861.98,7721.38,Failed,True
PROD-00000044,2024-11-01,BATCH-00000044,PRD-004,LINE-04,M-002,EMP-00052,Afternoon,932,732,698,34,152,469,122394.83,8789.08,5099.28,Passed,False
PROD-00000045,2025-12-07,BATCH-00000045,PRD-004,LINE-05,M-009,EMP-00087,Afternoon,1884,1835,1818,17,118,529,443767.63,7887.86,3222.61,Passed,True
PROD-00000046,2026-03-23,BATCH-00000046,PRD-005,LINE-04,M-015,EMP-00146,Night,540,480,452,28,114,352,12629.98,2981.1,1573.6,Failed,True
PROD-00000047,2026-02-22,BATCH-00000047,PRD-010,LINE-04,M-019,EMP-00164,Night,2146,1986,1951,35,97,310,109163.52,10660.54,6794.28,Passed,False
PROD-00000048,2026-07-19,BATCH-00000048,PRD-001,LINE-04,M-003,EMP-00111,Morning,2576,2392,2156,236,149,356,106343.66,6616.17,2192.61,Failed,False
PROD-00000049,2025-10-19,BATCH-00000049,PRD-005,LINE-04,M-001,EMP-00487,Morning,1241,1123,1106,17,37,408,24875.9,2954.63,2614.52,Passed,False
PROD-00000050,2026-02-25,BATCH-00000050,PRD-007,LINE-02,M-002,EMP-00024,Morning,947,855,815,40,151,587,59875.76,10516.39,5924.82,Passed,False
PROD-00000051,2026-05-30,BATCH-00000051,PRD-010,LINE-05,M-010,EMP-00144,Afternoon,2376,2136,2009,127,2,380,116113.96,7351.28,3122.23,Failed,False
PROD-00000052,2025-10-15,BATCH-00000052,PRD-007,LINE-02,M-008,EMP-00194,Night,2340,2097,1889,208,68,387,146594.2,9124.67,4102.86,Failed,False
PROD-00000053,2024-09-01,BATCH-00000053,PRD-009,LINE-02,M-002,EMP-00206,Afternoon,778,673,630,43,153,504,163644.95,10324.46,2722.08,Failed,False
PROD-00000054,2025-01-06,BATCH-00000054,PRD-005,LINE-01,M-006,EMP-00204,Night,1125,908,820,88,179,378,23595.31,4897.73,1114.75,Failed,False
PROD-00000055,2025-03-16,BATCH-00000055,PRD-006,LINE-01,M-019,EMP-00224,Morning,1689,1556,1517,39,144,331,141287.0,12729.12,5202.18,Passed,False
PROD-00000056,2026-06-30,BATCH-00000056,PRD-001,LINE-01,M-005,EMP-00129,Night,2299,2209,2207,2,80,332,117750.33,6331.2,9668.37,Passed,False
PROD-00000057,2026-05-21,BATCH-00000057,PRD-010,LINE-04,M-011,EMP-00247,Afternoon,1149,1004,964,40,112,553,58763.03,7526.07,7725.15,Passed,False
PROD-00000058,2024-12-23,BATCH-00000058,PRD-007,LINE-05,M-014,EMP-00071,Night,816,591,537,54,148,458,38920.89,11458.17,9732.18,Failed,False
PROD-00000059,2026-08-06,BATCH-00000059,PRD-004,LINE-03,M-014,EMP-00077,Afternoon,1276,1187,1183,4,0,554,244813.31,6758.42,7833.24,Passed,False
PROD-00000060,2025-09-03,BATCH-00000060,PRD-010,LINE-04,M-016,EMP-00433,Night,1290,1260,1145,115,75,384,61221.79,8704.67,3510.42,Failed,False
PROD-00000061,2025-03-20,BATCH-00000061,PRD-001,LINE-01,M-002,EMP-00495,Morning,1359,1137,1112,25,10,435,51218.09,13911.45,4544.42,Passed,False
PROD-00000062,2025-02-07,BATCH-00000062,PRD-002,LINE-02,M-003,EMP-00420,Morning,2870,2694,2531,163,5,374,107215.16,13098.9,6264.15,Failed,False
PROD-00000063,2025-03-25,BATCH-00000063,PRD-009,LINE-02,M-001,EMP-00054,Morning,605,377,344,33,137,516,99723.35,12390.2,2467.24,Failed,False
PROD-00000064,2024-10-24,BATCH-00000064,PRD-008,LINE-04,M-009,EMP-00125,Night,1747,1583,1452,131,126,541,268449.81,3260.13,9913.28,Failed,True
PROD-00000065,2026-03-23,BATCH-00000065,PRD-003,LINE-05,M-017,EMP-00474,Afternoon,1878,1681,1660,21,8,476,502361.69,4503.39,8154.88,Passed,False
PROD-00000066,2025-10-07,BATCH-00000066,PRD-003,LINE-05,M-003,EMP-00239,Morning,1944,1784,1679,105,142,301,574922.61,13891.32,8991.46,Failed,False
PROD-00000067,2026-06-23,BATCH-00000067,PRD-004,LINE-03,M-005,EMP-00167,Afternoon,2685,2595,2521,74,167,403,420148.31,6031.3,5219.79,Passed,False
PROD-00000068,2025-03-19,BATCH-00000068,PRD-007,LINE-02,M-001,EMP-00387,Morning,1950,1863,1809,54,74,302,142416.75,4623.81,8201.2,Passed,False
PROD-00000069,2024-12-01,BATCH-00000069,PRD-007,LINE-05,M-010,EMP-00499,Night,2336,2320,2246,74,74,469,207835.89,10869.52,3562.37,Passed,False
PROD-00000070,2026-07-17,BATCH-00000070,PRD-008,LINE-03,M-008,EMP-00218,Morning,664,585,565,20,149,340,115509.79,10778.79,5494.32,Passed,False
PROD-00000071,2025-03-20,BATCH-00000071,PRD-006,LINE-01,M-002,EMP-00159,Morning,2858,2709,2574,135,77,312,256464.11,2985.12,2919.67,Passed,False
PROD-00000072,2025-02-10,BATCH-00000072,PRD-005,LINE-02,M-014,EMP-00245,Night,652,434,391,43,9,496,12846.58,4651.37,4576.3,Failed,False
PROD-00000073,2026-08-18,BATCH-00000073,PRD-006,LINE-04,M-013,EMP-00104,Morning,1998,1800,1623,177,6,342,168453.22,9785.51,5667.07,Failed,False
PROD-00000074,2025-05-03,BATCH-00000074,PRD-005,LINE-03,M-001,EMP-00359,Morning,874,848,811,37,64,566,26282.07,2912.02,6355.15,Passed,False
PROD-00000075,2026-03-08,BATCH-00000075,PRD-004,LINE-04,M-015,EMP-00474,Morning,2789,2647,2514,133,92,442,555152.33,3003.71,7875.29,Failed,False
PROD-00000076,2024-09-08,BATCH-00000076,PRD-009,LINE-04,M-008,EMP-00401,Afternoon,2113,1889,1830,59,120,446,681786.08,12511.78,2548.39,Passed,False
PROD-00000077,2026-05-02,BATCH-00000077,PRD-009,LINE-03,M-005,EMP-00268,Night,1305,1289,1161,128,139,448,361886.88,2562.69,8124.0,Failed,False
PROD-00000078,2025-03-13,BATCH-00000078,PRD-009,LINE-03,M-019,EMP-00002,Night,1534,1513,1460,53,107,525,532784.71,6983.76,8634.28,Passed,False
PROD-00000079,2025-09-26,BATCH-00000079,PRD-006,LINE-01,M-009,EMP-00230,Morning,2048,1906,1882,24,90,482,253636.38,14119.21,5594.67,Passed,False
PROD-00000080,2024-11-19,BATCH-00000080,PRD-003,LINE-05,M-001,EMP-00199,Morning,1605,1433,1355,78,52,525,519876.88,3479.84,3887.16,Failed,True
PROD-00000081,2026-07-09,BATCH-00000081,PRD-010,LINE-03,M-020,EMP-00452,Afternoon,1478,1245,1140,105,45,584,89740.29,3308.85,6492.63,Failed,False
PROD-00000082,2026-06-08,BATCH-00000082,PRD-005,LINE-05,M-018,EMP-00488,Morning,816,752,708,44,48,516,19662.04,7805.81,8818.12,Failed,False
PROD-00000083,2026-04-23,BATCH-00000083,PRD-006,LINE-04,M-004,EMP-00235,Night,1095,868,855,13,15,581,112720.99,12072.09,8199.17,Passed,False
PROD-00000084,2026-05-18,BATCH-00000084,PRD-008,LINE-04,M-017,EMP-00335,Morning,1330,1102,1093,9,87,493,173881.83,3503.88,9169.91,Passed,False
PROD-00000085,2026-05-09,BATCH-00000085,PRD-010,LINE-01,M-007,EMP-00451,Afternoon,738,730,702,28,154,536,37311.42,11914.26,8672.14,Passed,False
PROD-00000086,2026-04-19,BATCH-00000086,PRD-008,LINE-05,M-020,EMP-00062,Night,1451,1260,1171,89,81,314,183318.97,3904.33,4248.12,Failed,False
PROD-00000087,2026-04-28,BATCH-00000087,PRD-007,LINE-03,M-013,EMP-00051,Afternoon,1493,1314,1214,100,167,376,106131.12,5804.33,8618.84,Failed,False
PROD-00000088,2025-04-08,BATCH-00000088,PRD-004,LINE-04,M-007,EMP-00165,Morning,1335,1206,1125,81,29,363,261610.48,10434.05,3091.45,Failed,False
PROD-00000089,2025-10-21,BATCH-00000089,PRD-008,LINE-03,M-017,EMP-00234,Morning,2482,2384,2350,34,45,492,498327.89,8285.85,6756.48,Passed,False
PROD-00000090,2025-05-24,BATCH-00000090,PRD-003,LINE-03,M-007,EMP-00299,Afternoon,930,745,700,45,32,401,313609.02,14068.6,1403.47,Failed,True
PROD-00000091,2025-02-21,BATCH-00000091,PRD-003,LINE-01,M-005,EMP-00415,Night,759,553,516,37,51,542,180777.6,14349.3,8376.32,Failed,False
PROD-00000092,2025-12-03,BATCH-00000092,PRD-005,LINE-04,M-003,EMP-00010,Afternoon,2469,2463,2327,136,82,395,69366.84,7719.45,8451.43,Failed,False
PROD-00000093,2026-02-07,BATCH-00000093,PRD-005,LINE-01,M-007,EMP-00489,Night,2157,1933,1919,14,20,583,49618.9,3258.26,1821.47,Passed,False
PROD-00000094,2025-06-29,BATCH-00000094,PRD-008,LINE-05,M-017,EMP-00145,Morning,887,659,631,28,22,350,110243.05,5606.7,1208.77,Passed,False
PROD-00000095,2026-07-11,BATCH-00000095,PRD-007,LINE-05,M-002,EMP-00366,Morning,752,623,617,6,128,477,48856.04,12451.45,1163.55,Passed,False
PROD-00000096,2025-09-24,BATCH-00000096,PRD-001,LINE-05,M-003,EMP-00431,Night,2029,2026,1872,154,142,416,82640.42,2833.47,3332.23,Failed,False
PROD-00000097,2025-01-25,BATCH-00000097,PRD-009,LINE-03,M-003,EMP-00038,Afternoon,847,735,692,43,177,526,253055.73,6080.0,1101.45,Failed,True
PROD-00000098,2024-10-27,BATCH-00000098,PRD-003,LINE-03,M-015,EMP-00203,Night,980,837,772,65,23,385,294873.1,11913.02,4415.3,Failed,True
PROD-00000099,2025-10-25,BATCH-00000099,PRD-002,LINE-03,M-007,EMP-00159,Morning,783,760,703,57,72,539,28866.45,4474.73,4210.62,Failed,False
PROD-00000100,2025-06-04,BATCH-00000100,PRD-006,LINE-05,M-015,EMP-00205,Afternoon,1185,1162,1118,44,58,424,97873.23,4970.21,2876.46,Passed,True
PROD-00000101,2025-11-27,BATCH-00000101,PRD-008,LINE-01,M-005,EMP-00193,Night,2652,2506,2499,7,43,494,449139.64,5897.51,8185.87,Passed,False
PROD-00000102,2025-01-03,BATCH-00000102,PRD-003,LINE-02,M-016,EMP-00451,Morning,1881,1700,1588,112,168,450,544056.11,13024.93,1593.22,Failed,False
PROD-00000103,2025-03-30,BATCH-00000103,PRD-009,LINE-02,M-020,EMP-00353,Morning,849,719,667,52,26,389,255405.83,2315.81,3894.89,Failed,False
PROD-00000104,2025-12-17,BATCH-00000104,PRD-010,LINE-02,M-009,EMP-00396,Morning,1059,1017,928,89,152,476,70233.1,2871.22,6547.91,Failed,False
PROD-00000105,2026-01-01,BATCH-00000105,PRD-004,LINE-04,M-006,EMP-00338,Night,2919,2843,2808,35,173,374,458681.91,3022.84,7045.4,Passed,False
PROD-00000106,2025-02-27,BATCH-00000106,PRD-009,LINE-03,M-018,EMP-00442,Night,801,705,701,4,94,574,188294.69,8378.94,1397.89,Passed,False
PROD-00000107,2025-03-29,BATCH-00000107,PRD-001,LINE-05,M-001,EMP-00374,Afternoon,638,552,552,0,162,315,24190.4,13804.53,7564.23,Passed,False
PROD-00000108,2025-08-21,BATCH-00000108,PRD-002,LINE-03,M-007,EMP-00412,Morning,1304,1106,1095,11,110,301,44702.43,11589.77,7530.85,Passed,False
PROD-00000109,2025-02-13,BATCH-00000109,PRD-001,LINE-02,M-015,EMP-00198,Afternoon,2237,2150,2145,5,42,304,140079.26,5072.22,8215.01,Passed,False
PROD-00000110,2026-08-04,BATCH-00000110,PRD-008,LINE-05,M-012,EMP-00418,Night,2250,2065,1951,114,18,554,311548.25,5413.03,7808.32,Failed,False
PROD-00000111,2026-07-29,BATCH-00000111,PRD-004,LINE-01,M-018,EMP-00447,Morning,1424,1251,1138,113,164,470,222305.98,2846.7,9887.79,Failed,False
PROD-00000112,2025-09-07,BATCH-00000112,PRD-005,LINE-02,M-012,EMP-00488,Night,1019,792,727,65,23,499,17529.56,6303.71,8286.44,Failed,False
PROD-00000113,2024-12-04,BATCH-00000113,PRD-002,LINE-02,M-005,EMP-00479,Afternoon,2186,2050,2030,20,133,401,67250.73,3499.79,4074.35,Passed,True
PROD-00000114,2025-04-30,BATCH-00000114,PRD-004,LINE-02,M-003,EMP-00154,Night,1255,1112,1098,14,157,310,185559.85,13849.7,4778.55,Passed,False
PROD-00000115,2026-04-22,BATCH-00000115,PRD-002,LINE-02,M-008,EMP-00067,Afternoon,1261,1173,1109,64,48,363,44528.45,12398.66,7276.3,Failed,False
PROD-00000116,2025-08-08,BATCH-00000116,PRD-003,LINE-05,M-001,EMP-00240,Night,1248,1138,1094,44,154,357,418111.25,7901.76,4213.79,Passed,False
PROD-00000117,2025-08-04,BATCH-00000117,PRD-004,LINE-04,M-018,EMP-00424,Night,2957,2884,2627,257,69,402,606167.99,11608.92,1004.42,Failed,False
PROD-00000118,2025-01-24,BATCH-00000118,PRD-009,LINE-04,M-011,EMP-00032,Morning,2013,1779,1662,117,18,467,580879.78,6876.57,9759.82,Failed,False
PROD-00000119,2024-09-07,BATCH-00000119,PRD-010,LINE-03,M-019,EMP-00454,Afternoon,852,650,618,32,23,404,39928.81,9051.52,7012.38,Passed,False
PROD-00000120,2025-07-30,BATCH-00000120,PRD-008,LINE-05,M-014,EMP-00323,Afternoon,1102,927,914,13,155,385,170238.92,12569.19,2409.85,Passed,True
PROD-00000121,2025-02-21,BATCH-00000121,PRD-008,LINE-01,M-013,EMP-00382,Night,1334,1220,1104,116,96,455,228725.09,4969.85,3663.99,Failed,False
PROD-00000122,2025-10-26,BATCH-00000122,PRD-001,LINE-01,M-008,EMP-00469,Morning,1764,1670,1571,99,160,472,68738.33,12743.59,4960.86,Failed,False
PROD-00000123,2025-06-11,BATCH-00000123,PRD-002,LINE-05,M-013,EMP-00098,Morning,2135,1988,1870,118,30,575,82387.85,14935.56,9666.92,Failed,False
PROD-00000124,2025-06-03,BATCH-00000124,PRD-001,LINE-04,M-018,EMP-00157,Afternoon,691,444,422,22,8,569,21322.91,14213.5,1942.02,Passed,False
PROD-00000125,2026-01-01,BATCH-00000125,PRD-009,LINE-03,M-007,EMP-00021,Night,1204,1153,1068,85,7,364,264036.05,10373.19,6563.1,Failed,False
PROD-00000126,2026-03-02,BATCH-00000126,PRD-009,LINE-05,M-005,EMP-00486,Morning,1912,1844,1666,178,49,457,564812.35,14041.38,7165.22,Failed,False
PROD-00000127,2025-06-17,BATCH-00000127,PRD-003,LINE-03,M-003,EMP-00377,Morning,2407,2318,2171,147,56,426,1012011.0,14276.16,7661.45,Failed,False
PROD-00000128,2024-10-16,BATCH-00000128,PRD-002,LINE-04,M-010,EMP-00499,Afternoon,631,604,595,9,179,484,29273.49,8438.26,8687.41,Passed,False
PROD-00000129,2026-01-28,BATCH-00000129,PRD-004,LINE-05,M-013,EMP-00117,Morning,2696,2515,2353,162,159,547,534572.07,10085.75,4937.04,Failed,False
PROD-00000130,2025-11-24,BATCH-00000130,PRD-008,LINE-01,M-012,EMP-00094,Morning,1610,1361,1322,39,71,338,224162.31,7623.35,9683.74,Passed,False
PROD-00000131,2026-06-25,BATCH-00000131,PRD-004,LINE-02,M-001,EMP-00029,Night,1515,1275,1258,17,154,592,277027.91,13478.29,3983.78,Passed,True
PROD-00000132,2024-09-25,BATCH-00000132,PRD-009,LINE-03,M-007,EMP-00370,Night,2865,2714,2592,122,16,415,956648.5,13664.67,3438.65,Passed,False
PROD-00000133,2025-10-18,BATCH-00000133,PRD-001,LINE-01,M-006,EMP-00019,Afternoon,2489,2324,2242,82,19,359,147624.06,10975.45,3447.48,Passed,True
PROD-00000134,2024-10-08,BATCH-00000134,PRD-009,LINE-05,M-004,EMP-00041,Afternoon,2611,2423,2239,184,69,531,806453.16,5142.6,5480.65,Failed,False
PROD-00000135,2025-06-21,BATCH-00000135,PRD-005,LINE-05,M-017,EMP-00109,Morning,742,648,629,19,156,419,15602.17,3414.52,6704.14,Passed,False
PROD-00000136,2025-02-23,BATCH-00000136,PRD-009,LINE-04,M-004,EMP-00012,Morning,1891,1817,1671,146,152,318,438903.66,10132.28,2488.01,Failed,False
PROD-00000137,2025-12-28,BATCH-00000137,PRD-002,LINE-05,M-002,EMP-00219,Afternoon,690,641,627,14,164,303,28884.26,14240.19,2438.77,Passed,False
PROD-00000138,2025-04-20,BATCH-00000138,PRD-001,LINE-01,M-009,EMP-00108,Afternoon,2954,2801,2782,19,60,378,148559.77,8718.2,6911.08,Passed,False
PROD-00000139,2024-12-28,BATCH-00000139,PRD-006,LINE-04,M-005,EMP-00307,Night,2621,2532,2524,8,55,468,226823.87,14818.42,4731.57,Passed,False
PROD-00000140,2026-02-28,BATCH-00000140,PRD-007,LINE-04,M-006,EMP-00258,Night,1201,978,938,40,115,328,63050.09,13239.49,2037.32,Passed,True
PROD-00000141,2025-05-18,BATCH-00000141,PRD-009,LINE-02,M-007,EMP-00218,Afternoon,2203,2072,2071,1,5,512,692014.74,3965.19,5911.1,Passed,False
PROD-00000142,2025-10-24,BATCH-00000142,PRD-006,LINE-01,M-018,EMP-00186,Morning,2706,2586,2387,199,10,457,313148.34,2500.08,7600.11,Failed,False
PROD-00000143,2025-08-28,BATCH-00000143,PRD-002,LINE-02,M-015,EMP-00073,Morning,1959,1788,1610,178,99,304,62408.31,3285.11,6325.68,Failed,False
PROD-00000144,2026-06-15,BATCH-00000144,PRD-001,LINE-03,M-015,EMP-00093,Night,2567,2522,2473,49,101,420,155920.5,9488.64,2855.54,Passed,False
PROD-00000145,2025-12-07,BATCH-00000145,PRD-004,LINE-02,M-012,EMP-00196,Afternoon,1578,1426,1396,30,61,583,282663.0,2614.63,7040.0,Passed,False
PROD-00000146,2025-08-24,BATCH-00000146,PRD-004,LINE-05,M-003,EMP-00260,Afternoon,2279,2044,1943,101,82,338,378565.94,4920.59,7979.02,Passed,False
PROD-00000147,2025-07-31,BATCH-00000147,PRD-009,LINE-01,M-012,EMP-00196,Morning,1956,1800,1738,62,18,537,539549.48,12070.78,4460.61,Passed,False
PROD-00000148,2024-12-29,BATCH-00000148,PRD-004,LINE-03,M-013,EMP-00394,Night,2056,2046,2002,44,55,546,431603.6,8922.09,6642.57,Passed,False
PROD-00000149,2025-06-13,BATCH-00000149,PRD-007,LINE-05,M-013,EMP-00303,Afternoon,2721,2568,2372,196,65,496,211338.71,8922.6,2143.07,Failed,True
PROD-00000150,2025-01-11,BATCH-00000150,PRD-010,LINE-05,M-019,EMP-00337,Morning,2340,2091,2013,78,128,539,158601.87,8676.53,5856.78,Passed,False
PROD-00000151,2025-05-18,BATCH-00000151,PRD-007,LINE-01,M-014,EMP-00423,Morning,2597,2485,2344,141,105,584,191348.33,6763.9,6133.25,Failed,False
PROD-00000152,2026-01-05,BATCH-00000152,PRD-003,LINE-02,M-015,EMP-00220,Morning,2269,2155,1978,177,77,356,606171.37,5017.48,1928.48,Failed,False
PROD-00000153,2026-04-11,BATCH-00000153,PRD-003,LINE-02,M-005,EMP-00017,Morning,1404,1212,1133,79,167,467,394099.64,9438.64,4723.03,Failed,True
PROD-00000154,2025-09-09,BATCH-00000154,PRD-002,LINE-05,M-007,EMP-00051,Afternoon,727,690,689,1,4,443,26585.87,11721.21,6764.05,Passed,False
PROD-00000155,2025-07-13,BATCH-00000155,PRD-008,LINE-01,M-015,EMP-00263,Night,974,800,733,67,145,534,103597.68,6550.94,8012.77,Failed,False
PROD-00000156,2024-12-23,BATCH-00000156,PRD-006,LINE-05,M-013,EMP-00047,Afternoon,1391,1278,1179,99,47,583,146973.73,11893.66,4095.31,Failed,False
PROD-00000157,2024-12-05,BATCH-00000157,PRD-006,LINE-02,M-007,EMP-00483,Afternoon,2858,2620,2549,71,167,528,290133.52,8497.02,1510.48,Passed,False
PROD-00000158,2025-11-08,BATCH-00000158,PRD-007,LINE-05,M-005,EMP-00229,Morning,2240,2033,1999,34,98,368,191199.08,4647.72,1256.88,Passed,False
PROD-00000159,2026-08-07,BATCH-00000159,PRD-003,LINE-04,M-019,EMP-00161,Morning,787,614,590,24,143,435,234104.15,10136.45,7572.25,Passed,False
